ID,SPAIN,HINDI,INTERVAL
5373,indochina,इंडोचीन,74
3032,piccolo,छोटा पियानो,88
6507,espionaje,जासूसी,67
1695,el más lento,धीमी,94
5168,rg,आरजी,75
11089,tío,चाचा,35
2917,chiba,चिबा,88
3979,torcedilla,टॉर्चवुड,82
6005,baño,स्नानघर,67
4221,ayudante,एजीटांट,79
7856,nacer,नानकिंग,59
6783,marques,मार्क्वेस,58
10514,comprado,खरीदा,25
3874,atajo,छोटा रास्ता,75
6301,mareado,चक्कर,64
4323,ajenjo,चिरायता,80
457,pedacito,क्वार्टर,100
9827,conexiones,सम्बन्ध,11
4247,agravio,टोट,78
12151,doméstico,घरेलू,25
3655,rerunes,दोहराए,76
13067,hermano,भाई,12
7592,evidentemente,ज़रूर,11
11941,vadear,उतारा,28
3380,sabiendas,जानबूझकर,86
9944,roland,रॉलेंड,43
5169,reconocible,पहचानने योग्य,74
2133,geisha,गीशा,91
7372,síntomas,लक्षण,58
11364,jacob,याकूब,33
11697,se retiró,पीछे हट गया,30
11543,arcoíris,इंद्रधनुष,31
13432,cálculo,बॉयलरप्लेट,14
2278,cuco,कोयल,90
1419,acreditación,प्रत्यायन,63
2708,arcángel,प्रधान देवदूत,88
299,agrupado,बंडल,75
14421,cosa,चीज़,8
14088,aquí,यहाँ,5
12991,dallas,डलास,18
8141,reconocer,टोह,56
9146,fecha límite,समय सीमा,49
1087,cruz de caballo,स्कंध,82
1639,menstrual,मासिक,94
413,politeísmo,बहुदेववाद,100
3323,caballo pinto,चितकबरा,86
11511,crema,मलाई,31
11382,deshacerse,छुटकारा दिलाना,33
9040,formación,सरणी,48
8517,iris,आँख की पुतली,54
5673,módem,मोडम,69
4152,avanzada,चौकी,67
309,barcazas,नौकाओं,76
8879,séneca,सेनेका,51
2108,mitzvah,मिट्ज्वा,92
9021,laguna,लगुना,50
10263,knockear,नॉक आउट,41
13285,séptimo,सातवीं,15
1075,nene,मुन्ना,77
7207,lepágina,लेपेज,62
316,envase,कैनिंग,100
6356,vela,मोमबत्ती,61
13712,verifiable,निरीक्षण,8
1909,con entusiasmo,बेसब्री से,92
1841,recluso,कैदियों,88
1182,arn,अरन,96
6030,kant,कांत,70
14356,fuentes,सूत्रों का कहना है,6
8274,no muerto,मरे,55
5663,término,अंतिम स्टेशन,72
4981,incesto,कौटुम्बिक व्यभिचार,77
4563,cortacésped,घास काटने की मशीन,74
12862,salvaje,जंगली,20
5775,divisorios,विभाजक,66
10133,fraude,धोखा,42
14493,parece,प्रतीत,9
4818,saúl,शाऊल,77
3517,argyll,अर्गिल,60
74,eclipsing,ग्रहण लगा,38
10257,palma,हथेली,38
14193,aunque,यद्यपि,9
11634,bardo,चारण,30
1778,sheng,शेंग,93
5358,acosador,स्टॉकर,69
2419,plantaciones,प्लांटेशन,67
2879,resurgente,पुनस्र्त्थानशील,71
5395,arg,आर्ग,74
3748,resbaladizo,फिसलाऊ,83
10667,vector,वेक्टर,37
11402,sin anhelo,खाता खोले बिना पवेलियन,33
5336,loma,लोमा,74
2217,asimétrico,असममितीय,86
9987,marca comercial,ट्रेडमार्क,40
3067,implícitamente,उलझाव से,87
10384,retirar,निकालना,25
2411,nek,नेक,90
10007,hogán,होगन,43
2559,clorhídrico,हाइड्रोक्लोरिक,90
9137,sic,इस प्रकार से,49
1139,hoon,मैं हूं,96
4774,agrios,साइट्रस,78
4793,simetría,समरूपता,76
7402,introductorio,परिचयात्मक,62
9172,tulsa,तुलसा,49
2775,payasadas,हरकतों,86
7711,calmante,सुखदायक,59
3127,velo,आवरण,70
13250,tiddly,टिडली,16
2339,cyborg,साईबोर्ग,88
3262,ria,रिया,86
8544,pozo,वेलर,53
2302,psique,मानस,85
7041,gump,गंप,63
488,ipso,आईपीएसओ,99
12804,ojo,आंख,15
11687,tanteador,उपलब्धिः,30
10450,maleducado,अशिष्ट,38
6133,esther,एस्थर,69
10675,brent,ब्रेंट,38
13283,sydney,सिडनी,15
9792,deutsche,ड्यूश,44
3921,mfr,एमएफआर,83
3239,púlsar,पलसर,86
3749,ural,यूराल,84
10979,notación,नोटेशन,34
9602,sesenta,साठ,41
11990,desperdicio,बेकार,21
475,omite,को छोड़ देता है,44
10840,esteroide,स्टेरॉयड,35
6501,jericó,जेरिको,67
1133,ismo,वाद,88
2704,alerta,चेतावनी,27
9959,guirfield,गारफील्ड,43
4523,marathi,मराठी,79
13568,minnesota,मिनेसोटा,12
6215,bolo,एक प्रकार का खेल,57
12232,panamá,पनामा,26
6318,nalgas,नितंबों,66
7747,culminante,समापन,39
12747,amigo,दोस्त,13
7450,detención,कैद,60
7423,angelina,एंजेलीना,62
10845,fatigar,टकर,37
7047,latino,लातीनी,60
3017,cavidad,गुहा,87
12840,castaño,सुनहरा भूरा रंग,20
13930,durante,दौरान,7
13517,impreso,मुद्रित,11
10655,campañas,अभियान,13
1981,herbicida,शाक,89
7071,serio,बयाना,62
890,semántico,अर्थ,69
14365,hombres,पुरुषों,9
10848,carro,कर्र,37
13612,neto,जाल,12
5631,legibilidad,पठनीयता,52
1956,negociar,मोल तोल,57
3739,yat,यात,84
10961,dragones,ड्रेगन,17
7743,bosquejo,स्केच,51
3764,fennec,फेनक,84
2376,cerciorarse,पता लगाना,78
7783,rafael,रफएल,59
2872,elasticidad,लोच,73
9449,dom,डोम,47
10636,theodore,थियोडोर,38
2908,neonatal,नवजात,87
13209,júnior,जूनियर,15
2813,nostradamus,नास्रेदमस,88
986,liga,गेटिस,93
9125,de madera,लकड़ी का,49
8270,obsoleto,अप्रचलित,54
12700,blindado,बख़्तरबंद,21
3049,aura,आभा,87
5418,fisión,विखंडन,73
10051,hablado,बोली जाने,42
297,exponente,प्रतिपादक,88
11744,flota,बेड़ा,29
12482,democracia,जनतंत्र,23
6998,chupete,चूसने की मिठाई,62
7281,voltaje,वोल्टेज,60
4522,drenar,नाली,62
10776,imagina,कल्पना कीजिए,30
6188,sl,क्र,69
7642,preludio,प्रस्तावना,58
557,anaerobico,अवायवीय,99
1215,breche,ब्रेख्त,96
10557,sb,एसबी,39
1022,rescatistas,बचाव दल,96
13580,formal,औपचारिक,12
42,estatura,डील-डौल,100
9422,johannesburgo,जोहानसबर्ग,47
5691,testosterona,टेस्टोस्टेरोन,72
2892,azotado,मार पड़ी है,53
11539,sutil,सूक्ष्म,31
12704,senadores,सीनेटरों,13
2073,desinformación,दुष्प्रचार,92
7390,buen hombre,अच्छा आदमी,62
13248,pro,समर्थक,14
11142,lib,उदारीकरण,34
6875,caldera,बायलर,60
5491,jud,जमात,74
2170,cónsul,कौंसल,60
1328,apatía,उदासीनता,95
8065,segmentos,खंडों,32
13958,meses,महीने,10
9452,soberano,सार्वभौम,46
9729,diecinueve,उन्नीस,45
1784,alcantarilla,गंदा नाला,83
807,lancelot,लेंसलॉट,98
8090,del interior,समुद्र से दूर,42
8422,inesperado,अप्रत्याशित,54
6384,arbitrariamente,मनमाने ढंग से,68
11889,venezuela,वेनेजुएला,28
13112,capital,राजधानी,12
11975,puertas,गेट्स,20
5172,abuela,दादी मा,74
9242,armisticio,युद्धविराम,48
3250,bola,पिनबॉल,86
6352,lambda,लैम्ब्डा,68
9339,uganda,युगांडा,48
7314,malkin,मॉल्किन,62
2175,indefinido,अपरिभाषित,90
336,mestizo,मेस्तिजो,96
12877,superior,अपर,20
6430,cañutillo,तार से पुष्ट किया हुआ फ़ीता,66
13291,nación,राष्ट्र,7
9055,tormenta,आंधी तूफान,40
10037,percibido,महसूस किया,39
3672,más simple,सरलतम,84
12614,calgary,कैलगरी,22
12273,martes,मंगलवार,25
8362,rayas,धारियों,42
10581,bobet,बोबेट,38
798,porcelana,चीनी मिटटी,98
9630,morse,बकल,46
11551,patada inicial,शुरू करना,30
3715,lavavajillas,बर्तन साफ़ करने वाला,80
11798,creciente,बढ़ रही है,22
1233,diol,डियोल,93
11474,bebida,पीना,24
10901,falso,उल्लू बनाना,34
9289,za,ज़ा,48
7998,marimacho,बुच,57
9104,explosión,विस्फोटों,26
10416,princeton,प्रिंसटन,40
10170,junta,जून्टा,41
6530,inmediato,तत्पर,35
4168,vinagre,सिरका,82
10318,massa,मस्सा,40
11738,gregoriano,ग्रेगोरियन,30
5594,silueta,सिल्हूट,69
13775,irlanda,आयरलैंड,11
13663,louis,लुइस,12
4084,bola rápida,फास्टबॉल,81
9646,fuegos artificiales,आतिशबाजी,44
4077,barro,बियरिंग,79
2443,asigna,प्रदान करती है,12
6874,cilindros,सिलेंडर,40
8045,felicidad,परमानंद,56
14485,amable,दयालु,13
2417,grieta,चिंक,88
8202,querida,लाडले,55
13828,acerca de,के बारे में,5
11386,satori,साटन,33
6563,procurador,प्रोक्टर,67
5559,existencialismo,एग्ज़िस्टंत्सियनलिज़म,68
7296,balcanes,बलकान,52
11892,convenciones,कन्वेंशनों,12
9163,pretendiente,प्रेस्ली,49
4568,leonid,लियोनिद,79
14144,mercados,बाजार,12
13918,compartir,शेयर करना,6
11214,paleontología,जीवाश्म विज्ञान,34
10797,fbi,एफबीआई,38
9910,baja,बाजा,43
7497,voluntario,स्वैच्छिक,61
13165,torre,मीनार,15
985,wessel,वेसेल,97
14402,requerir,ज़रूरत होना,6
7082,yi,यी,63
7007,mantarraya,stingray,61
14254,sistema operativo,ओएस,26
1933,merodeador,लूटेरा,80
11418,espejo,आईना,30
2127,marianne,मैरियन,92
7840,monóxido,मोनोआक्साइड,59
3799,sarampión,खसरा,84
14375,capacidad,क्षमता,21
1173,nitroglicerina,नाइट्रोग्लिसरीन,78
7613,honorario,माननीय,60
8306,emparejado,बनती,20
13008,clave,पासवर्ड,18
2321,embriaguez,शराबीपन,71
3165,kea,केई,86
5525,retirada,पीछे हटते,32
7617,graso,मोटे,60
9923,rubí,माणिक,43
11043,traducir,अनुवाद करना,17
12663,alfarero,पॉटर,21
3024,lehr,लेहर,88
12965,cometa,धूमकेतु,18
7951,penúltimo,अंत से पहले,58
6893,tracks,रैकर,64
11467,de este modo,जिसके चलते,32
13913,ambos,दोनों,8
10994,derby,डर्बी,36
11818,además,के अतिरिक्त,26
3468,shropshire,श्रॉपशायर,86
2274,inexperiencia,अनुभव का हीनता,91
8236,zumbido,भनभनाना,54
11527,peaje,टोल,30
8283,fibrosis,फाइब्रोसिस,55
8747,patria,मातृभूमि,52
9149,montado,ग्रस्त,49
1074,añadido,संलग्न,69
6343,estrecheces,जलडमरूमध्य,41
7562,ponce,कुटना,61
504,arquitecturas,आर्किटेक्चर,15
6508,serbal,रोवाण,67
1563,de oceanía,औशेयनियन,95
5332,ejes,एक्सल,45
13205,tennesse,टेनेसी,16
11761,atlético,पुष्ट,13
8707,variación,उतार - चढ़ाव,38
2619,tomadores,खरीदार,61
1040,mss,एमएसएस,97
5331,punto muerto,गतिरोध,66
13868,gente,लोग,7
8429,cesta,टोकरी,52
11236,injustamente,गलत तरीके से,34
723,corso,कोर्सो,98
