ID,DEUTSCH,RUSSIAN,INTERVAL
14286,menge,количество,7
10399,elch,лось,41
3851,verkreuzung,сорван,70
10087,sturm,гейт,40
7578,amelia.,амелия,62
9321,cornwall,корнуолл,43
13768,selbst,сам,12
11730,äthiopien,эфиопия,30
6281,durchfall,диарея,70
4553,alai.,алай,80
12331,pete,пит,25
6786,lords,лорды,15
11503,tibet,тибет,32
3223,falun,фалунь,87
4928,hornh,родовой,78
2764,flaute,doldrums.,89
5684,verankerung,отшельница,73
11159,russ,равна,36
1660,karpfen,карп,83
10822,marilyn.,мэрилин,38
633,atocha,аточа,99
13257,sorgfältig,осторожно,7
3576,fliese,кафельная плитка,62
5602,dateiname,имя файла,72
7358,samt,бархат,62
14490,gedreht,перевернутый,9
5799,konservatismus,консерватизм,72
3526,mäusespeck,зефир,86
12709,aren,арен,22
10487,komposition,сочинение,28
5041,temperament,темперамент,70
1447,toiletten,туалеты,41
10762,ausrichten,расстановка,37
8046,hass,ненависть,58
2451,gelacht,рассмеялся,38
6807,orphic.,орфический,66
9515,pf.,пф,48
1183,margarine,маргарин,96
2382,rangoon,рангун,91
13382,db.,дб,15
10391,springen,прыгать,8
362,diskriminierend,дискриминатор,100
4110,atheist,атеист,64
11288,syrakus,сиракуз,34
8567,ghetto,гетто,52
314,windmesser,анемометр,100
11483,dauer,продолжительность,32
5269,kassandra,кассандра,75
2472,seitwärts,вбок,89
3786,rechteckig,прямоугольный,84
14084,bewegen,двигаться,8
656,sporadisch,спорадически,65
2603,verunglimpfen,разница,70
8033,funktional,функционал,20
3877,gleiten,скользить,71
13760,prix,приоритет,12
8727,batterie,bt.,53
12703,favorit,любимый,20
11501,zypern,кипр,32
6790,erbsen,горох,44
5620,kondor,кондорация,71
14120,ort,место,6
9335,auf halber strecke,наполовину,49
1214,lagerbier,лагер,95
9177,erdbeere,клубника,49
1874,viren,вирусы,93
9238,lionel,леул,50
2699,kristallin,кристаллический,89
8542,änderungen.,модификации,39
7466,nachlass,наследование,42
4496,holey.,ходью,80
2156,lecking,утечка,39
4234,tweed,твид,81
5145,dominica,доминика,76
12568,kreislauf,цикл,17
3167,ariadne,ариадна,87
12914,leser,читатель,9
9959,garfield,гарфилд,44
13667,nichts,ничего,12
4176,lanier,лэньер,82
13994,tage,дни,6
2516,anspielung,insuendo.,87
9249,blumen,цветы,32
9688,burger,бургер,45
4348,bason,базовый,81
669,anschwellen,опухать,67
5815,dengue.,денге,72
8452,wärter,дворник,55
5594,silhouette,силуэт,70
7129,zyan,циан,64
5369,gegenoffensive,контрнаступление,65
12578,libanesisch,ливанец,23
13458,vielleicht,может быть,14
2114,adriatisch,адриатики,92
7151,var,вар,63
3803,peripherie,периферия,83
10787,mittelalterlich,средневековый,38
10838,terminal,терминал,24
1835,topographie,топография,94
1907,kommunique,коммюнике,92
13834,hoch,вверх,6
1927,methanol,метанол,93
14220,ähnlich,похожий,11
12562,finnland,финляндия,23
7204,eastman,истман,63
13983,helfen,помощь,6
13090,neu zugewiesen,переназначен,18
2659,handlich,усердно,89
13371,berg,гора,12
12139,geist,дух,25
3216,nepalese,непальский,87
3249,klapper,заслонка,87
13020,zustimmung,соглашение,17
6679,abkürzungen,аббревиатура,41
5880,kohlenwasserstoff,углеводород,67
5822,heiraten,мы б,38
1854,capybara.,водосвинка,91
4203,schrott,ломка,52
10386,freeman,фриман,41
11842,am leben,живой,29
3715,geschirrspüler,посудомоечная машина,81
6670,brückenkopf,плацдарм,65
7663,radioaktiv,радиоактивность,60
5464,reaktor,реактор,69
9042,sandra.,сандра,51
12318,walter,уолтер,25
13771,schon fast,почти,12
6256,yin.,йин,70
3217,connaught.,connucate,87
13913,beide,оба,8
10125,sur,срез,43
14150,fähig,способный,6
14508,unterlagen,документы,12
13958,monate,месяцы,10
5228,arthritis,артрит,76
4876,zufällig,совпадающе,68
10548,ram,озу,22
388,wachtel,перепевать,98
609,aristokratisch,аристократизм,85
12201,leutnant,лейтенант,26
4182,brahms,брамс,78
4000,supermacht,супер сила,73
2637,wollwich,вульвич,89
14251,einmal,один раз,9
6704,dingo,динго,66
1154,morphin,морфин,62
4463,thextual.,текстовый,78
4274,oxidase,оксидаза,81
5452,kan.,кан,74
9783,falten,складывать,33
99,logie,логика,96
7221,probezeit,промежуток времени,62
3862,lustig,jolly,83
14272,kampagne,кампания,13
3265,nom,номин,82
11278,pr.,овладение,34
8431,schaufel.,сокрушитель,56
1087,withern,увядает,83
1366,krispin,криспин,96
8947,gelehrte,ученый,36
5502,lucan,лучан,74
13800,an,на,5
12136,bangladesch,бангладеш,27
6654,afro,афро,66
4318,psychiatrisch,психиатрический,81
7036,cu.,подушка,63
13662,verlust,потеря,10
9990,quantum,квантовый,44
8801,nickel,никель,51
1709,tannin,танин,94
2607,randle,рэндл,89
4413,airmobile.,авиакомпаний,81
5882,komprimiert,сжатый,44
1897,enttäuschen.,возникающий,93
7074,mormonen,мормоны,31
10226,exklusiv,эксклюзивный,22
9260,lafayette,лафайетт,50
3612,lautmalerei,ономатопея,85
10135,versailles.,версаль,43
9551,dalai.,далай,48
11581,roosevelt,руозвельт,32
14446,lassen,позволять,9
8931,kindheit,детство,52
1337,gerechtigkeit,праведность,93
3647,jinging,jing.,85
4861,sudanesisch,суданцы,78
13600,peter,питер,12
8568,fowler,фаулер,55
5867,transcontinental.,трансконтинентальный,72
3156,priestertum,священство,88
12719,wiederkehrend,повторение,21
3060,eckig,угловой,88
8349,langley.,лэнгли.,56
10533,schnittstelle,интерфейс,38
10745,kongress-,конгресса,38
10080,cliff,утес,40
9833,alamo,аламо,42
12528,holz,древесина,19
12279,bereit,готовый,16
13923,netzwerk,сеть,8
7205,sanitäre hygiene.,санитария,60
3867,neulinge,первокурсники,84
286,gillies,джиллис,88
1258,vorausdeutung,предвещать,85
338,yon,йон,100
13573,häufig,довольно часто,13
4302,isolierung,изоляция,65
4193,anstriche,вычеркивание,39
3,amorph,аморфный,100
1582,docklands.,домена,94
4905,kondensator,конденсатор,75
6299,bewohnt,обитаемый,37
14452,führend,ведущий,7
7619,magisch,магический,22
6931,trennung,сегрегация,60
9966,fortsetzen,резюме,29
10824,rasierer,бритва,38
618,lukrativ,прибыльный,99
13831,sie,они,6
754,dissoziativ,диссоциативность,85
8527,kreaturen,существа,46
7079,mirza,мирза,64
6309,archimean,архимедный,69
5187,kreml,кремль,76
11533,neugierig,любопытный,32
7059,diplomatie,дипломатия,64
5435,reut,regt.,75
1697,kalligraphie,каллиграфия,94
10420,dwight,днуйт,40
4138,allmächtig,всеобъемлющий,82
8401,kurdisch,курдский,56
10943,grade,градусы,23
9012,rutsch,размышлять,52
9248,erfindung,изобретение,30
7229,kinetisch,кинетика,59
1390,paraguaya,парагуаян,90
14322,gespräche,разговоры,5
7801,patricia,патриция,60
4392,aquarium,аквариум,80
11222,österreichisch,австрийский,34
4352,palma.,палма,81
13677,duplikat,дублировать,11
7692,unkraut,сорняк,57
8968,schlafen,спать,16
2967,maskiert,замаскированный,38
4355,logisch,логически,25
11607,lama,лама,31
2638,bogenschützen,лучники,57
11862,header,заголовок,9
12682,verkauft,продано,22
4120,kass,касс,82
13063,polen,польша,18
11977,unvollständig,неполный,27
11995,rückseite,задний,28
1715,cora,корена,94
5258,enthusiastisch,энтузиазма,39
6415,lachen,смех,69
7208,affekte,влияние,9
2646,trilobite,трилобит,89
11665,mason,мейсон,29
7730,vermittler,перехватчик,55
13671,nördlich,северный,12
10084,hypothese,гипотеза,43
10994,derby,дерби,37
11575,organisation,организация,21
10708,zepter,скипетр,38
1615,moray,моресь,94
1375,minotaur,минотавр,96
7054,überzeugt.,убедить,49
13538,einhaltung,согласие,13
6527,akademiker,академики,19
6229,heroisch,героический,59
12410,wright,оручитель,24
1780,kraftvoll,энергично,65
3792,turnieren.,тьюринг,84
11582,tyler,тайлер,32
4869,fragment,фрагмент,47
3589,motorräder,мотоциклы,25
10830,hersteller,производители,20
13331,meistens,как правило,13
12079,garten,сад,22
5368,kaukasisch,кавказский,74
591,septuagint,септуагинт,99
8774,freud,фрейд,53
6978,darcy,дарси,65
13736,republik,республика,12
7020,amman,амман,64
12628,elisabeth,элизабет,22
1442,dreizack,трезубец,91
8901,zahn,зуб,50
13041,übereinstimmen,вполне,18
13083,zeichnen,рисовать,14
9570,landwirte,фермеры,38
9320,freude,радость,47
2965,windhund,борзейт,69
3038,thymian,тимьян,88
9051,euthanasie,эвтаназия,51
2539,mesozoic.,мезозой,90
14294,auto,машина,9
12859,josh,джош,20
6580,ramon,рамон,67
10419,fußnote,сноска,30
11180,breite,ширина,35
13786,andernfalls,иначе,11
7913,saiten,строки,29
11113,algerien,алжир,36
12316,jäger,охотник,23
9087,entspricht,соответствует,25
11494,shalom,шарнир,32
6446,angewiesen,обращение,68
834,büstenhalter,лифчик,95
7351,leuchtenden,сияющий,50
11688,pa,парин,27
1145,mikrobiologie,микробиология,94
12394,wohingegen,в то время как,25
3520,chevron,шеврон,85
7736,resonanz,резонанс,56
12522,irreführend,вводящий в заблуждение,23
1136,tausendfüßler,сороконожка,96
9568,arkade,аркада,47
550,sumatran,суматран,99
2165,elektrophorese.,электрофорез,91
387,renoir,ренуар,100
6558,disziplinär,дисциплинарный,68
12503,held,герой,19
10246,halloween,хэллоуин,42
12531,malo.,мало,23
10772,aztekisch,ацтец,37
13327,bewegung,движение,14
11344,arsch,жопа,33
13266,griechisch,греческий,15
6179,zentralprozessor,цпу,66
8262,nickelodeon,никелодеон,57
14379,seite,сторона,10
4150,renoviert,ремонт,58
2469,großgeschrieben,капитализированный,69
3740,deponie,свалки,84
11426,trojaner,троян,22
7827,disneyland,диснейленд,60
12986,alternative,альтернатива,8
3506,radix,редикс,86
10716,instanzen,экземпляры,21
11504,neunzehnten,девятнадцатый,32
12840,auburn,увлекать,20
266,nachsichtig,лениент,96
3411,polyester,полиэстер,84
12757,jerry,джерри,21
600,nachthemd,ночная рубашка,99
12991,dallas,даллас,19
13789,prost,ваше здоровье,11
12020,salvador,сальвадор,28
1561,einsiedelei,эрмитаж,95
8146,unterwegs,протягиваний,58
