ID,DEUTSCH,PORTUGAIS,INTERVAL
4107,slugger,lançador no beisebol,81
9276,spritzen,splash.,53
8124,marihuana,maconha,62
6891,kläffen,yap.,69
7284,tanker,petroleiro,58
10957,ringe,argolas,21
934,kreuzigung,crucificação,98
14429,preis,preço,22
6043,taoismus,taoísmo,75
706,flosig,à tona,99
7746,aussprache,pronúncia,62
11344,arsch,bunda,37
481,einklang,uníssono,99
10432,monarchie,monarquia,44
3678,bekanntheit,notoriedade,87
118,unternehmerschaft,empreendedorismo.,100
12142,flucht,escapar,26
11001,feder,fe,41
2499,unterkühlung,hipotermia,92
12670,pixel,píxeis,25
6378,hälften,metades,64
14245,zusätzlich,adicional,7
6650,verwendbar,utilizável,68
7579,gebogen,dobrado,64
10817,frequenz,frequência,39
13715,schmied,smith.,14
6959,lackierung,libré,67
4725,krach,kr.,77
9463,kocher,coe.,52
6897,ensemble,conjunto,65
809,unvergleichlich,inigualável,99
1846,schafferechte,techquiador.,95
3017,hohlraum,cavidade,89
9319,studieren,endossar,35
10927,plastik,plástico,39
9562,gehalt,salário,47
656,sporadisch,esporadicamente,69
7049,soße,molho,67
1302,sonnenbrand,queimadura de sol,95
14092,operationen,operações,7
12708,gießen,fundida,23
719,verdünner,mais fino,99
12422,komisch,engraçado,29
1078,anrufen,callum.,97
13411,brücke,ponte,16
5684,verankerung,ancora,77
2007,phosphorisch,fosfórico,88
6529,übernehmen,contenda,39
11951,volkszählung,censo,33
4940,steuerberater,taxman,80
3692,transkription,transcrição,57
6783,marken,marques.,62
2348,sollte nicht,não deveria,93
7568,wo auch immer,onde quer que,65
10586,wann immer,sempre que,44
13206,bestimmen,determinar,11
13208,strahl,raio,19
152,tunika,túnica,81
6646,spielerisch,viável,71
13423,früher,mais cedo,17
1044,ungesund,pouco saudável,97
6341,ehefrauen,esposas,73
7038,skies,céus,31
7154,unmittelbar bevorstehend,iminente,66
707,slone,soldado,99
12672,zwölf,doze,26
8348,unbegründet,insubstanciado,60
13285,siebte,sétimo,19
179,repatriierung,repatriamento,84
3310,summarisch,sumariamente,88
7328,zufriedenheit,satisfação,66
254,permutationen,permutações.,85
27,hemmen,inibir,65
4142,dunkler,mais escura,84
4379,beschleunigen,acelerar,38
3498,kenntnisse,competência,77
12720,pferd,cavalo,22
4857,skiff,esquife,78
7622,missbräuchlich,impróprio,64
7943,zunge,língua,60
13783,verwechslung,confusão,11
14383,vorschlag,proposta,11
4386,beleuchtet,iluminado,63
5482,brandstiftung,incêndio culposo,77
6888,leukämie,leucemia,69
2619,abnehmer,takers.,65
9018,in auftrag,encomendado,22
2746,abschiebung,deportação,67
10326,am nächsten,mais próximo,46
3259,übermäßig,excessivamente,37
9506,schwere,gravidade,52
8425,scheune,celeiro,59
7709,hydraulisch,hidráulico,58
2468,gezüchtet,fated.,42
4146,päpstlich,papal,84
13228,gebunden,amarrado,12
8759,stürmer,atacante,45
5748,kubismus,cubismo,76
1109,rosikrucianer.,rosicruz,97
13883,systeme,sistemas,10
3705,wahnsinnige,maníacos,51
1491,wahrheitsgemäß,vitidez,96
12301,scan,varredura,22
3075,mythisch,mítico,88
9733,mond-,lunar,50
12833,stahl,aço,23
6734,damaskus,damasco,70
464,wachung,empunhando,87
12214,korrekturen,correções,10
8134,kanzler,chanceler,61
13662,verlust,perda,12
9808,schuld,dívida,46
4024,spalten,clivar.,77
14061,setzen,colocar,10
11300,psychisch,mental,34
13477,philadelphia,filadélfia,17
5085,brandy,conhaque,80
14510,wirksam,eficaz,12
12728,fuhrmann,carter.,25
9906,hat nicht,didnt.,49
11040,walisisch,galês,40
13618,plaudern,bater papo,15
5780,libelle,libélula,76
4557,parieren,desviar-se,80
10563,verstopfung,entupimento,41
9261,degradierung,degradação,47
6433,reiniger,limpador,68
6130,neffe,sobrinho,70
3384,unvereinbar,incompatível,83
12275,mord,assassinato,24
9601,überschneidung,interseção,46
11104,schrittweise,gradualmente,38
6695,präambel,preâmbulo,70
50,auszeichnungen,acoladas.,90
3200,einlustig,infligindo.,56
12230,hüfte,quadril,30
13687,schlecht,mau,14
6365,myrte,murta,73
1425,synthesizer,sintetizador,46
1687,unvorbereitet,despreparado,95
10399,elch,alce,45
10962,statisch,estático,40
4286,heidentum,paganismo,69
10090,nachgeben,desistir,47
7076,rinde,latido,62
11684,beine,pernas,22
9270,karotte,cenoura,53
3781,tiefen,mais profundo,87
5869,basilikum,manjericão,75
13810,es,isto,5
11546,donner,trovão,35
6780,vorarbeiter,capataz,70
5830,verschluss,culatra,61
5214,reichlich,amplo,79
13908,ihr,dela,11
5665,mama,mamãe.,45
1244,freaking.,enlouquecimento,33
5541,schiefer,ardósia,59
10948,warschau,varsóvia,41
8984,rekrutieren,recrutar,27
5652,entzündet,ígneo,77
4858,insoft.,no alto de,81
3177,husten,tosse,83
10939,strang,hank.,37
5564,schattig,shady.,77
5661,bogenschießen,tiro com arco,77
3607,bh,sutiã,80
1739,sternenlicht,luz das estrelas,93
10569,münchen,munique,44
2278,kuckuck,cuco,92
13686,themen,questões,9
3351,klecks,blob.,87
587,schwach,fraco,99
14432,versicherung,seguro,17
9962,toilette,banheiro,49
1978,perfe.,peart.,94
11241,wütend,nervoso,38
2755,lust,luxúria,87
11834,unzureichend,inadequado,32
1281,lebendig,vívido,95
13334,hacke,ho.,19
13519,benne,ben.,16
2592,überarbeitet,retrabalhado,66
5116,keim,comp,79
8203,grönland,groenlândia,62
12984,österreich,áustria,23
8376,zuversichtlich,confiante,37
1369,nicht markiert,sem marcas,97
7279,pflanzig,prev.,67
3677,lächerlich,risível,86
14340,abgelehnt,recusou,17
4532,erinnern.,comemorando,33
10307,piepen,poe.,46
1465,der reihe nach,seqüencialmente,69
9290,füttern,alimentação,44
1058,eifer,zelo,97
9758,organisatorisch,organizacional,50
3057,kakungsstock,cartolina,90
10248,feindlich,hostil,36
5999,grunzen,grunhido,73
10186,milzbrand,antraz,47
1543,verzichten,abster-se,83
11251,zwerg,anão,37
10943,grade,graus,27
4215,archäologisch,arqueológico,35
748,apnoe,apnéia,99
5188,immergrün,evergreen,79
8570,schatter,sável,59
2827,würgend,sufocando,72
3252,ansässig,considerável,89
2017,gekritzel,doodle,92
9541,tat nicht,não faz,52
8877,abwasser,esgoto,57
11101,rein,puro,33
5744,unerfahren,inexperiente,76
9062,flasche,garrafa,44
6324,hellenisch,helênico,43
4592,weh,machuca,38
644,kelte,celt.,88
9103,kalium,potássio,55
3364,glargen,gritante,79
7994,suez,suev.,62
2434,bieter,licitante,88
599,pfui,eca,99
4986,kakao,cacau,80
12075,wirklichkeit,realidade,31
4002,fahndung,manhunt.,84
12936,hafen,porta,22
13461,kürzer,mais curta,17
10357,armenisch,armênio,42
5837,kapsel,cápsula,64
1304,holzbearbeitung,carpintaria,88
826,vermieter,senhorio,93
10604,einkaufen,shopping,28
11389,anmeldung,conecte-se,38
14491,kaufen,comprar,30
13259,index,índice,19
12092,inaktiviert,inativado,30
8561,treu,leal,59
13108,führer,líder,14
14124,berichte,relatórios,5
9634,telen,tel.,51
10341,telekommunikation,telecomunicações.,34
13469,ermöglichen,permitir,11
905,kultiviert,cultivado,68
9768,spannungen,tensões,38
2266,landsmann,compatriota,88
2426,lowman,homem baixo,93
3773,vielseitig,versátil,79
10766,beton,concreto,42
3380,wissentlich,conscientemente,88
8693,verbrannt,queimado,58
4189,feium,fleury,84
6885,bubyer,bowyer.,69
14044,preise,cotações,8
3188,handler,manipulador,83
4798,scherkt,corte,31
13138,trete,chute,15
5967,argon,argônio,75
11140,belastung,carga,26
4994,powerhouse,casa de força,74
11979,dämmert,dólares.,24
11047,libyen,líbia,40
4267,geschoss,storey.,75
3389,ölen,óleos.,19
12904,jungfer,solteirona,24
6,stolpern,tropeçar,61
14226,frei,livre,6
12242,konzept,conceito,27
2175,nicht definiert,indefinido,93
14212,gebühren,cobranças,18
14180,juli,julho,7
9793,funke,fagulha,35
2312,hämmern,batendo,36
11647,vorabend,véspera,35
361,fußstapfen,passos,99
12972,feind,inimigo,21
5515,inserat,advertir,64
6388,waschen,lavagem,47
4889,autorisiert,autorizado,69
251,taumeln,caindo,74
4302,isolierung,isolamento,69
2753,ork,orc.,83
7288,rückstau,tailback.,64
8319,salbei,sábio,60
10505,chip,lasca,33
11062,serbisch,sérvio,40
4422,unfähig,incapaz,82
3578,theoretiker,teórico,61
9411,matte,esteira,41
11028,beben,terremoto,39
10791,vierzehn,quatorze,42
4697,gelächte,schultz.,81
2098,schwarzes wasser,água preta,94
2378,armband,pulseira,87
3986,werwolf,lobisomem,85
10700,zugeschnitten,cortada,30
3647,jinging,jing.,87
13365,orange,laranja,18
7077,skandale,escândalo,30
12424,mitternacht,meia-noite,29
2710,ausverkaufen,liquidado,88
11716,gleis,gl.,35
4926,stich,pungente,80
2080,knoblauch,alho,94
779,unversehrt,incólume,99
11286,neigen,tratar,31
3799,masern,sarampo,87
6884,kunststück,façanha,62
14144,märkte,mercados,15
12029,verbietet.,proíbe,19
9782,steht aus,pendente,50
13400,werdegang,carreira,17
12616,währung,moeda,26
5875,wahrscheinlichkeit,probabilidade,75
7357,bremsen,freios,41
14010,gehen,ir,8
13005,arzneimittel,medicamento,20
12192,schreiber,escriba,31
13702,gewinner,vencedora,12
6238,erholsam,recreação,35
13408,letztlich,eventualmente,17
1267,akkumulieren,acumular,49
13359,zitiert,citado,8
1488,geschichtsschreibung,historiografia,95
8697,bullshit.,besteira,58
2677,agrar,agrário,88
13693,liebe,amar,13
2524,tyrann,tirano,87
6593,slum,favela,69
11703,säule,coluna,31
11849,gaffell,cornell.,34
9347,exil,exílio,46
7192,anstand,decência,67
8795,niere,rim,56
4440,unberührt,intocado,67
2881,juba,júba.,90
7946,großhandel,atacado,62
10104,treffer,ct.,45
4880,zum scheitern verurteilt,condenado,47
2372,briefkasten,caixa de correio,90
11155,abenteuer,aventuras,30
5588,phasenlos,faseado,29
12937,reicht aus,suficiente,19
362,diskriminierend,discriminatório,100
684,schiedsrichter,referência,26
10814,verdammt,droga,38
10816,hemisphäre,hemisfério,41
8814,sawyer,serrador,57
10346,gewächshaus,estufa,45
8104,bilde,fotos,39
1577,zwischenmenschlich,interpessoal,95
6179,zentralprozessor,cpu,70
2072,kelch,cálice,93
959,tapferkeit,valentia,98
8611,bohren,furar,46
12054,puppen,fantoches.,27
3639,rostfrei,inoxidável,87
2482,lavendel,lavanda,92
5565,ouvertüre,abertura,74
3194,gewebe,tecidos,53
7821,kabale,cabala,62
4144,breitend,mais ampla,84
6689,verkleidung,disfarce,50
5914,überschuss,excedente,75
9504,eruption,erupção,40
3279,darin,lá no,88
2526,hassisch,hasidic.,89
520,unberücksichtigt,desacontável,95
6642,steinig,stony.,71
3486,angereichert,enriquecido,72
815,ausschnitt,decote,88
13072,welle,aceno,19
4922,heben,hove.,81
14039,jedoch,no entanto,6
4905,kondensator,capacitor,79
2708,erzengel,arcanjo,90
10292,benutzerbild,avatar.,46
6368,prise,progrer.,73
14430,bindung,ligação,24
1684,sonnenfleck,mancha solar,93
4616,lat,latembro,81
17,fanatik,fanáticos,68
14179,verdienste,ganhos,17
11398,lupine,tremoço,38
10211,krabbe,caranguejo,46
145,parabel,parábola,100
11111,bildbeschriftung,rubrica,36
11172,reiten,cavalgando,27
13563,gebaut,construído,16
9073,umbenennen,renomear,25
14271,wirklich,realmente,11
2895,nekrophilie,necrofilia,90
5589,brühe,fermentação,46
410,popel,booger.,99
490,zivil,civ.,99
3002,werkzeugkasten,caixa de ferramentas,90
8275,windmühle,moinho de vento,60
12433,türkisch,turco,29
8702,sturz,derrubar,56
4457,fingerabdruck,impressão digital,66
2953,geschnitten,fatiado,60
3682,feuerstein,firestone.,87
12551,weihnachten,natal,27
12764,am schlimmsten,pior,25
1735,beheben,retificar,70
6898,geister,fantasmas.,35
7191,nutte,prostituta,66
4786,tryptophan.,triptofano,81
14007,zunahme,aumentar,15
4124,genuss,indulgência,70
14046,wenig,pequeno,12
6438,schacher,verificador,55
418,sitze,sher.,100
12340,muhammad,maomé,29
3748,rutschig,escorregadio,86
2795,brombeere,amora,91
487,übertreibung,exagero,64
3807,brennen,queimar,87
9781,dreieckig,triangular,50
11831,grundsätzlich gilt,basicamente,18
14439,über,através da,11
6755,günstig,favorável,33
5110,hindernis,obstáculo,65
13164,rolle,função,19
7802,zyklonikum,ciclônico,12
9703,schrei,gritar,41
10146,botschafter,embaixador,44
6176,sirup,xarope,73
11252,zugeschrieben,atribuído,17
1199,eintopf,ensopado,90
6505,zyklisch,cíclico,70
8815,vorderseite,anverso,57
11768,abraham,abraão,35
10638,jünger,mais jovem,43
5530,klappentext,blurb.,75
11017,rabe,raven,31
6220,fausthandschuh,mitt.,72
3649,schauspiel,espetáculo,81
14434,erfordert,requer,7
5781,folge leisten,obedecer,66
3507,pjöngjang,pyongyang.,88
12771,tier,animal,15
2757,lox,salmão defumado,91
8670,ist nicht,não é,58
14438,gestartet,iniciado,8
7822,offenbarung,revelação,52
14172,code,código,15
9404,trumpf,trunfo,50
10189,gesetzgebung,legislação,28
13838,neu,novo,7
10108,einsam,solitário,41
6672,vorherrschaft,supremacia,71
1539,mit einem magnon,magnon.,96
12355,luftfahrt,aviação,29
13514,meilen,milhas,14
1265,neunziger jahre,anos noventa,57
3450,fusszeile,rodapé,85
13960,bericht,relatório,5
7335,alten,idoso,66
4308,sanft,□ gentil,82
11351,weit verbreitet,difundido,38
5552,sistinisch,sistine.,77
12430,szene,cena,25
7374,roggen,centeio,66
3797,kolibri,beija flor,85
7965,verwelken,wilt.,62
4207,kompensieren,compensar,46
9195,schiffe,embarcações,43
1261,spott,ridículo,37
4952,slawisch,eslavo,80
11132,stand,ficou,39
7850,grausamkeiten,atrocidades,59
4701,bügel,bosh.,82
11030,vorläufige,preliminares,40
13732,niedrig,baixo,13
13793,zu,para,5
9374,türken,turcos,45
6091,slug,lesma,57
1026,rüben,beterraba,95
7146,seicht,raso,66
6759,fruchtfleisch,polpa,70
9752,gesungen,cantado,50
1790,einkräftig,cirl.,95
10298,wissenschaftler,cientistas,36
4373,methodik,metodologia,75
12630,einrichtung,instalação,22
8996,flüstern,sussurrar,36
3026,tribünen,bleachers.,87
1909,eifrig,ansiosamente,94
14468,will,quer,6
10342,dänisch,dinamarquês,46
10757,messgerät,medidor,41
2239,schlachthof,matadouro,93
12999,unbekannt,desconhecido,22
5177,kain,caim,79
8222,hunne,huno,56
13082,administrator,admin.,21
6330,unordnung,desordem,56
1418,raritäten,raridades,81
10775,zugehörigkeit,afiliação,10
1414,verpflichten,cater.,73
11523,tunesien,tunísia,37
777,verstört,perturbado,99
4346,maifeiertag,socorro,84
935,hartholz,hardwood,97
12583,grube,opor,20
13063,polen,polônia,22
10370,anzeige,propaganda,8
5649,hupen,honk.,75
6643,verschwinden,desaparecer,38
10537,zweitens,em segundo lugar,44
1453,trost,consolo,96
8309,katalog,catálogo,57
8737,abweichen,depreciativo,58
6301,schwindlig,tonto,69
4170,stulpe,manopla,84
6661,hämophilie,hemofilia,71
6976,neigung,inclinação,57
9174,herzliche glückwünsche,parabéns,47
9306,polizisten,policiais,54
2961,vorfahr,antepassado,71
428,tunesische,tunisiano,98
5285,schintoismus,xintoísmo,79
12931,zimmer,sala,22
10786,diener,mordomo,42
10735,profanität,profanidade,32
6948,orakel,oráculo,68
7530,vorteilhaft,benéfico,64
11987,autobahn,rodovia,28
6863,im idealfall,idealmente,39
12876,größte,o melhor,24
13571,verschiedene,vários,16
13740,gemeinsam,comum,12
25,ameisen,formigas.,42
4883,oh nein,ono.,81
2282,staffelung,cambaleando,79
7800,amtszeit,posse,62
7443,traktieren,trato,63
9425,siebzehn,dezessete,53
9178,segelt,navegou,34
1257,dicker,mais espesso,97
7048,stamm,tronco,61
10790,veraltet,desatualizado,42
10860,jungfrau,virgem,38
8084,freimaurer,maçonaria,62
13565,füllen,preencher,13
2928,zivilfrei,civilmente,90
9085,esp,espanto,55
2137,motorisiert,motorizado,94
2625,krönung,coroação,64
13332,sachen,material,19
12104,arabien,arábia,32
5861,hyperaktivität,hiperatividade,73
4089,klebrig,pegajoso,85
10045,sprecher,porta-voz,48
12185,hop,saltar,30
3233,nuklein,nucleico,89
13695,ehemalige,antigo,14
9885,gesang,vocais,38
9361,yak,iaque,53
13506,e-mail,correspondência,16
5340,broschüre,panfleto,68
9016,orchester,orquestra,55
552,nicht aufgeteilt,desinlinvente.,95
4007,verwüstet,devastado,80
7873,täter,perpetradores,49
9553,brüssel,bruxelas,51
1258,vorausdeutung,prenunciando,87
4781,sibirien,sibéria,81
8933,teamkollegen,companheiros de equipe.,34
11422,schach,xadrez,38
1750,rechteck,retângulo,93
10911,hunde,cães,10
904,modus,modo,98
6032,bezeichnet,assinada,48
11343,erneut veröffentlichen,reabastecer,38
3320,sendungen,remessas,69
13111,q,q.,21
2603,verunglimpfen,disparar,74
13067,bruder,irmão,15
1653,gnadenlos,impiedosamente,95
13484,ab,abl.,16
5241,ablösend,dissipação,21
2733,installation,encanamento,85
10783,suchend,buscando,28
6340,neuheit,novidade,70
13847,unternehmen,empresa,10
702,leckerbissen,petisco,89
1839,versteift,endurecido,90
14165,stadt,cidade,9
10643,spinnen,girou,43
10963,briefmarke,carimbo,35
12272,papst,papa,29
10438,äh,hum,45
11112,greif,griffin.,39
12360,schnee,neve,29
11611,gegenteil,contrário,36
8201,botanik,botânica,62
13036,geworfen,jogou,22
9746,verzweifelt,desesperado,41
13770,genügend,o suficiente,13
14176,sehen,olhar,5
4536,hypothetisch,hipotético,80
8171,bakterien,bactérias,62
6872,ableben,demise,69
86,pflug,arado,89
12074,skript,roteiro,29
11710,klassisch,clássico,21
4371,nachteil,desvantagem,70
11238,festnahme,prender prisão,21
14244,bedeutet,significa,10
426,kirchturm,campanário,100
4246,schüttler,misturadores,76
5375,geopfert,sacrificado,72
509,undatiert,sem data,99
10841,wein,vinho,40
1777,eifersucht,ciúmes,92
626,wirbellos,invertebrado.,99
6240,geographisches positionierungs system,gps,17
13859,zeit,tempo,6
2243,quatsch,quoth,93
8234,gelehnt,inclinando-se,48
13018,samstag,sábado,22
3291,störsicher,censurável,88
1659,raucher,fumante,83
13881,gebraucht,usado,5
1236,spezifikationen,especificações.,66
1621,polystyrol,poliestireno,95
8066,folgte,seguiu-se,34
3612,lautmalerei,onomatopéia,87
3653,ordentlich,ordenadamente,87
13827,würde,seria,5
2320,baseline,linha de base,90
14150,fähig,capaz,6
83,besudeln,manchar,99
8997,schüren,stoke.,48
10768,saat,sementes.,16
12271,aufgelöst,dissolver,29
11862,header,cabeçalho,11
10533,schnittstelle,interface,42
13738,jammer,jim.,14
1359,dahlie,dália,97
9316,ausschließlich,excluindo,37
278,messegelände,fairgrounds.,99
5709,irrtum,falácia,66
10952,bekanntmachung,anúncio,14
992,glanz,lustro,88
494,nachttime.,período noturno,99
3961,moronen,idiotas,53
14474,ausbildung,treinamento,12
10458,einspruch,objeção,14
8452,wärter,yarter.,60
13515,kerl,cara,14
3846,lizenzgeber,licenciante,87
9344,rasen,grama,52
12943,deren,de quem,23
8257,tierwelt,animais selvagens,61
13448,sich,eles mesmos,17
2295,übergespielt,outplayed.,91
13889,durch,através,10
12528,holz,madeira,22
3473,bobfahre,bobsleigh,88
8810,polig,pol.,57
2261,strahlend,radiante,93
9883,festung,fortaleza,47
10339,einnahmen,receita,42
14178,europäisch,europeu,12
7874,milliardäre,bilionários,61
245,verwalten,administrador,55
9817,magier,bruxo,36
13857,nach,depois,6
8966,hingebungsvoll,dedicado,46
734,ungenügend,insatisfatório,99
1673,vertraut machen,familiarizar,91
3953,baskenmütze,boina,75
1713,delistiert,delistado,91
2902,grapefruit,toranja,90
3860,nachwuchs,descendência,86
13495,sich ausruhen,descanso,16
4637,dystrophie,distrofia,82
9169,bitter,amargo,53
10514,gekauft,comprado,30
6037,konzour,concourse,74
5170,provozieren,provocar,54
7795,ethyl,etilo,63
4401,cheeseburger,x-burger,83
8039,sonnig,ensolarado,45
13351,see,lago,17
8918,verpflichtend,obrigatoriedade,56
8327,orientierung,orientação,36
11990,abfall,desperdício,26
13824,mehr,mais,5
9039,renatement,correção,52
2107,kreuzfeuer,fogo cruzado,94
10919,kuss,beijo,38
9297,wohltätigkeit,caridade,50
5962,wieder einsetzen,restabelecer,46
11851,verbrechen,crimes.,19
3663,drogenfahndung,dea.,86
450,frager,oitador,100
12711,bus,ônibus,24
2332,billion,trilhão,91
3478,begleiter,companheiros,57
11999,ehe,casado,31
6383,säubern,purga,63
11299,schuldig,culpado,38
13201,geliehen,emprestado,20
7705,siedler,colonos,60
