ID,DEUTSCH,ARABE,INTERVAL
8613,hörensagen,سماع,54
6859,beschäftigt,توظف,21
9304,lachs,سمك السالمون,49
11735,ta.,تا,30
6217,reiter,الفروسية,66
12371,aaron,هارون,25
7116,büste,الكساد,50
6973,tahiti,تاهيتي,65
11750,ägyptisch,مصرية,28
3828,federnd,نطاط,84
8055,griff,كولتر,59
13648,notwendig,بالضرورة,12
10970,verschiedenes,متفرقات,37
729,kuscheln,cussing.,94
13628,pole,عمود,12
13802,mit,مع,5
4943,unfug,الأذى,77
9172,tulsa,تولسا,51
3667,sanktion,عقوبة,14
782,hengst,فحل الخيل,91
1399,potenz,فاعلية,95
4370,authentizität,أصالة,52
8945,trolle,المتصيدون,27
10962,statisch,ثابتة,37
11275,nominierte,المرشحين,31
11207,joan,جوان,35
5489,zuschlagen,نصوص,66
2279,kreolisch,كريول,91
2663,platonisch,أفلاطوني,88
6464,versteigerung,مزاد علني,60
6885,bubyer,البوير,66
8551,plasma,بلازما,55
3156,priestertum,كهنوت,88
1609,ungleichheit,التباين,28
4672,manuskripte,مخطوطات,61
10797,fbi,مكتب التحقيقات الفدرالي,38
4077,bereifer,بينير,80
13953,zurück,خلف,7
3752,wanderer,متسكع,82
1337,gerechtigkeit,نزاهه,93
12262,raiders,غزاة,25
3205,hap,هاب,86
5629,shiite.,شيعي,74
4849,diaspora,الشتات,78
2086,flink,رشيق,92
1054,teng.,تنغ,96
11453,wyoming,وايومنغ,33
6917,vingelt,فين,66
3318,einbehalten.,حجب,87
4718,feuchtigkeit,رطوبة,79
11707,parallel,موازى,27
10902,boykott,مقاطعة,35
10850,kit,عدة,36
7812,smithers,سميثرز,60
2284,ballista,منجنيق,91
2564,salma,سلمى,90
10736,annie,آني,38
14156,international,دولي,9
3566,vorlesung,محاضرة,60
1681,pädiatrie,طب الأطفال,92
13256,victoria.,فيكتوريا,16
5205,medley.,ميدلي,73
9090,schockiert,صدمت,24
2749,rainer,راينر,89
4155,viper,الافعى,67
5644,walzer,الفالتز,68
4386,beleuchtet,مضيئة,60
10644,kirsche,كرز,39
13846,aber,لكن,5
3760,prüfungen,الامتحانات,64
10170,junta,المجلس العسكري,42
13100,guatemala,غواتيمالا,18
6055,karren,رابية,70
4502,raumschiff,المركبة الفضائية,80
10437,friedlich,امن,14
5745,wiedereröffnet,أعيد فتحه,62
6191,heh,هه,70
11449,gareth,غاريث,33
11444,coulthard,كولثرارد,33
1359,dahlie,الضحلة,96
2451,gelacht,ضحك,38
2841,cocker,دلل,87
3804,aspirin,أسبرين,84
10415,juliet.,جولي,41
13043,verdient,حصل,14
11073,pfeil,سهم,32
4863,jocke,جوك,76
1528,blase,مثانة,95
9816,thriller,القصة المثيرة,45
11097,felsig,صخري,29
2805,härter,أشد,89
3066,horner,هورنر,88
4589,invertiert,معكوسة,68
11766,glücklich,سعيد الحظ,30
5204,millionär,مليونير,60
13013,mode,موضه,17
7445,manifest,بيان البيان,62
7058,yen,ين,65
12983,billy.,بيلي,17
5109,nicht spezifiziert,غير محدد,77
5361,amtsenthebungsverfahren,عزل,63
13660,flugzeug,الطائرات,12
9945,zoo,حديقة حيوان,44
4682,galant,الشهم,78
8535,amnestie,عفو,54
1994,lamer,لامر,93
3966,kürbisse,القرع,57
1284,mala,مالا,96
3472,backfield.,باكفيلد,86
1206,krätze,الجرب,96
10300,gefüttert,تغذيها,41
10093,rita,ريتا,43
395,pummelig,بدين,100
9712,zirkus,سيرك,46
13872,weil,لأن,7
6403,matilda,ماتيلدا,69
11038,sumpf,اهوار,36
11627,warten,انتظار,14
2676,gestürzt,أطيح,90
595,sidi.,سيدي,99
3245,agonist,عاجزة,79
8632,beethoven,بيتهوفن,54
1857,bekleidung,ثياب,93
13736,republik,جمهورية,12
2710,ausverkaufen,عمليات البيع,86
9140,chrysler,كرايسلر,51
4397,beaufort,بوفورت,81
11116,subtropisch,الاستوائية,36
265,vernunft,الصحة العقلية,100
12774,süd-ost,الجنوب الشرقي,21
6922,sperre,وي,65
14517,western,الغربي,11
13845,s,س,5
3654,rucker,راكر,85
10587,mühe,يزعج,31
2868,daler,دالر,88
6326,tiegel,بوتقة,70
10655,kampagnen,الحملات,13
2993,tiffin,تيفين,88
9056,mosambik.,موزمبيق,52
6214,curran,كوران,70
12149,galerie,صالة عرض,26
10691,anglo,أنجلو,38
8479,salat,سلطة,55
9815,hängend,شنقا,31
2374,cupcake,كاب كيك,90
11835,bräunen,تان,29
42,statur,قامة,100
10302,herrlichkeit,مجد,41
10892,zerschlagen,تحطيم,29
9347,exil,منفى,42
13023,rand,الحدود,16
8038,phosphor,الفوسفور,59
3458,batty,باتي,86
4877,firefly.,يراعة,77
4279,scheinwerfer,الأضواء,80
13195,masse,الجماعية,15
13145,arizona,أريزونا,17
5353,bataan,باتان,75
4679,eq.,إقرار,79
2022,platzhalter,العنصر النائب,92
38,pferde-,فرسي,98
9025,beissen,يعض,37
9949,umgeben,محاط,24
5889,priester,الكهنة,42
11227,z.b,على سبيل المثال,35
11845,sinnvoll,ذو معنى,29
14403,bald,قريباً,9
3858,verrotten,تعفن,77
5789,judith,جوديث,73
7115,empfangshalle,ردهة,49
943,mandala,ماندالا,96
12888,festival,مهرجان,18
12462,ecke,ركن,22
3625,salvia,سالفيا,85
9333,dauerhaft.,مستمر,29
13228,gebunden,ربط,10
4563,mäher,جزازة,74
3526,mäusespeck,مرشملوو,86
7286,überzeugung,قناعة,31
13254,asiatisch,الآسيوية,16
12568,kreislauf,دورة,17
6909,ballard,بالادارد,66
9547,liechtenstein,ليختنشتاين,48
10694,cambridge,كامبريدج,39
2559,hydrochlor,هيدروكلوريك,90
3490,aminotransferase.,ناقلة الأمين,86
10242,ländlich,قروي,42
7879,krecher,كروكر,60
6224,kakerlake,صرصور,70
5385,zurückhaltend,الحذر,75
10429,einen fink,فينك,40
67,lazier,ليزير,100
10247,gemessen,تقاس,18
12911,museum,متحف,19
10732,wellington,ولينغتون,38
2519,belebt,أكثر ازدحاما,90
1146,aikido.,ايكيدو,96
1894,hind,هند,77
5339,haufen,كومة,68
7944,staubig,مغبر,59
11738,gregorianer,غريغوريان,30
14202,krieg,حرب,7
14500,strategie,إستراتيجية,30
5422,bulbous,بصلي الشكل,75
8710,mut,شجاعة,50
13636,tagged.,معلم,7
1762,wechselnd,على فترات متقطعة,83
10098,anal,شرجي,43
7049,soße,صلصة,64
5160,erstrichen,المنكوبة,76
11307,profil,الملف الشخصي,30
10153,kiefer,صنوبر,40
12995,allee,السبيل,18
8550,zuflucht,لجأ,54
10251,nm,نيلوم,42
5388,bemühen,سعي,67
1840,zurückgehalten,انعقاد,87
4484,grazien,غراسياس,80
8141,recon.,اعادة,58
13978,tag,يوم,6
8853,theatralisch,مسرحية,51
6346,bison,الثور,62
6184,angolan,أنجولان,67
6658,schnitzer,كارفر,67
6351,kaution,إنفاذ,61
3407,redwood,الخشب الأحمر,83
9605,wagen,عربه قطار,44
2535,khatri.,الخطي,90
10183,unsicher,غير متأكد,43
10290,bürgerlich,المدنية,41
9335,auf halber strecke,في منتصف الطريق,49
146,ouija.,ويجا,100
5154,unausgeglichen,غير متوازن,76
3005,methicillin.,الميثيسيلين,88
12762,adler,نسر,14
5816,vermeidet,يتجنب,6
11469,fahrkarte,تذكرة,27
12484,statistiken,الإحصاء,20
4015,charlottesville,شارلوتسفيل,83
13257,sorgfältig,بحرص,7
14146,name,اسم,6
9345,hausaufgaben,العمل في المنزل,49
5215,postkarte,بطاقة بريدية,71
6504,iq,معدل الذكاء,68
7965,verwelken,ذبول,58
9502,kolumbianisch,كولومبي,48
9272,albion,ألبيون,50
7803,feuerwehrleute,رجال الاطفاء,45
4126,rezept,وصفة,72
1510,gangart,مشية,94
10853,zehnkampf,decathlon.,38
504,architekturen,البنية,15
5253,hera,هيرا,76
4009,pantheon,بانثيون,83
12183,selbstmord,الانتحار,25
8805,symphonie,سمفونية,52
10265,beobachtungen,الملاحظات,12
5878,reif,ناضج,71
7429,stereln,ستر,62
5231,leichtsinnig,متهور,75
13278,klopfen,تربيتة,14
5630,bemerkenswert,لافت للنظر,24
1588,vorherrschend,غالب,75
570,ackerland,الأرض الزراعية,96
371,trapezförmig,شبه منحرف,97
14274,ging,ذهب,10
11479,legislative,السلطة التشريعية,29
7696,trauer,الحداد,56
7582,aquinas,أكيناس,62
3295,bestrafen,معاقبة,21
13666,königreich,مملكة,12
5839,auszeit,نفذ الوقت,59
13952,teil,جزء,8
8043,marian,ماريان,59
785,moa.,موه,98
9734,benny.,بيني.,45
5293,demi.,ديمي,75
13277,kreuzen,تعبر,12
11110,backup,دعم,35
13204,9.,9,16
5389,zynisch,ساخرة,57
10171,nirgends,في أي مكان,43
10832,überblick,نظرة عامة,38
1726,unmittelbar,فوريا,80
6041,thunfisch,تونة,70
2694,teekanne,ابريق الشاي,90
2322,pix,بيكس,91
10913,frosch,ضفدع,33
11896,ressource,موارد,18
1797,amnesie,فقدان الذاكرة,93
7913,saiten,سلاسل,29
2029,sichern,حماية,86
3647,jinging,جينغ,85
5050,revisionist,المراجعة,70
3289,koran,القرآن,87
11913,bauernhof,مزرعة,24
10495,atmosphäre,الغلاف الجوي,31
1547,orgie,طقوس العربدة,93
4334,startprogramm,منصة الإطلاق,63
3860,nachwuchs,النسل,84
12676,gerichtsverhandlung,التجربة,19
12721,gas,غاز,14
12693,maus,الفأر,22
7114,amphibie,البرمائيات,63
12764,am schlimmsten,أسوأ,21
308,kirchhof,churchyard.,100
4555,flav.,فلاف,80
6430,gimpe,جدد,68
8179,bach.,باخ,57
13615,tagalog,التاغالوغية,12
3199,celeste,سيليست,87
13733,bewusst,واع,12
8280,blockade,حصار,53
2489,zwitter,خنثى,90
12401,wertvoll,ذو قيمة,25
5250,carboxylat,كربوكسيل,60
13552,gilt,ينطبق,10
5778,frech,شقي,73
13323,großbritannien,بريطانيا,15
11022,abwesenheit,غياب,37
4950,etymologie,علم أصول الكلمات,66
12432,th,ذ,24
13018,samstag,يوم السبت,18
6223,algerisch,جزائري,67
6361,lemur,ليمور,69
11065,pluto,بلوتو,37
10589,frost,صقيع,38
5693,süßwasser,ماء محلى,73
12812,berühren,لمس. اتصال. صلة,17
10916,kupfer,نحاس,38
12781,sitzung,جلسة,18
11749,richtigkeit,صحة,30
12385,hitler,هتلر,25
13179,vergehen,جريمة,10
12800,schauspieler,الممثل,17
573,salpric.,نيتريك,99
9491,belgrad,بلغراد,48
521,aufgereiht,مدمن,99
12029,verbietet.,يحظر,15
4361,kritisieren,ينتقد,46
7525,becher,قاطع,49
592,solitär,سوليتير,99
11382,loswerden,يتخلص,34
2418,nachgeschaltet,المصطب,91
13530,busch,دفع,13
9424,picasso,رسام,49
3717,napalm,ناب,85
9954,verkaufsstand,كشك,43
10784,berichten zufolge,يقال ذلك,38
3820,couture,كوتور,84
8228,vakuum,مكنسة كهرباء,57
3223,falun,فالون,87
1556,franzosen,الفرنسيين,95
3243,grundy.,غريوندي,87
4873,rapper,مغني الراب,27
3055,weiterleiten,تسليم,88
3863,klares wasser,ماء نقي,84
5142,jeremia,إرميا,77
10541,carroll,كارول,40
3969,synagoge,كنيس أو مجمع يهودي,74
3202,bakteriell,البكتيريا,87
9154,taktstock,باتون,48
10213,mächtig,الجبار,42
1944,gicht,نجد,93
11397,gefolgert,استنتزع,30
8531,sultan,سلطان,52
2098,schwarzes wasser,ماء أسود,92
10842,evakuierung,الإخلاء,24
13667,nichts,لا شيئ,12
12667,besatzung,طاقم,19
10607,rhein,الراين,39
1715,cora,كورا,94
5802,saskatoon,ساسكاتون,73
12801,tief,عميق,21
13712,überprüfbar,يمكن التحقق منه,8
4435,krankenschwestern,الممرضات,38
4249,minensuchboot,كاسحة ألغام,77
5483,chinchilla,شينشيلا,74
10421,matrix,مصفوفة,41
6896,freilich,من المسلم به,66
14450,schlag,يضرب,8
11885,kenny.,كيني,29
6534,couch,أريكة,65
5933,gesichts-,الوجه,72
6562,atoll,اتول,67
9092,liebhaber,عاشق,43
3509,micah.,ميكا,86
4647,blanco.,بلانكو,80
11432,elite,نخبة,32
5768,unterabschnitte,القسم الفرعي,47
11965,bündel,حزمة,28
9713,gotisch,القوطية,46
12326,rangfolge,تصنيف,7
11036,bahamas,جزر البهاما,37
13744,depression,كآبة,11
6240,geographisches positionierungs system,gps.,14
11794,travis,ترافيس,30
8394,analysten,محللون,46
11989,katrina.,كاترينا,28
8108,kontextualität,السياقي,56
8574,feuerzeug,ولاعة,54
6622,pädophilie,روفيليا,68
4683,boni,مكافآت,79
4215,archäologisch,الأثرية,31
13386,brian,براين,14
1143,bonsai,بونساي,96
7591,überfüllt,مزدحم,18
3742,mongolisch,المنغولية,83
3999,arkadisch,أركاديا,73
11949,kanal,قناة,28
8263,madras,مدراس,57
10152,tasche,جيب,38
12129,angenommen,متبنى,20
8565,ingwer,زنجبيل,55
5091,tropen,المناطق الاستوائية,8
2205,wiedereinsetzen,إعادة قراءة,88
2278,kuckuck,الوقواق,90
2949,phospho,الفوسفو,88
12742,bewaffnet,مسلح,13
6176,sirup,شراب مركز,70
4716,waage,الميزان,75
8496,uhrwerk,clockwork.,55
9726,dob.,دوب,46
10597,fielder,فيلدر,39
10966,gettysburg,جيتيسبيرغ,37
13008,passwort,كلمه السر,18
1427,ode,قصيدة,90
165,acton,العمل على,100
4687,randstein,تطويق,68
1909,eifrig,بلهفة,93
447,unverletzt,uninjured.,100
5736,salsa,الصلصا,73
8595,genius,العبقري,55
13441,karte,خريطة,12
978,weiterführende schule,المدرسة الثانوية,97
152,tunika,تونك,78
12786,vancouver,فانكوفر,21
8460,millennia.,آلفية,56
12110,fokus,التركيز,27
6511,mekat,ميركات,68
10492,schah,شاه,40
4415,cartwright.,كارترايت,81
689,verschrieben,المنصوص عليها,89
5950,donau,الدانوب,72
4419,isotop,النظير,69
7423,angelina,أنجلينا,62
858,konstruktionen,اعمال البناء,5
11633,eg,إيد,31
12565,beweisen,إثبات,14
9180,harriet,هارييت,51
13476,gerade,مستقيم,14
5537,schlafzimmer,غرفة نوم,71
8143,kreisförmig,دائري,57
3909,crosstown,كروسستاون,84
4853,prostata,البروستات,76
7018,hacking,قرصنة,37
725,textilien,المنسوجات,63
14487,november,شهر نوفمبر,6
3373,aufhebung,إلغاء,73
3294,brötchen,كعكة,55
9843,souveränität,سيادة,45
11977,unvollständig,غير مكتمل,27
9554,biologisch,بيولوجي,25
6180,stellenangebote,الشواغر,63
10677,hirsch,الغزال,39
314,windmesser,مقياس شدة الريح,100
14214,bedürfnisse,الاحتياجات,6
5015,endokrin,الغدد الصماء,77
13141,brechen,استراحة,13
12200,verhältnismäßig,نسبيا,19
6126,girlande,جارلاند,69
13575,bob,بوب.,12
4757,immunität,حصانة,48
8500,böse,مقرف,55
7007,stachelrochen,ستينغراي,62
12435,dc,العاصمة,24
4580,strandkopf,رأس الشاطئ,79
13836,eins,واحد,5
2259,glasfaser,الألياف الزجاجية,91
4118,schwäne,البجع,41
8793,dayton,دايتون,53
8432,lithium,ليثيوم,56
11199,ausweichen,يتملص,34
1591,verstrichen,انقضى,92
7230,outback,خيوط,63
10014,scheinbar,على ما يبدو,44
10426,beere,باتر,40
1138,habe,هاد,96
7046,wunderland,بلاد العجائب,65
1460,ungleich,غير متساوي,93
10338,emerson,إيمرسون,41
5450,besucher,الزائر,9
3181,mojo.,ماجو,87
11000,mund,فم,35
879,balken,أشعة,54
3934,bertha.,بيرثا,83
5796,hausfrauen,ربات البيوت,73
2040,zug-,tractive.,92
5024,esser,الآكل,66
8301,realistisch,حقيقي,50
9041,funk,ذعر,51
13841,andere,آخر,5
9124,zurückgerufen,يتذكر,29
8442,unreif,غير ناضج,53
10237,schlüssel,مفاتيح,11
5026,holla,هلا,77
844,schnappelnd,انتزاع,73
11251,zwerg,قزم,33
9404,trumpf,ورقة رابحة,46
13115,ägypten,مصر,17
13137,oregon,أوريغون,17
7196,erzbischof,رئيس الأساقفة,62
4265,kapp,كاب,82
6338,rpm,دورة في الدقيقة,69
7390,guter mann,رجل صالح,62
1767,pensionen,المعاشات التقاعدية,62
583,gyroskop,جيروسكوب,96
10682,alias,الاسم المستعار,34
3609,sumner,سومنر,85
2516,anspielung,innuendo.,87
3503,weltraumflug,الرحلات الفضائية,62
8976,kätzchen,كيتي,50
9516,madeline.,مادلين,48
13066,verletzt,المصاب,17
4320,piemont,بيدمونت,81
13809,aus,من,5
10667,vektor,المتجه,38
11005,damon,دامون,37
5991,ätna,إتنا,71
8503,staatsbürgerschaft,المواطنة,55
5387,benzol,البنزين,74
13488,tim.,تيم,13
1932,midi-,ميدي,92
92,zerfall,التفكك,76
9037,anspruchsvoll,طالب,20
10023,ehemann,الزوج,43
2193,maxima,ماكسيما,91
10328,arrangements,ترتيبات,20
7849,feudalismus,الإقطاعية,53
2180,picknick,النزهة,91
12235,gefängnis,السجن,17
5034,excretory.,مطرح,77
8407,fagot,فاجوت,52
523,giebel,الجملونات,74
2904,inverness.,إينفيرنيس,88
2811,beiwagen,sidecar.,88
12857,definition,تعريف,14
9586,noel.,نويل,47
13061,erzählt,أخبر,18
9390,evangelisch,البروتستانت,13
3035,jacoby,جاكوبي,88
8484,fechter,دكستر,55
12753,windows,شبابيك,11
11865,irgendjemand,اي شخص,29
186,mogul,قاضي,95
13086,markt,سوق,12
4079,oger,غول,82
3571,vivian,فيفيان,85
7688,zo.,زو,61
6581,andiron.,اندرون,68
1311,dackel,dachshund.,96
6143,assyrisch,آشوريان,65
13253,bedenken,اهتمامات,9
7839,lügner,كذاب,56
13088,wand,حائط,16
1419,akkreditierung,الاعتماد الاكاديمي,64
5043,maltesisch,المالطية,77
12615,vize,نائب,23
5671,syed.,سيد,73
5347,erotisch,شهواني,75
6585,erdferkel,aardvark.,67
8724,tupfen,ربت,53
2153,unkontrolliert,غير منضبط,81
6098,mariana,ماريانا,71
14042,angekündigt,أعلن,12
6027,taschen,أكياس,36
5559,existentialismus,الوجودية,69
