ENGLISH,OCCURENCES,ENGLISH_stem
fudge,100,fudg
appreciated,3365,appreci
prod,1959,prod
disagree,2393,disagre
raised,2307,rais
sent,4176,sent
eos,46,eo
lucia,137,lucia
rosa,480,rosa
russia,2787,russia
barbara,427,barbara
carolina,4184,carolina
vera,208,vera
sheared,65,shear
sophia,197,sophia
augusta,174,augusta
silesia,70,silesia
mos,358,mo
tightly,78,tightli
cropped,390,crop
tg,32,tg
spectral,93,spectral
analysis,4984,analysi
thule,26,thule
tablet,55,tablet
soup,210,soup
kitchen,174,kitchen
jerusalem,565,jerusalem
institutions,977,institut
emma,395,emma
regina,299,regina
ixion,26,ixion
hazard,97,hazard
surpassed,155,surpass
mn,106,mn
carl,1443,carl
lick,64,lick
upon,2943,upon
radar,618,radar
intervening,49,interven
pole,3775,pole
trajectory,55,trajectori
tens,233,ten
climate,657,climat
biosphere,54,biospher
devastating,194,devast
civilization,483,civil
heightened,54,heighten
deflection,39,deflect
strategies,99,strategi
alice,521,alic
fossil,319,fossil
undocumented,34,undocu
convinced,372,convinc
thorough,142,thorough
happily,67,happili
undo,519,undo
crashing,106,crash
declared,1758,declar
colliding,36,collid
somewhere,909,somewher
atlantic,4014,atlant
ocean,2160,ocean
facing,557,face
asterisk,211,asterisk
prince,1907,princ
worthy,876,worthi
encyclopaedia,1049,encyclopaedia
sincerely,357,sincer
annie,398,anni
queen,2125,queen
galaxy,432,galaxi
empress,72,empress
shocked,202,shock
hear,1330,hear
therefore,4337,therefor
retaliate,44,retali
rex,601,rex
biographical,1916,biograph
advise,705,advis
promptly,362,promptli
admin,1849,admin
item,1097,item
affix,908,affix
verifiable,4350,verifi
rs,708,rs
auto,1383,auto
themselves,2845,themselv
moment,1641,moment
miscellany,79,miscellani
manor,147,manor
green,4862,green
bearing,777,bear
dear,2179,dear
sir,2130,sir
fascist,178,fascist
intelligent,306,intellig
fascism,235,fascism
predominantly,153,predominantli
christianity,600,christian
catholicism,154,catholic
governmental,190,government
technique,249,techniqu
outdated,408,outdat
nowadays,89,nowaday
discipline,212,disciplin
holy,910,holi
crusaders,183,crusad
hindu,407,hindu
indian,3510,indian
born,3531,born
manchester,1448,manchest
breast,248,breast
assistance,3578,assist
brutal,122,brutal
adp,41,adp
serine,31,serin
residues,176,residu
proteins,82,protein
branched,53,branch
chain,648,chain
alpha,1534,alpha
keto,77,keto
juno,148,juno
kingdom,4086,kingdom
ave,342,ave
rich,1606,rich
nike,284,nike
margarita,33,margarita
pomona,78,pomona
tamara,33,tamara
columbia,2076,columbia
cu,110,cu
dm,70,dm
vg,35,vg
steward,29,steward
wt,61,wt
venus,573,venu
zone,2711,zone
dubbed,223,dub
dk,67,dk
lowest,590,lowest
xx,252,xx
edge,836,edg
va,623,va
relationships,219,relationship
trojan,550,trojan
horseshoe,112,horsesho
prove,1136,prove
lunar,259,lunar
incapable,60,incap
rd,1875,rd
knew,842,knew
mag,117,mag
brighter,49,brighter
arrived,1336,arriv
path,759,path
metres,713,metr
parallel,638,parallel
furthest,32,furthest
favourable,102,favour
decade,1360,decad
landings,156,land
mining,465,mine
manipulations,33,manipul
smith,4397,smith
pd,1782,pd
circe,30,circ
predicted,396,predict
miles,3137,mile
georgia,4825,georgia
jesus,1287,jesu
lahore,312,lahor
blue,4603,blue
dot,1106,dot
duplicate,4145,duplic
vs,2669,vs
sentence,2109,sentenc
fools,100,fool
ria,47,ria
bohemia,77,bohemia
robert,4700,robert
alma,154,alma
mach,59,mach
tn,153,tn
vienna,411,vienna
diego,1942,diego
odin,116,odin
persephone,63,persephon
dihydroxy,53,dihydroxi
iron,1257,iron
hey,2387,hey
wrote,2329,wrote
asp,677,asp
clearer,196,clearer
lend,97,lend
hand,2917,hand
prompt,96,prompt
reply,2636,repli
alright,191,alright
cheers,4990,cheer
greetings,341,greet
understood,365,understood
components,291,compon
crowded,128,crowd
trouble,1217,troubl
flow,803,flow
nice,2838,nice
convenient,114,conveni
scrolling,40,scroll
individual,4251,individu
tend,512,tend
towards,3098,toward
enlarged,49,enlarg
communicate,310,commun
saturation,30,satur
aren,1298,aren
overall,2921,overal
proviso,38,proviso
bit,4175,bit
aiming,166,aim
robot,1871,robot
steps,521,step
raw,462,raw
sunny,146,sunni
incredibly,163,incred
asset,127,asset
kindness,41,kind
heart,1546,heart
deeply,173,deepli
seriously,2845,serious
friend,1341,friend
friendship,271,friendship
whenever,370,whenev
immense,90,immens
hug,41,hug
gratitude,33,gratitud
fabulous,60,fabul
fixing,497,fix
whose,1628,whose
mon,1193,mon
starship,61,starship
admiral,192,admir
peek,54,peek
familiar,4712,familiar
rouge,295,roug
atheist,56,atheist
disagreements,232,disagr
subst,1379,subst
friendly,1262,friendli
vector,383,vector
deeper,124,deeper
complicated,246,complic
quadratic,65,quadrat
solution,804,solut
cone,204,cone
inside,1918,insid
cube,361,cube
hue,53,hue
freely,1014,freeli
transmitted,181,transmit
exploited,54,exploit
necessarily,3905,necessarili
forgive,155,forgiv
le,4667,le
inverted,62,invert
logically,59,logic
android,727,android
mouse,1264,mous
ras,105,ra
rainbow,585,rainbow
religion,1351,religion
invalid,771,invalid
carefully,2219,care
sample,379,sampl
channels,353,channel
conversion,822,convers
nj,246,nj
mirror,547,mirror
whom,1622,whom
affiliation,405,affili
wi,813,wi
ki,766,ki
alphabetical,236,alphabet
adam,3218,adam
nov,2066,nov
boot,753,boot
camp,3433,camp
queries,3046,queri
ko,320,ko
serbian,460,serbian
rude,349,rude
clue,196,clue
wat,246,wat
ps,577,ps
symbols,424,symbol
discouraged,3373,discourag
ultra,234,ultra
sheen,42,sheen
bf,54,bf
bin,884,bin
vesta,122,vesta
kr,64,kr
chile,1017,chile
ls,144,ls
pa,629,pa
daphne,59,daphn
starr,204,starr
ta,648,ta
eugene,479,eugen
shoemaker,331,shoemak
doppler,92,doppler
triangular,265,triangular
isis,146,isi
ur,619,ur
cosmic,115,cosmic
ultraviolet,102,ultraviolet
radiation,358,radiat
charged,728,charg
particles,71,particl
exposing,65,expos
interior,658,interior
hippo,75,hippo
ariadne,46,ariadn
eugenia,30,eugenia
hestia,31,hestia
tc,278,tc
louis,4069,loui
gregory,439,gregori
hubble,171,hubbl
doris,83,dori
possesses,47,possess
prototype,235,prototyp
noll,39,noll
separation,239,separ
karma,129,karma
pc,478,pc
cooperation,789,cooper
europa,99,europa
hm,126,hm
steep,100,steep
craters,34,crater
bizarre,201,bizarr
reminiscent,78,reminisc
chicken,689,chicken
gm,316,gm
pandora,65,pandora
slope,108,slope
curved,140,curv
margin,712,margin
irregular,111,irregular
polar,448,polar
characterised,35,characteris
signal,924,signal
noise,343,nois
ratio,586,ratio
insufficient,170,insuffici
differentiate,100,differenti
numerous,3153,numer
twin,558,twin
unfamiliar,122,unfamiliar
stumble,26,stumbl
integral,149,integr
rightly,76,rightli
thousands,1947,thousand
popular,2719,popular
sidebar,41,sidebar
plot,1198,plot
header,700,header
expertise,231,expertis
logos,587,logo
cl,87,cl
ep,997,ep
echo,3176,echo
ee,156,ee
evans,753,evan
kilometre,84,kilometr
nickel,185,nickel
catastrophic,87,catastroph
smooth,420,smooth
rendezvous,59,rendezv
brett,864,brett
angelina,122,angelina
dubious,237,dubiou
exclusive,319,exclus
uncertain,285,uncertain
kw,66,kw
lance,594,lanc
steven,1176,steven
jean,1692,jean
dynamics,133,dynam
equatorial,221,equatori
breakup,50,breakup
leto,66,leto
iris,168,iri
diana,372,diana
cs,540,cs
cp,182,cp
hamilton,1710,hamilton
forget,1567,forget
settled,894,settl
merge,621,merg
pretty,1997,pretti
outright,289,outright
threats,1219,threat
weed,132,weed
crap,444,crap
tally,1789,talli
maru,453,maru
flora,119,flora
vr,37,vr
bunny,319,bunni
circa,222,circa
faculty,147,faculti
temporary,3375,temporari
io,123,io
hp,226,hp
gary,2305,gari
oy,89,oy
jenny,215,jenni
romulus,51,romulu
remus,40,remu
sylvia,138,sylvia
centaur,60,centaur
nt,362,nt
inflammatory,151,inflammatori
fuck,1000,fuck
meteorite,61,meteorit
minimum,1060,minimum
jupiter,718,jupit
invariant,60,invari
minerva,33,minerva
aurora,214,aurora
barcelona,474,barcelona
amy,434,ami
jordan,2287,jordan
dike,55,dike
nv,77,nv
mk,192,mk
roble,29,robl
bus,1299,bu
spring,1456,spring
em,715,em
triceratops,45,triceratop
tm,235,tm
holt,191,holt
ak,353,ak
tyrannosaurus,115,tyrannosauru
pu,93,pu
vl,35,vl
es,1132,es
gnu,1615,gnu
braille,78,braill
ah,567,ah
vt,69,vt
bs,178,bs
sg,380,sg
ka,710,ka
mount,2295,mount
eighth,1968,eighth
shalom,573,shalom
gl,640,gl
briefly,798,briefli
sq,121,sq
hostile,321,hostil
ambient,58,ambient
takeover,113,takeov
joined,1779,join
business,2673,busi
billboard,690,billboard
concert,690,concert
burning,522,burn
alive,690,aliv
tree,1845,tree
nodes,911,node
children,2106,children
integers,334,integ
nist,36,nist
dictionary,602,dictionari
algorithms,52,algorithm
discrete,71,discret
binomial,42,binomi
consecutive,2042,consecut
constant,651,constant
recursive,46,recurs
represents,666,repres
unbiased,189,unbias
moreover,1599,moreov
ballad,125,ballad
peaceful,347,peac
gravy,42,gravi
train,2049,train
praised,131,prais
heavier,106,heavier
sports,3621,sport
arrangements,332,arrang
nick,2633,nick
harrison,1420,harrison
heavy,3433,heavi
lighter,171,lighter
rockers,29,rocker
dr,2251,dr
ox,52,ox
touch,1424,touch
baroque,125,baroqu
winter,2512,winter
carpenters,37,carpent
mack,256,mack
knife,157,knife
damn,411,damn
plus,4827,plu
austin,1021,austin
bassist,111,bassist
matt,2793,matt
formerly,817,formerli
falling,620,fall
guitarists,65,guitarist
monday,1308,monday
pavlov,53,pavlov
dogs,430,dog
lynch,263,lynch
liquid,359,liquid
stereo,123,stereo
rejoined,202,rejoin
relegated,680,releg
sporadically,29,sporad
loyal,170,loyal
celebration,358,celebr
birthday,438,birthday
vest,77,vest
bare,145,bare
behind,4567,behind
carboxylase,39,carboxylas
phosphatase,57,phosphatas
phosphoric,37,phosphor
dioxide,198,dioxid
coenzyme,71,coenzym
bound,410,bound
peptide,47,peptid
acyl,109,acyl
carrier,631,carrier
phosphodiesterase,30,phosphodiesteras
fatty,129,fatti
transferase,46,transferas
mat,230,mat
bottom,3152,bottom
unverified,134,unverifi
blatantly,188,blatantli
inaccurate,635,inaccur
struck,1587,struck
arbitrary,191,arbitrari
spurious,75,spuriou
died,4838,die
emily,639,emili
correctly,984,correctli
aggressive,279,aggress
tone,4334,tone
faith,1801,faith
sight,394,sight
baltimore,1474,baltimor
backlog,64,backlog
hundred,1540,hundr
shutting,101,shut
resolving,110,resolv
greatly,1068,greatli
circus,256,circu
afd,1181,afd
advance,2010,advanc
zouave,44,zouav
gone,1666,gone
growing,671,grow
marijuana,150,marijuana
script,805,script
basically,685,basic
successfully,620,success
lift,853,lift
behalf,410,behalf
cyrus,622,cyru
mason,622,mason
dont,1412,dont
metro,429,metro
brother,1820,brother
loop,365,loop
disney,758,disney
sportsman,70,sportsman
peel,182,peel
everything,1971,everyth
sentiment,161,sentiment
goes,1963,goe
linda,223,linda
shed,119,shed
merely,946,mere
restatement,199,restat
acknowledged,445,acknowledg
untagged,293,untag
thankyou,284,thankyou
bureaucracy,60,bureaucraci
succeed,144,succeed
rest,3046,rest
assured,219,assur
wow,632,wow
fast,1438,fast
clean,1005,clean
ill,869,ill
burke,331,burk
fine,1712,fine
ne,1168,ne
shark,746,shark
sanction,51,sanction
rider,1315,rider
incorrectly,292,incorrectli
hyphen,38,hyphen
capital,1936,capit
fortyfive,579,fortyf
ted,1398,ted
bother,370,bother
indef,30,indef
money,4218,money
endorse,222,endors
vikings,697,vike
rivalry,641,rivalri
exact,1118,exact
billy,1676,billi
violating,1380,violat
temp,161,temp
rid,536,rid
appeal,494,appeal
sooner,290,sooner
orphaned,1027,orphan
unlicensed,870,unlicens
selecting,1630,select
bike,273,bike
entitled,1011,entitl
luke,659,luke
chaldean,27,chaldean
navigation,313,navig
deprecated,111,deprec
unused,204,unus
fusion,417,fusion
enterprise,375,enterpris
killers,164,killer
clarence,210,clarenc
expressed,742,express
drive,4292,drive
opportunity,4619,opportun
5th,3317,5th
eg,497,eg
manga,494,manga
offline,95,offlin
ran,2757,ran
bad,4206,bad
indefinitely,2833,indefinit
fiction,1149,fiction
proof,1593,proof
racist,553,racist
vic,238,vic
magnificent,114,magnific
draft,4144,draft
cleanup,667,cleanup
turkish,1029,turkish
explorer,463,explor
commend,35,commend
pics,149,pic
lowercase,57,lowercas
redundant,455,redund
pointless,413,pointless
buchanan,1242,buchanan
dob,258,dob
deserves,619,deserv
kept,1722,kept
tennessee,2136,tennesse
indoor,539,indoor
athletic,658,athlet
didnt,279,didnt
incomplete,762,incomplet
guide,2058,guid
freemasonry,148,freemasonri
retain,308,retain
golden,2301,golden
hip,900,hip
hop,870,hop
id,1630,id
phrase,787,phrase
falsehoods,28,falsehood
eras,50,era
ive,136,ive
rappers,66,rapper
historians,456,historian
encyclopedic,2228,encycloped
subsequently,898,subsequ
undergone,70,undergon
extent,477,extent
withdrawn,524,withdrawn
dan,2463,dan
trek,521,trek
unrelated,1079,unrel
goodbye,141,goodby
appointed,630,appoint
dictators,48,dictat
kelly,1638,kelli
carbonite,26,carbonit
tyranny,46,tyranni
censorship,469,censorship
overcome,219,overcom
wanna,282,wanna
bees,73,bee
elections,2146,elect
dictatorship,171,dictatorship
fred,1616,fred
alerting,42,alert
censored,466,censor
outrage,86,outrag
running,4223,run
skepticism,51,skeptic
flag,2934,flag
glaring,48,glare
reminder,137,remind
birmingham,722,birmingham
tomorrow,494,tomorrow
regular,4443,regular
stifle,129,stifl
swear,369,swear
ray,2139,ray
revival,344,reviv
weren,448,weren
revisit,63,revisit
reconsider,185,reconsid
heh,89,heh
row,1582,row
wha,208,wha
anymore,592,anymor
religious,1127,religi
protestant,228,protest
albeit,194,albeit
rick,1420,rick
jones,3378,jone
online,3041,onlin
chick,276,chick
catholic,2297,cathol
harder,587,harder
vatican,230,vatican
notorious,189,notori
centres,125,centr
god,2435,god
gave,3297,gave
church,3021,church
bible,728,bibl
verse,273,vers
build,1801,build
pope,923,pope
himself,2275,himself
crippled,46,crippl
sloth,193,sloth
poor,1733,poor
twice,1805,twice
magical,129,magic
negro,201,negro
likelihood,82,likelihood
slim,252,slim
advertisement,338,advertis
watching,1098,watch
abundance,55,abund
zeal,31,zeal
invention,215,invent
adjective,136,adject
adverb,37,adverb
lite,153,lite
clip,192,clip
sex,1975,sex
doll,136,doll
apologize,2529,apolog
pleasure,211,pleasur
carrying,619,carri
glad,1277,glad
reluctantly,50,reluctantli
luck,1089,luck
excellent,758,excel
dl,114,dl
ns,278,ns
warranted,79,warrant
worse,664,wors
furthermore,864,furthermor
spelled,1257,spell
glasgow,601,glasgow
patron,63,patron
stain,32,stain
og,186,og
rewrite,1279,rewrit
heads,568,head
unacceptable,479,unaccept
akin,99,akin
syntax,329,syntax
wrestling,1523,wrestl
mate,975,mate
complaining,144,complain
thrown,445,thrown
kid,1373,kid
statistics,1075,statist
pray,96,pray
gonna,372,gonna
hate,919,hate
popped,108,pop
nom,47,nom
ought,369,ought
geeks,26,geek
paradox,206,paradox
congrats,69,congrat
dozen,392,dozen
mainstream,496,mainstream
accordingly,466,accordingli
disingenuous,30,disingenu
hoax,335,hoax
lightning,675,lightn
grave,233,grave
shall,1486,shall
sacred,278,sacr
fictitious,66,fictiti
holidays,278,holiday
disgrace,54,disgrac
tall,429,tall
brave,187,brave
comrade,44,comrad
beware,131,bewar
dakota,1915,dakota
bar,1017,bar
grill,67,grill
striver,84,striver
newly,981,newli
recalled,205,recal
victims,837,victim
poke,47,poke
bio,939,bio
somehow,530,somehow
imagine,405,imagin
ms,544,ms
un,1944,un
hero,1092,hero
anticipated,250,anticip
deal,2194,deal
arise,119,aris
marsh,455,marsh
regularly,368,regularli
shadow,631,shadow
blade,212,blade
guy,3146,guy
cool,2995,cool
dang,43,dang
demon,586,demon
responded,1112,respond
wasn,2159,wasn
former,4242,former
windows,1348,window
download,480,download
defied,27,defi
comfortable,319,comfort
terrorism,1089,terror
pending,265,pend
cat,2641,cat
neologisms,34,neolog
clarification,225,clarif
terrific,178,terrif
alto,210,alto
xerox,41,xerox
parc,57,parc
insights,41,insight
token,87,token
interface,363,interfac
haven,1615,haven
evidently,128,evid
medium,638,medium
friday,1632,friday
frank,2692,frank
sue,338,sue
schilling,144,schill
reinstate,84,reinstat
poorly,773,poorli
worst,1355,worst
gain,986,gain
valuable,1005,valuabl
bold,3346,bold
gi,432,gi
forthcoming,139,forthcom
abandoned,546,abandon
contrib,2487,contrib
prof,93,prof
proven,462,proven
sp,932,sp
harry,2685,harri
potter,1230,potter
broom,39,broom
omaha,310,omaha
comic,800,comic
rise,949,rise
modern,1974,modern
stony,99,stoni
brook,233,brook
sub,993,sub
ahead,2795,ahead
chip,358,chip
unicorn,160,unicorn
er,848,er
couldnt,42,couldnt
destination,201,destin
exceeded,140,exceed
stage,3092,stage
unwarranted,525,unwarr
justify,457,justifi
sequoia,29,sequoia
pascal,601,pascal
overwhelming,194,overwhelm
approval,693,approv
outlined,440,outlin
underway,151,underway
morning,1986,morn
unsure,313,unsur
lyrics,625,lyric
donna,104,donna
mobile,1350,mobil
nicer,37,nicer
spark,266,spark
disappear,99,disappear
wasnt,104,wasnt
anthony,2279,anthoni
misunderstanding,204,misunderstand
con,1246,con
remade,26,remad
locked,359,lock
unproven,47,unproven
sic,206,sic
mistakenly,131,mistakenli
gazpacho,79,gazpacho
magazine,1848,magazin
spent,1120,spent
martial,897,martial
skills,680,skill
reich,226,reich
brought,2794,brought
arguments,817,argument
shortening,56,shorten
distracting,46,distract
sig,275,sig
aero,140,aero
sydney,2269,sydney
seeking,407,seek
umbrella,158,umbrella
diversity,123,divers
implement,2610,implement
phil,1491,phil
ab,2999,ab
unanimous,129,unanim
jackson,2988,jackson
barrier,451,barrier
grateful,171,grate
wisdom,122,wisdom
