ID,PORTUGAIS,POLONAIS,INTERVAL
10848,carrismo,carr.,41
12293,saudita,saudyjczyk,29
898,insensível,niewrażliwy,92
12148,sabia,wiedział,31
10181,fome,głód,46
9089,finito,skończone,52
179,repatriamento,repatriacja,85
4346,socorro,mayday.,84
12695,enchente,powódź,16
3297,descartado,odrzucona,73
13076,sociedade,społeczeństwo,20
13621,etc.,itp,15
3212,papel de parede,tapeta,86
1531,burguesia,burżuazja,96
13591,escritório,gabinet,11
9968,pimenta,czerwony pieprz,48
14466,desejado,poszukiwany,6
1170,blazing,płonący,53
6378,metades,połówki,64
11338,dirigido,napędzany,38
2020,gaivotas.,mewy,87
13516,relevante,istotnych,15
7025,depleção,wyczerpanie,53
9302,desfigurar,undentyfikować,53
14288,universidade,uniwersytet,8
8364,núcleo,jądro,60
6390,blockbuster.,przebój,70
11411,mais devagar,wolniej,37
7075,legitimidade,prawowitość,68
1163,fireboy.,funiboy,97
2854,discernir,rozeznać,79
9421,crocodilo,krokodyl,50
5398,freira,zakonnica,69
12919,combinado,łączny,17
13385,russo,rosyjski,17
12782,na linha,inline.,24
1033,desafiadoramente,wyzywający,98
4474,sonolento,senny,83
2233,golfistas,golfiści.,74
2130,entrelaçado,przeplatający się,82
2004,fontes.,czcionki,38
9995,carmesim,karmazynowy,48
11311,desfazer,cofnij,25
13579,coréia,korea,15
10427,estábulo,stabilny,43
956,extinguir,gasić,63
1647,simétrico,symetryczny,85
8621,flutuando,ruchomy,47
4035,revendedores,detaliści.,42
5837,cápsula,kapsuła,64
1555,amiotrófico,amyotroficzny,96
12685,airborne.,samolotowy,25
451,crozier.,pastorał,100
13994,dias,dni,7
10150,skate,jazda na deskorolce,34
12547,intercâmbio,wymieniać się,24
13502,etapa,scena,13
7939,mistura,mieszanie,22
2852,intestino,jelito,65
5429,dionísio,dionizosa.,79
11802,capacidade,pojemność,33
11831,basicamente,zasadniczo,18
10791,quatorze,czternaście,41
5881,estranhamente,dziwnie,76
13656,atlântico,atlantycki,14
3168,recursivo,rekurencyjny,83
4875,quem quer que,ktokolwiek.,81
36,undemocrático,niedemokratyczny,100
1273,gemstone,kamień szlachetny,91
12555,religioso,religijny,27
9235,aurora,zorza polarna,54
3479,reeditada,reissed.,71
2685,dipper,zgłębnik,91
1351,intolerância,bigoteria,97
12173,onze,jedenaście,31
2068,mártir,męczennik,65
1986,não explodido,niedodowłosa,95
1575,divertido,rozbawiony,18
7643,oásis,oaza,64
8758,magnético,magnes,38
2379,prossiga,trwać,86
1538,orfeu,orpheus.,96
7596,ansiedade,lęk,64
3404,irritação na pele,wysypka,87
9083,arranha-céu,wieżowiec,52
13897,feito,zrobiony,5
1369,sem marcas,nieoznaczony,97
9417,reaves,reat,52
13052,fé,wiara,20
13590,em falta,brakuje,12
3573,bochecha,policzek,77
1080,configurações.,konfiguracje,51
1264,sonhadores,marzycielski,97
12016,estoque,zbiory,28
12141,pensamentos,myśli,12
8508,maré,pływowy,59
5115,humanóide,humanoidalny,78
12052,torna-se,staje się,9
5128,ducado,księstwo,77
14231,texto,tekst,7
7727,nápoles,neapol,63
6534,sofá,kanapa,68
9798,guarda-florestal,leśniczy,20
14335,ótimo,świetnie,10
6376,evert.,wynicować,73
13277,cruz,krzyż,13
12812,tocar,dotykać,21
9646,fogos de artifício,fajerwerki,49
13089,robô,robot,20
13495,descanso,odpoczynek,16
9251,lata,cyna,53
3767,cruising.,rejs,38
11524,adquirido,nabyty,26
5402,aro,obręcz,69
12928,sangue,krew,22
1470,pentear,werwa,93
13024,marinha,marynarka wojenna,21
12492,alma,dusza,26
10479,etíope,etiopczyk,43
2912,o jantar,tania restauracja,88
10892,quebra,rozbić,33
10969,tradição,tradycja,20
3348,tear,warsztat tkacki,68
10547,quartel,baraki,43
12840,auburn,kasztanowy,24
4278,gruta,grue.,84
11107,césar,cezar,39
13605,agua,woda,13
2673,polimerização,polimeryzacja,89
10991,hart.,jeleń,40
8333,colecionador,kolektor,54
14172,código,kod,15
3695,dormente,uśpiony,88
6573,dresden,drezno,71
13925,enquanto,chwila,7
10686,lótus,lotos,42
10347,inteiros,liczby całkowitej,37
14432,seguro,ubezpieczenie,16
12700,panzer.,pancerny,25
8167,participantes,uczestnicy.,55
10742,aborto,poronienie,38
2945,fones de ouvido,słuchawki,84
8173,modesto,skromny,61
2729,junções,skrzyżowania,45
13584,tamanho,rozmiar,14
492,prisão de ventre,zaparcie,97
8502,custódia,opieka,59
631,sem cortes,nie oszlifowany,99
4986,cacau,kakao,81
1875,dimetil,etan,95
5699,garantido,gwarantowany,35
6650,utilizável,nadający się do użytku,68
10857,desabou,upadł,28
9153,negação,odmowa,53
4382,parente,krewny,83
2928,civilmente,grzecznie,90
6887,fã-clube,fandom.,69
7965,wilt.,więdnąć,61
9057,tedioso,nudy,37
2333,varinha,różdżka,92
7686,bowden,bulden.,64
13099,maior,największa,21
14422,recursos,możliwości,27
1329,gárgula,gargulec,94
3316,lamentar,chłostać,89
10001,abstrato,abstrakcyjny,45
11593,cristandade,chrześcijaństwo,15
6397,fugitivo,zbieg,60
11230,orçamento,budżet,37
14251,uma vez,raz,11
4224,helenística,hellenistyczny,84
6091,lesma,ślimak,56
7852,berço,kolebka,62
8417,desprezo,lekceważenie,52
7897,encalhado,na mieliźnie,53
7106,ferradura,podkowa,66
3608,linguado,flądra,85
85,hora de sonhar,czas snu,100
8212,leet.,leaf.,61
8192,flâmulas,streamery,53
6089,difusão,dyfuzja,62
9736,facilidade,łatwość,44
9151,grenade,granat,46
13025,coronel,pułkownik,21
3330,cascavel,grzechotnik,88
7103,extinto,wymarły,47
6310,marroquino,marokański,69
7664,elogiado,chwalony,43
4457,impressão digital,odcisk palca,66
7206,estímilos,ćwierćfinał,67
12558,desnecessário,niepotrzebny,27
12544,carta,list,21
12973,irã,iran.,22
1261,ridículo,kpiny,37
3010,indiscriminadamente,niezadowolony,49
833,humilde,pokorny,99
1100,zumbir,szum,95
11952,tubarão,rekin,26
12520,ponto,kropka,26
11994,expandido,rozszerzony,19
7089,cervejeiro,piwowar,41
3683,cegamente,ślepo,88
12291,extremo,skrajny,20
4221,ajudante,adiutant,83
3450,rodapé,stopka,86
3474,indolor,bezboleśnie,88
7004,estádio,przybliżony zakres,59
12732,piscina,basen,24
5603,cruzador,krążownik,73
3871,horrivelmente,potwornie,53
1613,ceilão,ceylon.,96
1142,watchdog.,pies podwórzowy,96
14290,norte,północ,10
14411,empregos,oferty pracy,19
7186,gravação,rytownictwo,48
14167,família,rodzina,13
12914,leitor,czytelnik,11
11748,conciso,zwięzły,34
12163,newton.,niuton,31
8098,escolher,odebrać,61
6667,tambor,tam.,69
11557,shakespeare.,szekspir.,36
14458,pensamento,myśl,12
11623,árabes.,arabowie.,15
14279,linhas,linie,10
1668,fudzo,popijawa,96
5720,modos,tryby,38
3565,intrigado,zdziwiony,47
2552,invencível,niezwyciężony,89
2009,agradável,ładniejszy,94
11974,significativamente,znacznie,32
13124,prod.,szturchać,20
405,basculante,wywrót,100
9529,banho,kąpiel,44
2316,axiomas.,aksjomaty,77
9794,tenso,napięty,48
1084,estipulado,określony,81
13742,garoto,chłopiec,12
2920,anglian,angliński,88
8830,inalterado,niezmieniony.,56
8027,isabel.,brunatnożółty,62
6984,interferir,kolidować,40
10780,teorema,twierdzenie,41
6707,pundit,mędrzec hinduski,61
5779,ultrapassar,wyprzedzać,56
239,sem opposição,niepoponowany,100
7850,atrocidades,okrucieństwa,59
2320,linha de base,linia bazowa,91
5976,tédio,nuda,75
12553,enquanto isso,tymczasem,27
7938,incorporação,włączenie,25
12694,judeus,żydzi,23
1759,autista,autystyczny,95
6281,diarréia,biegunka,74
117,fluke.,fuks,99
7895,impulso,pchnięcie,58
5682,mamilo,sutek,71
13121,vento,wiatr,13
13069,gramatical,gramatyczny,21
9962,banheiro,toaleta,48
1107,guardiões,strażnicy,46
23,um homem,amen,83
7736,ressonância,rezonans,60
824,recluso,pustelnik,97
14066,adicionado,dodany,6
2442,astuto,przebiegły,92
6483,insignificante,nieistotny,70
12258,macho,mężczyzna,28
7145,viewpoints.,punkty widzenia.,43
10758,buckeyes,kasztany,38
5864,investidores,inwestorzy.,66
5842,sulco,rowek,68
5106,inacreditável,nie do wiary,74
1487,perfuração,perforacja,76
11471,vender,sprzedać,24
10061,hinduísmo.,hinduizm,47
4284,stiller.,stilcznia,84
5924,mais quente,najgorętszy,75
14108,investimento,inwestycja,31
2969,malho,drewniany młotek,89
9369,térmico,termiczny,52
14148,proposto,zaproponowane,11
3577,presa,ofiara,86
365,macaque,makak,99
3970,prodígio,cud,75
12579,ficção,fikcja,21
7830,aquiles,achilles,63
3037,sunfish,słoneczna ryba,90
9102,geotérmico,geotermalny,55
544,dioxin.,dioksyn,99
5887,trauma,uraz,76
6063,distorção,zniekształcenie,47
9087,corresponde,odpowiada,29
6902,crashing.,awaria,19
13756,rocha,głaz,12
10340,dedão,kciuk,44
9184,analógico,analog,43
8574,mais leve,zapalniczka,57
3060,angular,kątowy,89
12943,de quem,którego,23
7928,nebulosa,mgławica,61
5279,pêndulo,wahadło,78
3882,groundhog,świstak,86
5065,cafajeste,cham,81
5058,perdida,utracić,63
5513,intuitivo,intuicyjny,62
475,omite,pomija,49
3333,turnpike.,rogatka,86
9963,havaiano,hawajski,47
4862,legal,ustawowy,82
14375,habilidade,umiejętność,26
9039,correção,remontowanie,52
13094,daí,da.,19
12213,ladrões,steelers.,30
11653,propriedade,własność,35
8025,duquesa,księżna,62
8910,infravermelho,podczerwień,56
13772,verde,zielony,13
2627,resina,żywica,82
1067,nigers.,czarnuchy,51
4434,escumalha,szumowiny,83
7799,duende,elf,63
6442,alquimia,alchemia,72
815,decote,dekolt,89
13253,preocupações,tyczyć,10
14295,seguindo,następny,6
6885,bowyer.,bić,69
2298,cloridrato,chlorowodorek,93
10077,explícito,wyraźny,47
14061,colocar,umieścić,10
9946,sião,syjon,48
6564,denso,gęsty,63
702,petisco,smakołyk,89
9937,cavalheiros,panowie,48
2879,ressurgente,wskrzeszony,75
9232,explodido,pękać,50
7794,bêbado,pijany,62
6328,congressista,kongresman.,73
14454,comprando,kupowanie,33
13347,desambiguação,ujednolicenie,18
751,tarô,tarot.,99
1724,fechamentos,domknięcia,51
2865,angélica,dzięgiel,91
1228,wettest.,najwilgotniejsze,97
10211,caranguejo,krab,46
6129,rangido,pisk,72
8734,transferir.,przeniesienie,13
8529,slater,łupkarz,59
1590,condensar,skraplać,54
6480,cardíaco,sercowy,72
11266,intervenção,interwencja,37
13116,lewis.,chwytak,20
7402,introdutório,wprowadzający,66
8966,dedicado,oddany,46
9815,pendurado,wiszące,35
12616,moeda,waluta,26
11150,ocultar,ukryć,30
12413,marte,mars,14
11808,asp,żmija,34
13428,ford.,bród,17
7081,mais simples,prostrowiec,68
3859,sobrevive,przetrwa,26
1104,resistido,wstrzymuje się,97
9231,gênero sexual,płeć,53
958,celíaco.,celiakiczny,98
967,hispânicos,latynosi,62
10469,canais,kanały,18
11549,demônio,demon,33
9483,lobos,wilki,52
586,sem censura,nieocenzurowany,99
9810,oceânia,oceanii.,49
13770,o suficiente,dość,13
7710,termo,wygaśnięcie,64
6384,arbitrariamente,dowolnie,73
3594,sobreposição,nakładać się,60
5992,cavalo-marinho,konik morski,75
6860,reside,mieszka,21
1631,vulva,srom,96
1769,reclassificado,przeklasyfikowany,89
3984,acrópole,akropol,86
5034,excretório,wydalniczy,81
12961,amarelo,żółty,22
10591,jacaré,gator.,43
10917,entrega,dostawa,37
201,capelão,kapelan,94
8156,minério,ruda,60
9376,pipa,latawiec,52
5635,braille.,brajl,77
10378,bruxa,czarownica,42
4956,cavalos de potência,konie mechaniczne,81
11448,voltado para,okładzina,13
5754,paralisia,porażenie,76
3448,pug,mops,84
11462,cúpula,kopuła,36
13614,chinês,chiński,15
13876,governo,rząd,10
5391,camafeu,kamea,77
14428,apoia,wsparcie,10
13704,dirigir,prowadzić,12
2351,olmo,wiąz,86
8776,mamãe,mumia,56
9929,honestamente,szczerze,48
8871,centavo,grosz,56
8012,compositor,tekściarz,52
5879,mostruário,gablota,60
15,jaguatirica,ocelot,100
1014,ônix,onyks,98
9178,navegou,popłynął,34
6237,respeitosamente,z szacunkiem,13
11731,quênia,kenia,34
11460,quarenta,czterdzieści,36
4230,pulmonar,płucny,85
9622,conjunção,spójnik,48
6265,trajes,kostiumy,43
9321,cornualha,cornwall.,47
96,polinésio,polinezyjski,99
5539,haia,haga.,78
9746,desesperado,zdesperowany,41
154,nexo,ogniwo,100
14325,comunicações,komunikacja,9
5947,micronésia.,mikronezja,75
10081,caverna,jaskinia,42
3242,rapé,tabaka,89
5276,olhe,uważaj,79
1813,leer.,chytre spojrzenie,95
3436,escandinávia,skandynawia,88
7698,carbúnculo,ropień,64
7545,aquário,wodnik,65
449,linesman.,sędzia liniowy,100
10901,falso,podróbka,38
5223,gabby.,gadatliwy,80
6866,muito tempo,długi czas,69
7792,residir,przestrzegać,35
11590,poesia,poezja,36
7620,unânime,jednomyślny,50
9416,distorcido,przechylony,50
3482,ampliado,powiększony,55
4822,vereador,radny miejski,81
12673,conspiração,spisek,25
6177,pé grande,bigfoot.,74
11251,anão,krasnolud,37
5352,ourchin,urwis,79
13525,visível,widoczny,15
11393,arco,łuk,36
11111,rubrica,podpis,35
13297,dourado,złoty,19
1742,não editado,niedyted,95
10936,letônia,łotwa,40
1442,tridente,trójząb,93
11840,painel publicitário,billboard,33
11353,belga,belgijski,37
9014,aceso,oświetlony,54
11605,gênero,gatunek muzyczny,31
8147,garfo,widelec,44
11871,malicioso,złośliwy,28
9767,plantas.,rośliny,18
6776,morrow.,nazajutrz,70
9354,árbitro,sędzia,34
9644,ícone,ikona,39
4671,desconfortável,niewygodny,81
11367,chocolate,czekolada,38
13978,dia,dzień,7
9846,bicicleta,rower,42
10290,cívico,obywatelski,45
9105,urso de pelúcia,miś,55
4019,esfumaçado,dymny,86
4203,sucatear,złom,56
697,viciado,junkie.,89
8668,mente,umysłowy,12
7253,traidor,oszukiwanie,51
9926,alpino,alpejski,48
7428,batismo,chrzest,64
3454,viz.,mianowicie,88
8561,leal,wierny,58
11077,explorador,poszukiwacz,27
2692,ad-renal,nadnerkowy,92
8464,cadeira de rodas,wózek inwalidzki,58
9935,mútuo,wzajemne,44
13183,implantado,rozmieszczony,16
1534,epifania,olśnienie,96
1158,vibração,wibracja,70
10113,ascídio,asdidian,47
11191,eleitoral,wyborczy,35
12729,cavaleiro,jeździec,19
13640,fracassado,przegrany,12
12819,presumir,założyć,16
12635,mulher,kobieta,26
1188,vigilante,samozwańczy stróż prawa,85
8129,fiat.,placet,62
7549,meio do verão,połowa lata,65
1894,traseiro,łania,81
11913,fazenda,gospodarstwo rolne,27
10206,imprudente,dept.,46
2104,sinfônico,symfoniczny,94
5544,gelado,mroźny,78
1653,impiedosamente,niemiłosiernie,96
5645,estranhos,obcy,57
8629,toupeira,kret,57
5955,feely.,usprawiedliwiony,75
10261,partidário,partyzant,40
5590,mimado,rozpieszczony,54
12999,desconhecido,nieznany,22
8371,thatcher.,strzecharz,60
8669,barato,tani,57
7460,atirador,strzelec,57
2899,desarmado,rozbrojenie,61
5376,furto,kradzież sklepowa,75
4726,backlog.,zaległości,79
8247,noz,orzech,47
1323,anuais,annały,97
13457,tech.,technik,17
1380,chucky.,chudzity,93
13,contravenção,naruszenie przepisów,100
14323,qualidade,jakość,10
2160,falador,gaduła,91
895,enxerto,zaszczepić,91
6217,equestre,konny,70
14073,possível,możliwy,8
4715,hamstring,ścięgno udowe,82
9079,namorada,dziewczyna,54
6778,flauta,flet prosty,68
5385,cauteloso,ostrożny,79
4138,todo-poderoso,wszechmocny,85
6440,babble,bełkot,71
13660,aeronaves,samolot,14
3283,cláusulas,klauzule.,48
11487,defender,bronić,16
13910,desde,od,8
2519,mais ocupado,ruchliwy,92
4485,epilepsia,padaczka,83
11826,tchau,pa,32
6380,espectral,widmowy,72
234,sorriso,szeroki uśmiech,93
2434,licitante,oferent,89
11273,serial,seryjny,36
7622,impróprio,niewłaściwy,64
8215,anta,tapir,61
13865,nós,my,5
13846,mas,ale,6
1551,engle.,engulować,93
11061,munição,amunicja,40
4302,isolamento,izolacja,69
9382,bateria,bębny,32
14297,líderes,przywódcy,14
10834,turismo,turystyka,41
12631,cinza,szary,25
5885,suspender,zawieszać,26
11201,agentes,agenci.,24
4255,retaguarda,odwód,85
11892,convenções,konwencje,15
5701,comm.,apr,63
14405,outubro,październik,6
11946,expressa,wyrażone,17
11954,escravidão,niewolnictwo,32
13414,brigando,walczący,7
7640,contraditório,sprzeczny,64
6728,corinthians.,koryntian,65
1907,comunicado,komunikat,94
12397,reconhecimento,rozpoznawczy,29
11636,comparar,porównywać,12
8619,cozinha,kuchnia,45
9580,acima mencionado,wyżej wymieniony,51
13783,confusão,dezorientacja,10
2583,gentileza,życzliwość,16
13285,sétimo,siódmy,19
6726,convocado,wezwany,57
6965,ejaculação,wytrysk,65
1743,persuasão,perswazja,80
5369,contra-ofensiva,kontrofensywny,69
11358,todo o mundo,wszyscy,38
5469,redimensionado,zmienić rozmiar,70
8319,sábio,szałwia,60
12737,moleiro,młynarz,25
6454,ateniense,ateński,65
10356,sobreviventes,ocaleni.,36
10690,horror,przerażenie,41
12401,valioso,cenny,28
13734,ouro,złoto,13
10585,compactar,kompaktowy,40
6356,vela,świeca,65
5489,atacar,pazur,69
13271,retransmissão,przekaźnik,18
11935,física,fizyka,7
13496,capitão,kapitan,16
1572,crateras,kraterowanie,50
9988,oval,owalny,47
7398,apóstolo,apostoł,53
9980,reconstrução,rekonstrukcja,42
9279,puck.,krążek do hokeja,53
899,homem negro,czarnoskóry,98
13811,tem,ma,5
11422,xadrez,szachy,37
10213,poderoso,potężny,46
11626,estranhas,dziwny,35
9732,edimburgo,edynburg.,50
8166,bacalhau,dorsz,61
4489,huckleberry.,borówka,83
4541,ginásio,gimnazjum,81
1847,askew.,krzywo,95
11352,decimal,dziesiętny,34
8773,viva,wiwat,57
7381,à mão,poręczny,66
13506,correspondência,poczta,15
2177,galinha,kura,82
11108,scout.,zwiadowca,27
4360,estalando,zadrapanie,38
12658,diversão,zabawa,26
357,rascunhos,warcaby,96
7853,varsity,uniwerek,62
13700,londres,londyn,14
1853,antiaéreo,przeciwlotniczy,95
14354,mulheres,kobiety,12
742,febe,phoebe.,99
14081,notícias,aktualności,12
4798,corte,ścinany,31
8388,newsprint,papier gazetowy,60
2633,booster.,wzmacniacz,80
9347,exílio,wygnanie,45
3294,bolo,kok,58
2962,irmãos,rodzeństwo,75
1523,planície,nizinny,79
2401,infrações,infradzierzenia,81
5504,touradas,walka byków,77
3495,hadith.,hadis,88
14235,permite,pozwala,10
9505,sally.,wypad,51
5032,singleton.,singel,80
9059,escolhendo,wybór,9
14489,números,liczby,8
7465,doca,dok,51
8382,trágico,tragiczny,54
9093,graduado,absolwent,38
2412,escuna,szkuner,63
4246,misturadores,shakers.,76
1688,lagostim,rak,96
11281,perspectiva,perspektywiczny,36
8807,percepção,postrzeganie,51
8987,erro de digitação,typo.,35
5214,amplo,obszerny,80
6868,baunilha,wanilia,69
3960,justo,sprawiedliwy,86
6656,incumbente.,beneficjant,62
6900,contabilizado,rozliczany,6
13262,troca,handel,15
7566,recomenda,zaleca,14
8667,marfim,kość słoniowa,58
3718,crime,przestępstwo,83
5292,mayhem.,okaleczenie,79
12595,sólido,solidny,26
8857,careca,łysy,51
3848,jurisdições,jurysdykcje,54
6590,destroços  pedregulho,gruz,71
2185,submerso,zanurzony,90
1392,imposição,nakładanie,97
10778,provincial,prowincjonalny,42
4296,jacinto,hiacynt,84
3777,escasso,rzadki,72
13564,basquetebol,koszykówka,15
34,funcionários.,personelnicy.,89
3346,pauzinhos,pałeczki do jedzenia,89
6759,polpa,miazga,70
13373,escócia,szkocja,18
5222,depósitos.,depoty,44
5804,local de nascimento.,miejsce urodzenia,76
4666,inflamado,zapalony,59
7248,elegibilidade,uprawnienia,35
8607,crush,zmiażdżyć,40
5515,advertir,ogłoszenie,63
7493,chuveiro,kabina prysznicowa,51
9525,sem teto,bezdomny,45
13718,rio,rzeka,12
11104,gradualmente,stopniowo,37
11337,merda,gówno,38
6672,supremacia,zwierzchnictwo,71
194,motoristas,kierowcy,98
7218,punho,pięść,57
13777,espanha,hiszpania,13
8872,super estrela,super gwiazda,56
1624,bronquite,zapalenie oskrzeli,96
6062,repetição,powtórzenie,56
11860,warren,królikarnia,33
14186,levado,zajęty,9
3208,energético,energetyczny,86
9215,pooh.,puchatek,53
2783,roadster.,terenówka,87
10334,titânico,tytaniczny,27
9784,vaidade,próżność,49
12411,riacho,zatoczka,28
7665,cuidado,strzec się,64
7531,balístico,balistyczny,56
2509,besta,kusza,92
6569,negligenciada,zaniedbany,59
4000,superpotência,superpower,77
14457,desenvolver,rozwijać,12
3358,urinário,moczowy,89
6306,exterminação,eksterminacja,64
6371,regredir,cisza nocna,69
13715,smith.,kowal,13
3457,osprey.,rybołów,81
6475,empreendedor,przedsiębiorca,66
