ID,PORTUGAIS,RUSSIAN,INTERVAL
9398,lyn.,лин,48
6403,matilda,матильда,69
3954,satírico,сатирический,53
8382,trágico,трагический,50
5495,farós,фаро,74
4264,bromo,бром,78
8987,erro de digitação,опечатка,31
7427,ruína,руина,35
12816,capturado,захваченный,14
3997,na posição vertical,вертикально,74
4731,bibliotecário,библиотекарь,73
13986,co,сопутствующий,13
2374,bolinho,кекс,90
9432,gaélico,гаельский,48
3661,parkinson.,паркинсон,85
8152,paciência,терпение,57
2630,homebrew.,домашний,89
1785,gervais.,герва,93
601,sina,сина,99
10762,alinhar,расстановка,37
10156,ming.,минь,40
2330,litografia,литография,83
5309,sprinter.,спринтер,59
994,eslavos,славяне,89
6441,embaixo da agua,под водой,68
8024,hepatite,гепатит,58
1443,cest.,застенчивый,95
12466,kyle.,камин,24
12102,protocolo,протокол,26
1646,montessori.,монтесори,94
398,spacetime.,пространство-время,100
4101,adega,винный дом,83
9852,monarca,монарх,37
11518,boletim de notícias,новостная рассылка,32
7090,vacina,вакцина,53
970,caloria,калорийность,88
13770,o suficiente,достаточно,12
11617,cm,см,31
14106,nível,уровень,11
13752,rádio,радио,12
10527,prontamente,незамедлительно,39
12997,hamilton,гамильтон,19
371,trapézio,трапециеобразный,97
10763,madonna.,мадонна,38
9208,centavos,центы,25
12141,pensamentos,мысли,11
864,eugenia.,евгения,97
14033,pensar,думать,7
13291,nação,нация,7
1015,andino,андиан,97
6491,pod.,подпирать,62
895,enxerto,прививка,89
4262,virilha,пах,81
22,batom,помада,100
3177,tosse,кашель,80
10898,licença,лицензия,33
9240,latitude,широта,47
4506,aguardam,ждите,48
8410,cera,воск,51
7735,precursor,предшественник,57
3603,sopranos,сопрано,64
1166,transexualismo,транссексуал,88
5656,huron.,гумон,73
1062,ambientalismo,экологичность,33
8836,jamestown.,джеймстаун,52
76,bambino,бамбино,100
5828,convincente,неотразимый,52
3434,sensorial,сенсорный,86
4423,fabuloso,поразительнй,79
2950,pirrolina,пирролин,88
3865,melódico,мелодичный,83
4778,annapolis.,аннаполис,79
13906,cada,каждый,8
3519,claudius.,клавдий,86
12834,na maioria das vezes,в основном,20
13360,tigres,тигры,12
5163,desconto,скидка,56
2927,pirinéus.,пиренеи,88
13834,acima,вверх,6
1647,simétrico,симметричный,82
9445,seqüestro,похищение,33
2978,siena.,сиена,88
5896,beira-mar,набережная,72
6800,mae.,мэй,65
6326,cadinho,тигель,69
2222,canela,корица,91
324,joss.,джосс,100
12503,herói,герой,19
10524,cubo,кубик,38
2311,perturbar,беспокоить,21
1597,machucado,синяк,71
4201,pst,тихоокеанское стандартное время,82
13082,admin.,админ,18
6428,tratamento,лечение,20
14081,notícias,новости,11
8953,tecelão,у ткани,50
13425,facilmente,без труда,14
6875,caldeira,паровой котел,61
1638,leme,руль,92
8744,claus.,клаунт,53
13506,correspondência,почта,13
1405,minerva,минерва,95
6398,chattanooga.,чаттануга,69
8649,dimensões,габаритные размеры,40
4714,hanukkah.,ханука,79
4207,compensar,компенсировать,41
8546,saudável,здоровый,54
3934,bertha.,берта,83
4124,indulgência,снисходительность,66
1753,zênite,zenith,93
956,extinguir,погасить,60
2065,erg.,эрг,90
559,catskill.,катскилл,99
11396,pular,пропускать,28
1708,cobiçado,замученный,91
62,escavador,копатель,89
5832,largo,ларго,72
14069,lei,закон,8
4072,blackjack.,блэк джек,82
5739,meteoroide.,метеороид,72
8100,kart.,карт,56
9728,trabalhador,работник,20
192,ako.,ако,100
4224,helenística,эллинистический,81
4209,sintetase.,синтетаза,82
14133,vida,жизнь,10
11965,monte,связка,28
3994,bacia hidrográfica,водораздел,82
2101,lagrangian.,лагранжиана,92
13492,furgão,ван,13
1311,dachshund.,такса,96
5559,existencialismo,экзистенциализм,69
6818,telecast,телепередача,58
3529,hidroponia,гидропоника,83
1322,congregação,собрание,75
497,riviera.,ривьера,99
11084,mineração,добыча,16
2459,cigarros,сигареты,49
9060,coçar  arranhão,царапать,38
6221,wesleyan.,уэслиан,70
11077,explorador,проводник,23
2953,fatiado,нарезанный,55
2749,rainer.,рантер,89
8680,fascista,фашист,46
9229,imperativo,императив,49
2150,muffed.,добраться,92
4758,paperback,мягкая обложка,72
1435,placebo,плацбор,95
4549,frutose,фруктоза,80
8472,tifinagh.,тифинаг,55
2406,antissocial,антисоциальный,91
10924,amy.,эми,34
6521,australasian,австралазия,68
3280,glicol.,гликоль,84
9028,não publicado,неопубликовано,51
1906,brincadeiras,шутки,60
10403,sujeira,грязь,40
2264,homem das cavernas,пещерный человек,91
1315,maiúsculas,верхний регистр,96
11011,tartaruga,черепаха,32
13334,ho.,добывать,15
4522,ralo,осушать,62
3432,infarte,инфаркт,85
14,portos,гавань,27
7562,ponce.,понсель,61
9459,ribeiro,брук,29
13626,humano,человек,12
6141,ding.,динг,68
11745,algodão,хлопок,30
8013,totalmente,крайне,58
3991,relata.,релата,83
6026,krishna.,кришна,71
12477,checo,чешский,23
1683,farsa  falso,преподаваться,77
8868,imparcial,беспристрастный,52
8316,congeladas,замороженный,56
7733,spree.,веселье,59
8493,respirando,дыхание,38
7800,posse,пребывание,58
4634,resfriar,повседневность,69
12271,dissolver,расформирован,24
10506,essa noite,сегодня вечером,39
11913,fazenda,ферма,24
7749,naomi.,наоми,60
5260,imperfeições,недостатки,46
12932,gnu,гну,19
8532,rubens.,рубенс,54
2737,unesco.,юнеско,89
10123,chifre,рог,34
1546,padre.,падрес,42
9495,astrônomo,астроном,30
10402,fugir,бежал,40
11307,perfil,профиль,30
8099,uísque,виски,57
4894,mergulhador,дайвер,64
7866,super nova,супернова,59
8831,joyce.,джойс,52
13759,familiar,знакомый,11
6233,birmanês,бирманский,70
5590,mimado,испорченный,50
7882,potente,мощный,58
5088,runas.,руны,39
5821,preparação,подготовить,70
13625,claro,чисто,12
6213,liga,сплав,63
5178,nontop,без остановки,76
4211,agarra,хватает,39
13579,coréia,корея,13
8172,retratando,с изображением,23
12014,conforme,соответствовать,14
5007,usenet.,усенет,77
427,ditatorial,диктаторский,99
5290,urdu,урду,75
14391,setembro,сентябрь,6
12877,superior,верх,20
1699,bogart.,богарт,94
5835,estrela do mar,морская звезда,72
11705,isaac.,исаак,30
13909,bem,хорошо,7
5638,saguão,бездельничать,70
7622,impróprio,неправомерный,61
13170,orientar,гид,14
1262,divergência,расхождение,60
1054,teng.,тэн,96
8644,geográfico,географический,33
7120,catapulta,trebuchet,64
4779,antimatéria,антивещество,79
7142,saia,разразиться,63
8923,pipoca,попкорн,52
688,onipresente,повсеместно,98
6212,microrganismo,микроорганизм,68
4897,confúcio.,конфуций,78
13921,dizer,сказать,8
7592,evidentemente,очевидно,11
5900,tele.,телегариатор,71
13731,espaço,пространство,12
13976,sem,без,5
9334,dat.,дратом,49
9307,estreou,дебютированный,18
6288,curiosidade,любопытство,68
1963,topográfico,топографический,90
5498,ddt.,ддт,74
12505,robin,робин,22
12301,varredura,сканирование,18
13214,irlandês,ирландский,16
10826,coral,коралловый,38
12830,roda,рулевое колесо,16
8064,faculdade,факультет,56
331,tipi.,типика,100
5977,nicht.,ничт,69
10907,benedict.,бенедикт,37
1118,oceanografia,океанография,96
9587,calça,штаны,46
3979,torchwood,факело,83
6297,tablóide,таблоид,64
7080,centrado,ориентирован,64
14141,devido,должный,6
6558,disciplinar,дисциплинарный,68
12300,dissidente,диссидент,25
3511,salão de baile,бальный зал,85
9971,labrador.,лабрадор,44
11616,racismo,расизм,31
5969,lizzie.,лиззи,71
9259,vagabundo,задница,49
14459,conta,счет,5
4036,lentes,линзы,82
10242,rural,деревенский,42
7669,simpatia,сочувствие,56
14480,jogar,играть,7
8725,monetário,денежный,53
5179,trigonometria,тригонометрия,76
1826,grinch,гринч,93
14153,teste,тест,5
12637,programação,программирование,11
478,trifosfato,triphosphate,99
4783,mea.,мрав,79
7654,cavado,вытаскивать,61
4928,hornish,родовой,78
6893,refrugadores,ракетки,65
6482,desligada,не в сети,68
9640,tamisa.,темза,46
6747,denunciado,осуждение,55
10751,fraser.,фразер,38
8613,hearsay.,слух,54
9974,senegal,сенегал,44
12696,padronizar,шаблон,20
13717,congresso,конгресс,12
13261,enciclopédia,энциклопедический,16
9516,madeline.,мэдлин,47
10963,carimbo,печать,30
7686,bowden,бойден,61
6726,convocado,вызванный,52
4881,boate,ночной клуб,71
11951,censo,перепись,28
6414,sanger.,сангранс,69
3645,tchaikovsky.,чайковский,85
6370,beira,грань,67
2125,alma penada,бенши,86
1710,samoan,самоан,91
10236,ko.,коататор,40
803,bola curva,кривоебол,98
1111,mol.,моль,96
3494,lore.,одолевать,78
10197,donzela,дева,41
2637,woolwich,вульвич,89
14347,esforço,усилие,7
13830,também,также,5
4215,arqueológico,археологический,30
11009,rotação,вращение,26
12340,maomé,мухаммед,25
7637,calças,брюки,60
7357,freios,тормоза,37
366,tetrahydrocannabinol.,тетрагидроканнабинол,100
552,desinlinvente.,неразбавленный,94
13897,feito,сделал,5
4294,tesoura,ножницы,69
6828,dançarinos,танцоры,53
1556,frenchmen.,французы,95
9409,derrick.,деррик,48
13753,ohio.,огайо,12
9848,mit.,мит,45
7594,vô,дед,60
11918,dirk.,дирков,29
10082,golfinho,дельфин,25
12318,walter.,уолтер,25
13433,matt.,матовый,14
5087,jacqueline.,жаклин,77
1395,coulee.,кулинария,94
2714,gigs.,гипс,62
466,piso,прогрессировать,91
8995,saga,сага,51
9980,reconstrução,реконструкция,38
12174,cubs.,кубики,26
14296,terminou,закончился,7
4311,ferreiro,кузнец,80
424,pogroms.,погромы,79
7360,flak.,волай,62
1693,náusea,тошнота,94
10244,giro,жиро,42
7889,comporte-se,вести себя,41
13310,conselho,совет,15
8990,dica,подсказка,41
