ID,PORTUGAIS,SPAIN,INTERVAL
5092,whopper.,embuste,77
9273,desmatamento,deforestación,49
861,redigido,redactado,93
12298,chateado,disgustado,26
1648,perdue.,perdurar,91
1346,criança levada,diablillo,95
719,mais fino,más delgada,98
5539,haia,la haya,75
7896,estilhaçado,destrozado,53
10516,desavisando,nada suspicaz,41
135,quindim,lactoso,100
10326,mais próximo,más cercano,42
5970,bandido,proscrito,52
4955,axel.,axil,78
10430,franz.,franjas,41
2202,lindy.,lindia,91
7971,sheikh.,jeque,59
9946,sião,sión,45
8492,outscored.,superválido,49
12211,randy.,cachondo,28
13463,z.,z,15
4507,errante,andante,80
7818,incerteza,incertidumbre,58
4758,paperback,libro de bolsillo,73
8257,animais selvagens,fauna silvestre,57
2821,dang,ceder,88
10710,dúzia,docena,30
6475,empreendedor,empresario,62
8926,bicho-preguiça,ranura,52
11694,operadora,transportador,30
8029,jermer.,jermante,59
