ID,PORTUGAIS,CHINESE,INTERVAL
10495,atmosfera,气氛,31
10379,seca,干旱,40
9271,capacete,头盔,43
8599,multimídia,多媒体,55
14443,criada,创建,5
3795,airdrop.,空投,75
12757,jerry.,杰瑞,21
14224,forma,形式,8
3073,transaminase.,转氨酶,88
7708,porco-espinho,豪猪,61
1096,pesadelos,梦魇,59
7841,hurley.,赫利,60
9237,alcatrão,柏油,49
6650,utilizável,可用,65
1209,mais escuro,最黑暗的,97
8413,casual,随意的,52
6972,gurney.,盖恩,66
7698,carbúnculo,痈,61
6009,bom ano,丰年,72
8374,problemático,有问题的,56
9955,facto.,事实上,45
10109,não identificado,身份定地,43
3435,skinhead,肤色,80
244,comestível,食用,97
11466,reorganizado,重组,27
7581,abate,屠宰,55
8774,freud.,弗洛伊德,54
8849,sparky,活泼的,53
9980,reconstrução,重建,39
9625,geometria,几何学,47
14519,trazer,带来,6
5744,inexperiente,缺乏经验,74
7955,deux.,败钱,60
5717,jargão,行话,74
11794,travis.,特拉维斯,30
6801,mastigação,咀嚼,39
14160,trabalhadores,工人,21
2731,thunderball,雷霆球,89
6497,arquipélago,群岛,69
2776,gulliver,格劳斯,89
8054,tha,据,59
12845,combustível,燃料,19
102,impressão de impressão,打印制作,100
13756,rocha,岩石,11
699,dag.,达格,96
152,túnica,衣帽,79
7921,garvey.,加维,60
4394,mongóis,蒙古人,55
2052,fractal.,分形,88
9287,kay.,凯,49
2710,liquidado,售完,87
6766,peregrinos,朝圣者,59
9846,bicicleta,自行车,39
13835,quem,who,6
14241,lista,列表,6
868,provedor de justiça,监察员,97
11163,civilização,文明,11
10265,observações.,观察,12
8926,bicho-preguiça,懒惰,52
4627,espongiforme,海绵状,80
2667,oligarquia,寡头政治,89
13988,interesse,兴趣,8
10866,declínio,衰退,13
12375,principalmente,主要是,25
8639,picada,刺,53
280,bogie,博吉,92
11871,malicioso,恶意,24
8096,perímetro,周长,58
970,caloria,卡路里,88
13994,dias,天,6
7000,knuckles.,指关节,62
7905,gin,杜松子酒,60
10815,parcial,部分的,29
9843,soberania,主权,45
929,aproveitar,杠杆作用,87
13119,milhares,成千上万,14
12248,em algum lugar,某处,26
9772,bullpen.,牛棚,45
5787,keystone,基石,73
9815,pendurado,绞刑,32
7441,aux.,奥克斯,62
2241,gonorréia,淋病,92
9307,estreou,首次亮相,18
6577,irmãos,弟兄们,69
10357,armênio,亚美尼亚人,38
2732,troposférico,对流层,77
11762,capuz,兜帽,29
11124,impressão,印象,21
14170,recebido,已收到,6
5151,desportista,运动员,77
7120,catapulta,trebuchet.,65
12092,inativado,灭活,26
14118,dado,给出,10
10083,palha,稻草,43
13023,fronteira,边境,16
2203,consorte,配偶,89
14517,ocidental,西,10
3794,autor,自动,85
8134,chanceler,校长,57
3553,colima,科尔玛,86
4030,dormindo,睡着了,83
11086,implicar,意味着,23
12897,jimmy.,吉米,20
10400,springfield,斯普林菲尔德,41
9404,trunfo,王牌,46
14301,preocupação,忧虑,9
8900,mel,蜜糖,52
4577,napa.,纳帕,81
186,mogul.,莫尔,95
4994,casa de força,强国,72
9873,discutivelmente,可以说,43
9713,gótico,哥特,46
108,bombeiro,消防队员,100
8306,emparelhado,配对,20
7828,tripé,三脚架,59
8602,centenário,百年,52
11211,vermont.,佛蒙特,35
10935,carvalho,橡木,33
13933,mesmo,相同的,8
9644,ícone,图标,37
8628,slogan,口号,44
413,politeísmo,多神教,100
6007,longshore,龙岸,72
7723,incapacidade,无力,61
6077,atrecer,att.,72
9501,gangues,帮派,22
3297,descartado,丢弃,70
6183,cartel,卡特尔,66
12342,guiné,几内亚,24
8696,fofoca,闲话,54
12629,nominalmente,名义上,10
14217,de novo,再次,5
11563,metropolitano,大都会,32
3713,sturt.,斯特鲁,85
11485,haiti,海地,33
5625,mown,跛行,59
861,redigido,编辑,93
4554,prometeu,普罗米修斯,81
11850,acontece,发生,10
12497,corredor,赛跑者,18
386,triássico,三叠纪,100
7317,madeleine.,玛德琳,63
5157,lábios,嘴唇,57
6118,novato,新手,69
7538,whisp.,威士忌,62
7826,christine.,克里斯汀,61
3434,sensorial,感官,86
7712,corveta,罗维,60
13331,usualmente,通常,13
1179,amontoado,乱堆,90
14133,vida,生活,10
9586,noel.,诺埃尔,47
4765,rum,朗姆酒,79
13149,chefe,首席,13
10348,mesquinho,小气,41
11022,ausência,缺席,37
1131,oculto,occ,72
1631,vulva,外阴,94
14041,já,已经,8
9002,obesidade,肥胖,50
12609,mil,米尔,23
5359,pasta de dentes,牙膏,76
5349,esguicho,喷出,75
13175,nea.,果儿,17
8032,bates.,贝茨,58
4699,hummer.,悍马,80
3539,tifóide,吐曲面,86
286,gillies.,吉利斯,88
12848,síndrome,综合征,20
8844,cunts.,屄,33
13284,8º,8,16
12577,di.,迪,22
1945,fermi.,费米,93
6778,flauta,长笛,65
7257,hajj.,哈吉克,64
9732,edimburgo,爱丁堡,46
3370,adenosina,腺苷,87
8934,randall,兰德尔,52
12391,morgan,摩根,25
1748,iídiche,yiddish.,94
5029,esporão,sp,34
12080,iraniano,伊朗人,26
8860,mosteiro,修道院,53
1242,mancha,弄脏,63
5451,teoricamente,理论上,54
2453,salvador,救主,89
13113,praia,海滩,17
580,gujarati.,古吉拉蒂,99
5772,extrair,提炼,37
5266,shuffle,洗牌,63
7460,atirador,射手,54
3218,supersônico,超音速,57
810,açafrão,藏红花,98
8256,garth.,加尔干,57
7325,espadas,剑,33
1946,riddled.,rid,72
106,bário,钡,100
943,mandala.,曼陀罗,97
10597,fielder.,fi,39
4048,casca de noz,坚果壳,83
11054,neal.,尼尔,37
9460,fidel,菲特,43
10390,saudações,你好,35
11965,monte,束,28
8971,solidão,孤独,52
5998,uniformemente,均匀,72
11316,ombro,肩膀,30
11964,cannabis.,大麻,28
518,engolido,吞没,62
8832,guerrilha,游击队,44
2250,plenário,全体会议,92
5485,pueril,薄纱,75
7156,nicky.,尼基,64
8719,processo judicial,诉讼,48
11066,aleatoriamente,随机,37
10527,prontamente,及时,40
3222,siciliano,西西里人,84
11990,desperdício,浪费,22
2853,fourier.,傅里叶,88
9169,amargo,苦的,49
8098,escolher,捡起,57
4164,salada de repolho,凉拌卷心菜,83
13701,dados,数据,12
14507,centro,中心,9
7026,inventário,存货,63
13015,altamente,高度,18
3605,painel de controle,仪表板,84
9323,fatal,致命的,25
11004,bernard,伯纳德,37
9540,shortstop.,短裤,47
11190,pirataria,海盗行为,36
11921,nevada.,内华达州,29
9420,apartheid,种族隔离,49
1303,nei.,诺伊,96
9213,disciplina,纪律,34
6410,discurso,话语,69
8766,crusaders.,十字架,28
6896,admitidamente,不可否认,66
14322,conversas,会谈,5
4232,diddy.,迪迪,82
13287,império,帝国,15
2095,lisossoma,粘液组,92
13590,em falta,不足,10
956,extinguir,熄灭,61
109,reembolsar,偿还,91
5092,whopper.,鲸币,77
12144,sérvia,塞尔维亚,27
13544,lee.,李,13
2096,exclamação,感叹,91
2746,deportação,驱逐出境,63
10985,rodar,旋转,30
4051,firth,盟,83
6079,não permitido,不允许,65
6697,a si mesmos,你自己,68
1043,darter.,赔率,94
3224,desmilitarizado,恶意化,84
9309,esfregar,鲁宾,50
14496,inflação,通货膨胀,44
5148,hardtop.,硬顶,77
11654,anna,安娜,31
11712,emily,艾米莉,31
9164,calcanhares,脚跟,44
10850,kit,成套工具,37
12787,kent.,肯特,21
8411,porto.,波尔图,56
7446,babbage.,乌龟,62
11288,siracusa.,锡拉丘兹,35
2605,mica,云母,90
7835,incomodado,懊恼,30
2502,pelham.,佩勒姆,91
8642,stafford,斯塔福德,55
4815,guarda roupa,衣柜,78
6671,paleolítico,旧石器时代,68
7972,polk.,波尔克,59
7088,faraday.,法拉德,65
13116,lewis.,刘易斯,17
11947,ópera,歌剧,23
8568,fowler.,福勒,55
8614,samurai,武士,55
8705,virtude,美德,50
483,polivinil,聚乙烯醇,99
6038,salmonete,鲻,68
9533,intercontinental,洲际,48
1478,água salgada,盐水,95
3567,divulgação,披露,85
1851,horrley.,杂色,93
8300,zebra,斑马,53
13383,implemento,实施,13
1805,carrefour,家乐福,94
1907,comunicado,公报,92
3958,subliminal,潜意识,83
9660,cálcio,钙,47
8701,ripper,开膛手,54
2586,xerox,复印,90
10384,retirar o,提取,26
2188,pasta,文件夹,88
12630,instalação,设施,18
7566,recomenda,推荐,12
5483,chinchila,钦奇拉,75
14211,semanas,几周,8
9297,caridade,慈善机构,46
9065,nirvana,涅ana.,52
8924,roe.,鱼子,51
1901,jain,耆那日,93
2461,toa.,托阿,91
5869,manjericão,罗勒,73
7184,vingadores,复仇者,41
8734,transferir.,转移,12
8243,perdoar,原谅,50
7371,boyer.,博德,63
11470,itálico,斜体,29
10865,hansa.,汉萨,38
7307,inventor,发明者,53
12065,spencer.,斯宾塞,28
768,cádmio,镉,98
5491,jud.,犹,75
12358,doutor,医生,19
12259,arquivos,档案,12
11073,flecha,箭,32
9268,encontro,遇到,28
5820,tolice,fool,70
5287,veganismo,素食主义,50
2001,desmaio,晕倒,68
6051,guan,关,72
11677,letra da música,歌词,28
12060,quadrinho,漫画,15
12289,palácio,宫,26
3374,emoldurado,裱框,24
11338,dirigido,驱动,34
14162,outros,其他的,5
7991,transistor,晶体管,57
12479,senna.,塞纳,24
6064,pallas.,帕拉斯,72
568,travestismos,崩溃主义,99
3522,hwan.,惠,86
516,guernsey.,根西岛,99
11690,harvard,哈佛,31
2160,falador,谈话者,89
4436,galão,加仑,63
13271,retransmissão,中继,15
10230,romena,罗马尼亚人,42
11889,venezuela,委内瑞拉,29
13651,guarda,警卫,11
10535,portátil,便携的,39
1877,vigília,醒来,28
11845,significativo,有意义的,30
9336,destroços,碎片,49
2936,camarada,同志,64
13142,sombrio,黑暗的,16
13376,miami.,迈阿密,15
6113,catastrófico,灾难性,56
13781,vitória,胜利,10
12885,saúde,健康,20
4758,paperback,平装,73
10327,kg,公斤,42
1650,vibrante,筋疲力尽,94
7096,viola,中提琴,65
12627,francis.,弗朗西斯,23
12019,oxford,牛津,28
6063,distorção,失真,43
6590,destroços  pedregulho,瓦砾,68
8026,hidrelétrica,水电,55
2180,piquenique,野餐,91
14134,mudanças,变化,5
12070,solução,解决方案,24
8403,sikh.,锡克教笑,48
9059,escolhendo,选择,7
14052,melhorar,更好的,9
5184,fabiforme,叶形,77
13947,pegar,拿,5
3760,exames,考试,65
7333,complicado,狡猾,63
12034,talkie.,谈话,28
11355,edgar.,埃德加,34
13389,waggers.,摇头,14
4968,rouxinol,夜莺,78
12085,tsunami.,海啸,27
6022,excerto,摘抄,58
5887,trauma,创伤,73
12689,expansão,扩张,21
5931,sai.,赛,73
10219,choque,冲突,31
3352,perm.,烫发,87
5893,ventilação,发泄,62
10924,amy.,艾米,35
8990,dica,线索,42
6271,vulnerável,易受伤害的,63
1786,dalmatian,达尔马提亚人,74
7847,baba.,巴巴,60
5695,cyclamen.,仙客来,74
4368,honestidade,诚实,82
11170,elefante,大象,33
11391,interior,室内的,32
14491,comprar,购买,26
2994,blume.,布拉姆,88
5581,impropriamente,不正当,75
8373,âmbar,琥珀色,57
4127,octano,辛烷,82
6576,emu.,鸸,66
12662,lista negra,黑名单,12
8789,dora.,多拉,54
9180,harriet,哈提瓦,51
11080,fantasma,幻影,33
7913,cordas,串,30
4571,injunção,禁令,77
5763,deslocamento,移位,41
12649,palestino,巴勒斯坦人,19
11623,árabes.,阿拉伯人,12
2330,litografia,标准仪,84
2970,westinghouse,西屋,88
9016,orquestra,乐队,51
7391,rasgar,rip,44
11547,alterado,改变了,8
3175,gritando,大喊大叫,47
9553,bruxelas,布鲁塞尔,47
10540,okinawa.,冲绳,40
4447,rastejar,蠕动,68
3793,vascular,血管,85
4085,whiz.,呼啸,83
11614,pesquisa,民意调查,29
8485,parede de pedra,石墙,55
1381,linfático,淋巴管,96
8588,fahrenheit,华氏度,55
10004,culto,邪,42
2092,sobremesa,点心,92
1543,abster-se,弃权,81
12721,gás,气体,14
14459,conta,帐户,5
3260,afinidade,亲和力,80
11372,versa.,不相位,34
1186,sharpie,夏普,97
2299,ilícito,ill,91
397,snowshoe,雪鞋,98
11059,semanalmente,每周,37
2211,vending.,自动售货,91
2076,evangelista,福音师,88
8358,mia.,米娅,56
7045,aritmética,算术,64
2303,deflexão,偏转,61
11668,vernon.,弗农,31
694,traiçoeiro,奸诈,97
11229,barragem,坝,33
3836,antitruste.,反垄断,85
2229,smog.,烟雾,91
9946,sião,锡安,45
10302,glória,荣耀,41
9241,nomen.,无人,50
12743,max.,最大限度,21
2901,fralda,尿布,85
3659,nostrum.,鼻孔,85
11622,pintura,绘画,21
3920,corrosão,腐蚀,81
1165,noosfera.,无圈,97
10911,cães,小狗,8
9620,espiga,唐,47
6301,tonto,晕眩的,66
9685,me esforçando,挣扎,22
9475,rebaixado,降级了,47
10299,sintaxe,句法,42
9925,leicester.,莱斯特,45
2350,escovando,刷,47
3942,explorado,泛滥,41
12099,conde,伯爵,27
10838,terminal,终端,25
9030,precioso,宝贵的,52
8002,riga,里加,59
11250,títulos,债券,20
4365,jagger.,錾,81
12999,desconhecido,未知,19
14328,liderado,引领,10
10940,crista,波峰,35
13655,geralmente,一般来说,7
1728,retrospecto,回顾一下,64
9798,guarda-florestal,游侠,17
5636,dignidade,尊严,73
13028,o circuito,电路,17
12524,julian.,朱利安,24
187,afluente,支流,90
9784,vaidade,虚荣,46
12596,4,四世,23
9207,hawkins,霍金斯,50
4422,incapaz,无法,80
13887,entre,之间,8
12877,superior,上,20
8663,vagão,车皮,48
14206,perguntado,问,5
3892,wiltshire.,威尔特郡,84
1999,toxicologia,毒理学,91
2457,buscar,拿来,75
11309,pinguim,企鹅,24
13729,violação,侵权,11
10782,hindu,印度菜,34
4480,equalizado,均衡,74
13738,jim.,吉姆,12
4796,dueto,二重唱,73
9852,monarca,君主,37
10388,interestadual,斯特纳斯,41
14087,total,全部的,7
9333,duradouro,持久,30
4944,sionistas.,犹太岛,41
10798,jogador,鲍德勒,28
7553,biomassa.,生物量,62
9071,croata,克罗地亚语,52
1793,celulose,纤维素,89
11619,bulgária,保加利亚,32
3433,clippers.,剪子,77
10921,pirâmide,金字塔,32
2625,coroação,加冕,62
994,eslavos,斯拉夫斯,89
1862,régio,富豪,91
13140,suécia,瑞典,17
14251,uma vez,一次,9
1815,biomédico,生物医学,94
6450,carregador,充电器,30
1788,sora,索拉,94
12680,vigarista,con,18
5214,amplo,充足,77
4173,federalista,联邦主义者,81
3622,maça,锤,85
820,carcinógeno,致癌物,87
7369,ic.,我知道了,63
1762,intermitente,间歇性,83
6451,ariano,雅利安,66
252,parlamentos,议会,17
7568,onde quer que,无论何处,62
10038,linhagem,血统,44
3831,estrume,粪,84
11701,barão,男爵,30
561,espargos,芦笋,99
7011,limite,临界点,64
2664,laissez.,莱斯斯斯,90
12128,mel.,梅尔,27
6554,butão,不丹,69
2990,incentivo,激励,74
3015,huntley.,亨特利,88
4711,insônia,失眠,80
3115,egeu,爱琴海,88
2495,debby,唐比,63
8714,surpreendentemente,出奇,54
12724,ferida,受伤,16
12154,er.,呃,27
14172,código,代码,12
9518,charleston,查尔斯顿,48
4575,biathlon.,毕思,81
3139,íntimo,亲密的,76
1331,jibbs.,吉布斯,96
6200,labirinto,迷宫,69
8918,obrigatoriedade,强制的,52
10744,nariz,鼻子,36
12155,torneiro,车工,27
10862,goleiro.,守门员,29
6807,órfico,orphic.,67
584,landstorm.,陆地风格,99
13100,guatemala,危地马拉,18
8892,concórdia,和睦,52
9055,trovoada,雷雨,41
9999,monção,季风,43
7940,kathy,凯蒂,60
8514,charlemagne.,查理赛,56
8136,punhal,匕首,56
2310,desrespeitoso,不尊重,73
12697,tarefa,任务,15
5737,glover,格洛弗,74
13725,regular,常规的,12
9500,misericórdia,怜悯,45
4771,mangusto,猫鼬,79
3863,água limpa,克利尔沃特,84
5164,corola,花冠,77
396,selênio,硒,100
13722,privilégios,特权,11
8271,dali.,大理,57
9949,cercado,包围,24
2954,atado,系带,60
7624,decreto,法令,52
1014,ônix,onyx.,97
264,hom.,磡,100
6978,darcy.,达西,66
1832,cady.,卡迪,94
190,supervisionando,监督,72
347,carteiro,邮差,100
10636,theodore.,西奥多,39
13220,desenvolvido,发达,10
12396,gráficos,图表,13
8127,cantores,歌手,19
11146,indígena,土着,36
12474,tratado,条约,18
8065,segmentos,段,33
11116,subtropical,亚热带,36
10141,ativistas,活动家,36
5207,perseguindo,跟踪,45
305,ley.,莱里,95
1375,minotauro,牛头岛,96
294,infrutífero,果然,100
1590,condensar,凝结,51
6475,empreendedor,企业家,63
10160,felix,菲利克斯,43
9439,andorra,安道尔,49
9115,mal entendido,误解,44
5926,voluntariamente,自愿,73
5996,áster,艾斯特,72
12586,malásia,马来西亚,23
11103,cair,掉落,12
4431,dorado,多拉多,81
7864,isopropil,异丙基,60
7226,raffles.,莱佛士,63
12914,leitor,读者,9
3321,anticiclone,反岩,81
10069,lama,喇嘛,42
12094,that,阙,27
9142,por este meio,特此,51
163,frequencia,弗里克,100
1442,tridente,三叉戟,91
3509,micah.,弥迦,86
4403,regente,摄政,35
10878,albany.,奥尔巴尼,38
2142,vacúolo,灰色,92
11590,poesia,诗歌,32
5660,caixão,棺材,71
5196,partículas,粒子,47
7122,lombo,牛腩,65
4645,compartimento,舱室,73
3725,hg.,赫格,85
3289,alcorão,古兰经,87
8840,pontuação,标点,49
6761,promoção,促销,67
3702,maçante,乏味的,84
12432,º,钍,25
2535,khatri,哈特里,91
13955,alto,高的,7
14464,arquivado,提起,6
11744,frota,舰队,30
8381,tempo de vida,寿命,56
1467,estratosfera,平流层,92
1176,valoroso,val,67
4121,pavimentou,铺砌,62
2085,pára-quedista,伞兵,50
4632,panqueca,饼子,74
2135,rosário,念珠,92
9114,não utilizado,没用过,47
544,dioxin.,二恶英,99
75,kam.,锦,100
1549,mulder.,穆德,95
13992,baseado,基于,8
13954,bom,好的,6
10285,eu no,肉,41
1318,piquetes,纠察队,55
9165,espigão,长钉,46
6430,gimp.,格条,69
6903,mais pesado,较重,66
1052,gluconato.,葡萄糖酸盐,97
2260,gringo,格兰多,91
11492,típica,典型的,24
11875,filosofia,哲学,29
4169,bigode,胡子,80
10993,batista,施洗,36
6770,falta,短缺,53
3007,botão,旋钮,81
3736,lanche,小吃,75
11567,a parte  de lado,在旁边,32
9410,inadvertidamente,无意中,47
14205,incluído,包括,6
4990,mandíbulas,颚,59
1923,latimer.,拉丁美洲,93
12931,sala,房间,18
717,pacifista,和平主义者,95
9717,lohan.,罗汉,46
525,eletrificação,电气化,99
6667,tambor,谭,66
8859,osaka.,大阪,53
3525,goran,戈兰,86
13326,hr.,人力资源,13
2888,sabine.,萨宾,86
10525,minúsculo,微小的,40
6656,incumbente.,现任者,59
4273,bikini,比基尼,81
6069,declarar,恳求,57
10504,celebração,庆典,19
3381,miniaturas,缩略图,62
4321,hobbit,霍比特人,82
2412,escuna,大篷车,61
2588,familiarizado,熟悉,68
5769,coerente,相干,64
6687,gaius,盖斯,68
831,microsystems.,微系统,98
8166,bacalhau,鳕鱼,58
11573,edison.,爱迪生,32
13657,notabilidade,可测量,8
5273,teológico,神学,54
12652,secretário,秘书,22
11067,mais forte,最强的,37
12385,hitler.,希特勒,25
3127,véu,面纱,72
1588,predominante,占主导地位,76
8809,polca,波尔卡,53
10354,ex-alunos,校友,41
13159,crise,危机,17
3062,triceratops.,三角一代,88
715,chique,chih,98
6802,multinacional,跨国,66
3476,difosfato,二磷酸,86
6779,textura,质地,59
10622,burton,伯顿,39
1950,bingo,答对了,93
11367,chocolate,巧克力,34
14221,europa,欧洲,5
8909,babilônia,巴比伦,53
6482,desligada,离线,69
7474,netball,勒巴尔,62
10301,carnaval,狂欢,41
257,coeso,凝聚力,57
9722,vigilância,监视,46
4513,darby.,达比,81
470,abade,雅博,97
4248,devi.,德维,82
12788,fa.,f a,21
10128,simmons.,西蒙斯,43
8835,stirling.,斯特林,53
2720,incendiário,燃灭,87
4954,apêndice,附录,78
4138,todo-poderoso,全能,83
8609,santuário,神社,51
10690,horror,恐怖,38
11659,provisório,临时,30
8688,peppers.,胡椒,32
5588,faseado,逐渐淘汰,25
7399,exausta,筋疲力尽的,41
1557,beamer.,波束师,95
737,paparazzi,狗仔队,98
9087,corresponde,对应,26
3827,hino,圣歌,77
11063,cola,可乐,37
613,escrutinizado,仔细审查,94
10365,nobre,高贵,39
6115,drasticamente,夸张地,53
6253,metionina,甲硫氨酸,71
6343,straits.,海峡,42
9373,erro,漏洞,36
10228,confortável,自在,29
5513,intuitivo,直觉的,59
12172,milênio,千年,27
14198,junto,沿着,10
2026,zombaria,嘲弄,92
3592,travesseiro,枕头,80
1034,ronin.,罗宁,97
4095,redenção,赎回,82
12854,bélgica,比利时,20
7959,um pedaço,一块,60
7776,soberbo,高超,61
6955,ladrao,贼,66
13630,participar,参加,9
10607,reno.,莱茵河,39
9209,mona.,蒙娜,50
6071,monterey.,蒙特里,72
7786,motim,兵变,57
3849,camilla,卡米拉,84
3333,turnpike.,送货送货,83
10092,salomão,所罗门,44
