ID,PORTUGAIS,ARABE,INTERVAL
2796,hayward,هايوارد,87
3715,lava-louças,غسالة أطباق,81
1688,lagostim,جراد البحر,94
5655,stephane.,ستيفان,74
12777,partir,استبدل,21
11388,truman.,ترومان,34
10768,sementes.,بذور,13
4583,gant.,غانت,80
11295,suprimentos,اللوازم,18
5504,touradas,مصارعة الثيران,74
1058,zelo,حماسة,96
9466,niágara,نياجرا,48
13606,richard.,ريتشارد,12
5473,desigualdade,عدم المساواة,69
2518,eufemismo,كناية,87
13659,resolução,الدقة,12
13384,cortar,يقطع,13
3057,cartolina,كاردستوك,88
8710,coragem,شجاعة,50
8061,comi,أكل,58
14503,distribuição,توزيع,20
10589,geada,صقيع,38
12445,dinastia,سلالة حاكمة,24
5810,samambaia,سرخس,72
6655,sutter.,سوتر,67
12649,palestino,فلسطيني,19
13838,novo,جديد,6
11793,notificar,إخطار,26
2247,valência,التكافؤ,91
1128,tana,تانا,96
2785,novo mercado,سوق جديد,89
11241,nervoso,غاضب,35
491,renovação,تجديد,33
9815,pendurado,شنقا,31
12855,médico,طبي,19
1136,centopéia,حريش,96
13727,causa,موجه,9
6664,gastrointestinal,الجهاز الهضمي,67
9603,nutrição,تغذية,45
14206,perguntado,طلبت,5
10582,napoleão,نابليون,36
13632,fórum,منتدى,12
4855,gatsby.,غاتسبي,79
1305,oscilador,مذبذب,63
12911,museu,متحف,19
3131,bocejar,تثبيث,84
14478,analista,المحلل,46
11848,aprovação,موافقة,18
11438,seco,جاف,30
6361,lêmure,ليمور,69
3755,algoritmos,الخوارزميات,44
8441,dorothy.,دوروثي,56
13031,fundação,المؤسسة,18
6789,safári,رحلات السفاري,66
2375,quinton.,كوينتون,91
13918,compartilhar,يشارك,6
5613,sedição,فتنة,74
12284,científico,علمي,25
3529,hidroponia,الزراعة المائية,83
11615,cr.,سجل تجاري,31
7269,cafeína,مادة الكافيين,63
5694,balançado,تأرجح,74
2993,tiffin.,تيفين,88
7343,cheerleading,التشجيع,58
6593,favela,سلام,65
10291,fleming.,فلمنج,42
887,déficits,العجز,32
7792,residir,رز,31
3324,boller.,بولر,87
1651,senhor.,لسي,94
1606,desânimo,الفزع,84
2394,filmografia.,فيلموجرافيا.,88
2669,tlingit,اختلاع,90
11938,queijo,جبنه,28
12201,tenente,أيتها الملازم,26
12827,coreano,الكورية,19
8928,kimchi,كيمتشي,52
5016,anticristo,عدو للمسيح,76
12588,albert.,ألبرت,23
10731,triste,حزين,30
5096,desonesto,غير شريفة,77
9047,planador,طائرة شراعية,46
11259,territórios,إقليم,12
9604,moi.,موي,47
7811,rove.,روف,59
1480,bipartidário,bipartisan.,95
3654,rucker.,راكر,85
3633,sagitário,برج القوس,85
4999,ruptura,تمزق,65
5742,cid,البحث الجنائي,73
12222,mais velho,اكبر سنا,26
11047,líbia,ليبيا,37
306,doe.,داي,100
1618,basalto,بازلت حجر بركاني,92
8751,acor.,أقرن,54
11718,maya.,مايا,31
8539,petição,التماس,40
3668,ceticismo,الشك,55
12293,saudita,سعودي,25
14050,estados,تنص على,6
428,tunisiano,التونسي,97
13415,mateus,ماثيو.,14
14387,curto,قصير,9
194,motoristas,سائقي السيارات,97
5095,conceder,تتنازل,39
944,blabbering.,لفة,95
11611,contrário,عكس ذلك,32
2583,gentileza,العطف,13
12867,peru,ديك رومى,20
798,porcelana,خزف,98
14409,membro,عضو,9
12228,jesse.,جيسي,25
2350,escovando,فرشاة,47
7710,termo,انقضاء,61
8134,chanceler,المستشار,57
3737,mexilhão,بلح البحر,82
3249,flapper,إمرأة شابة,87
2166,caracteres,شار,82
6165,superpopulação,الاكتظاظ السكاني,69
1889,cascading.,متتالية,62
6763,salvação,خلاص,66
5620,condor,مكوندو,72
4734,subconjuntos,مجموعات فرعية,59
8330,nascer do sol,شروق الشمس,56
1633,remand.,الاحتياطي,75
7455,estéreo,ستيريو,62
12942,philip,فلم,19
346,haji.,حاجي,100
3323,pinto.,بينتو,87
7139,agostinho,أوغسطين,60
7522,sírius,سيريوس,62
8872,super estrela,نجم النجوم,53
4283,escorpiões,العقارب,45
2385,flagrante,صارخ,91
8600,marista,الماريست,55
946,blenheim.,بلينهايم,97
9272,albion.,ألبيون,50
12321,iugoslávia.,يوغوسلافيا,25
4894,mergulhador,غواص,64
9353,cão do mar,seadog.,49
7102,vocalista,المنشد,60
9261,degradação,انحلال,43
13588,johnson.,جونسون,12
9447,dei.,ديو,48
10363,binário,الثنائية,41
13243,domingo,الأحد,16
14250,perdido,ضائع,10
4170,manopla,جونتleلت,82
8994,ganso,بجعة,52
12255,continental,كونتيننتال,26
6325,realizado,باشر,70
9104,explosões.,الانفجارات,27
6329,barlavento,مهب الريح,63
10269,feio,البشع,38
9544,sammy.,سامي,48
6067,ventoso,عاصف,71
8200,leve,قليل الدسم,56
4453,spaniel.,الذليل,80
9675,fino,معتدل البنيه,46
9776,psicodélico,مخدر,43
13563,construído,مبني,13
14095,média,متوسط,11
9030,precioso,ثمين,52
10920,adulto,الكبار,33
2566,brilhantemente,ببراعة,90
12622,oda.,أودي,23
6371,regredir,خظر,65
4801,pandora.,باندورا,77
1754,mnemônico,ذاكري,90
4884,footed.,قدمها,19
10182,navegação,التنقل,27
3549,artrópode,مفصل,84
13673,jersey.,جيرسي,12
11024,costeiro,الساحلية,37
6567,emprestar,أعار,45
9178,navegou,أبحر,30
10983,jogado,ألقيت,37
6036,jóia,جوهرة,60
1436,inquéritos,استفسارات,64
12849,wr.,أور,20
9474,somali.,الصومالي,48
1870,momentaneamente,لحظيا,93
4718,umidade,رطوبة,79
11240,mills.,ميلز,26
6218,clitóris,بظر,70
2692,ad-renal,مجاور للكلية,90
2496,katana.,كاتانا,90
12510,item,غرض,18
3033,auditor,مدقق حسابات,87
1546,padre.,باد,43
12326,classificação,تصنيف,7
7875,limpeza,تطهير,55
13575,prumo,بوب.,12
2631,nariz de garrafa,bottlenose.,90
21,destruidor de corações,منفطر القلب,75
11721,rivalidade,التنافس,29
14480,jogar,يلعب,7
5643,carboxy.,كاربوكسي,74
2095,lisossoma,الايسوسوم,92
13409,dez.,منصب,14
3632,desproporcional,غير متناسب,78
4848,bordeaux.,بوردو,79
12401,valioso,ذو قيمة,25
9426,perícia,خبرة,48
13869,tal,هذه,5
2243,quoth,كوت,91
3458,matty.,باتي,87
9974,senegal,السنغال,44
2559,clorídrico,هيدروكلوريك,90
5108,decididamente,بالتأكيد,77
12193,sem considerar,بغض النظر,27
4420,spitzer.,سبيتزر,81
5654,cigano,غجر,68
9382,bateria,طبول,28
8465,crônica,مزمن,55
11636,comparar,قارن,11
13114,condutor,سائق,12
5598,forçosamente,غصبا,67
1326,minoan,مينوان,96
12805,mosca,يطير,12
2763,estatutos,النظام الأساسي,62
4956,cavalos de potência,قوة حصان,77
2034,cátodo,كاثود,90
13935,número,رقم,7
9669,diablo.,ديابلو,47
9809,dedo,اصبع اليد,32
5463,duna,الكثيب,65
7196,arcebispo,رئيس الأساقفة,62
12920,quebec.,كيبيك,20
10347,inteiros,أعداد صحيحة,33
1950,bingo,بينغو,93
5426,seton.,سيتون,75
11566,bombers,مفجر,23
3172,distrair,انتباه,51
3554,omni.,اومني,86
1259,montagem,تجميع,19
6928,kaiser.,كايزر,66
14047,membros,أعضاء,9
1944,gota,نجد,93
163,frequencia,freq.,100
8377,sentimento,مشاعر,45
13757,sulista,الجنوبي,12
3969,sinagoga,كنيس أو مجمع يهودي,75
14440,livro,كتاب,9
2282,cambaleando,صاعق,76
13295,católico,كاثوليكي,15
4142,mais escura,أغمق,82
8186,esmeralda,زمرد,56
5312,confeitaria,الحلويات,76
9064,buscador,باحث,49
1668,fudzo,أربك,94
6474,tremores secundários,ارتداد,55
4793,simetria,تناظر,77
11730,etiópia,أثيوبيا,30
1967,babá,مربية,93
14091,n,ن,8
9640,tamisa.,التايمز,47
307,cherie,شيري,100
13461,mais curta,أقصر,14
12785,oferta,المناقصة,18
6322,esquizofrenia,انفصام فى الشخصية,70
13332,material,أمور,15
4264,bromo,البروم,79
13581,indiano,هندي,12
12695,enchente,فيضان,14
10666,stalin.,ستالين,38
8106,pré estreia,premiere.,18
2181,escudeiro,سكوير,79
6583,largura de banda,عرض النطاق,67
7183,margarida,ديزي,63
14392,peças,القطع,8
12587,guru,جرو,23
4244,ambiente de trabalho,مكان العمل,82
3008,estilizado,منطبق,88
2736,quack,الدجال,88
1556,frenchmen.,الفرنسيين,95
10166,patrocinadas,برعاية,29
2748,bunyan.,بونيان,89
9439,andorra,أندورا,48
711,desserviço,عيب,98
7178,dl.,دلف,64
5206,paddy.,حقول الأرز,74
13235,uso,الاستعمال,16
169,dissólio,دهس,100
2070,barangay.,بارانجاي,92
1570,transiente,عابر,92
10208,quieto,هادئ,42
7381,à mão,مفيد,62
4219,estranho,خارجي,82
746,maoísta,الماوي,93
9570,agricultores,المزارعين,38
9764,shoreman,شورمان,46
11797,subterrâneo,تحت الأرض,30
11406,falcão,هوك,18
42,estatura,قامة,100
3922,pais.,بايس,84
10830,fabricantes,الشركات المصنعة,20
13210,eleições,انتخابات,9
9626,prostituição,بغاء,43
5721,stratus.,ستراتوس,73
1619,sótão,علبه,93
14264,necessário,ضروري,6
5808,bleu.,بلو,73
9918,satanás,الشيطان,38
4281,testemunhar,شهد,59
13422,joseph,جوزيف,14
5618,fife,فايف,74
8369,kylie.,كايلي,56
10063,qualificador,التصفيات,8
3077,tipografia,الطباعة,88
8005,slams.,أحرق,31
7589,jogar fora,أحمق,43
10987,iniciantes,مبتدئين,23
7437,eslovaco,سلوفاكي,60
11026,maru.,مارو,37
11124,impressão,انطباع,21
462,contrastado,على النقيض,33
12601,equivalente,ما يعادل,22
14085,diretor,مخرج,18
6497,arquipélago,أرخبيل,68
13046,simpson.,سيمبسون,18
13978,dia,يوم,6
6148,génova,جنوة.,71
2417,fenda,chink.,88
5661,tiro com arco,الرماية,74
3587,bilíngüe.,ثنائي اللغة,85
6897,conjunto,فرقة,62
12972,inimigo,العدو,17
5143,homofobia,هوموفوبيا,77
6448,khmer.,الخمير,69
141,reis.,ريد,80
8112,corpus.,جسم,58
13928,grupo,مجموعة,7
2596,robe.,رداء - روب,81
14513,notas,ملحوظات,6
7582,aquino,أكيناس,62
5371,masjid.,مسجد,75
8973,pitão,بيثون,52
2623,comitiva,entourage.,90
12077,trinta,ثلاثون,27
1922,marinheiros,سيمين,93
4846,farmacêutico,الأدوية,67
2102,brabant,برابنت,92
1711,bafta.,بافتا,94
7418,gêmeos,توأم,62
12119,circulação,الدوران,23
9036,batedor,باتران,52
2137,motorizado,بمحركات,92
10879,recuperação,التعافي,37
5920,rever,يراجع,15
5896,beira-mar,الواجهة البحرية,72
8883,governamental,حكومي,52
3547,caldera.,فوه بركانيه,86
5164,corola,كورولا,76
6236,rusher.,روشير,64
9462,greenwich,غرينتش,48
13109,natureza,طبيعة,12
2523,palmada,الردف,82
6946,revelado,كشف النقاب عنه,59
9151,grenade,قنبلة يدوية,42
9202,transe,نشوة,50
7443,trato,سحق,60
8708,escalando,التسلق,28
6229,heróico,بطولي,59
14109,john,جون,8
11378,warcraft.,علب,34
9482,influente,مؤثر,48
4073,letterman.,ليترمان,83
14257,redes,الشبكات,8
7551,crueldade,القسوة,62
7297,malaya.,ملاذة,63
3810,barco a vapor,باخرة,83
9464,tempo de guerra,زمن الحرب,48
8123,machado,فأس,51
11964,cannabis.,القنب,28
60,payload.,الحمولة,97
7367,marxista,الماركسي,59
5772,extrair,مقتطف,37
5986,monde.,موندي,72
8803,pong.,بونغ,53
267,tangente,الظل,96
2804,pastoreio,رعي,74
11828,exterior,في الخارج,30
10107,tribos.,القبائل,30
11483,duração,المدة الزمنية,32
6257,bagagem,أمتعة,70
10187,empregado,الموظف,27
11665,pedreiro,ماسون,29
12093,ucrânia,أوكرانيا,27
1789,cervical,عنقى,93
11195,saturno,كوكب زحل,35
10773,donovan,دونوفان,38
12133,quinta-feira,يوم الخميس,27
5713,di-hidrogênio,ديهيدروجين,73
9877,console,وحدة التحكم,34
5484,supermercados,محلات السوبر ماركت,60
11635,não é claro,غير واضح,31
12310,ascender,ترتفع,20
2193,maxima,ماكسيما,91
8056,camundongos,الفئران,59
2836,espécimes,العينات,62
4182,brahms.,براهم,78
10901,falso,مزورة,34
4954,apêndice,الملحق,78
11835,bronzeado,تان,29
5057,osiris.,أوزوريس,77
10579,potro,مسدس,21
11640,abu.,أبو,31
7010,vox.,فوكس,65
7326,redefinir,إعادة تعيين,60
11433,invicto,لم يهزم,33
12042,punk,فاسق,27
12461,uniforme,زى موحد,20
9355,wong.,وونغ,49
7184,vingadores,المنتقمون,41
2348,não deveria,لا ينبغي,91
6209,arredores,ضواحي المدينة,70
1766,livro de receitas,كتاب الطبخ,88
4163,logaritmo,لوغاريتم,76
11697,retirou-se,اندلع,31
6872,demise,زوال,65
5249,maniper,هيمن,76
11226,fixação,اصلاح,9
9032,monopólio,الاحتكار,50
7534,rambutan.,رامبوتان,62
3744,compradores,المشترين,77
9164,calcanhares,الكعب,44
10894,timothy.,تيموثي,38
4531,fulham,فولهام,80
14071,certo,يمين,7
2439,impulso,دفعة,80
1405,minerva,مينيرفا,95
1119,eletrólise,التحليل الكهربائي,96
3854,matiz,مسحة,82
6324,helênico,هيليني,39
3740,aterro,مكب النفايات,84
10474,light,lig.,40
14419,shows,عروض,7
4217,totalitário,الشمولي,68
1231,torchbearers.,الشعلة,84
8486,envolto,مغطى,38
12933,refúgio,ملاذ,19
7379,setores,القطاعات,32
2576,suborno,الرشوة,90
2922,berílio,بريليوم,88
5997,stein.,شتاين,71
3597,primate,هزم,76
7348,aperto,يمسك,57
13453,artista,فنان,12
9118,ómega,أوميغا,51
7961,cathy,كاثي,59
12897,jimmy.,جيمي,20
4782,repolho,كرنب,79
8094,pré-jogo,قبل المباراة,58
7352,consórcio,التحالف,62
4959,não tripulado,بدون طيار,77
6382,prof.,أستاذ,69
12071,corvus.,كورفوس,28
13832,tive,ملك,6
5145,dominica.,دومينيكا,77
7746,pronúncia,النطق,58
6328,congressista,عضو الكونغرس,70
3875,anomalia,شذوذ,71
4438,tuba,آلة توبا,80
12227,aniversário,ولادة,13
5123,albus.,ألبوس,77
11876,reinserir,إعادة إدخال,8
2344,maharaj,محراج,91
10254,halifax.,هاليفاكس,42
7738,não verificado,لم يتم التحقق منه,46
11401,oscar.,أوسكار,32
6999,chesterfield,الحقل المصدر,65
5525,recuando,تراجع,32
11666,roubo,سرقة,31
10692,publicamente,علانية,38
2068,mártir,شهيد,62
1786,dalmatian,الدلماسية,73
6635,zonal,صادف,68
5946,duffy.,دافئ,72
1876,quilogramas.,كيلوغرام,73
8683,vip.,كبار الشخصيات,53
9196,sioux.,سيوكس,50
7516,barroco,الباروك,62
12213,ladrões,ستيلرز,26
1799,lubrificante,المزلق,81
4819,pistão,مكبس,35
6360,wanker.,وانكر,69
11953,alberta.,ألبرتا,28
4061,balões,بالونات,40
602,raucoso,صاخب,99
4102,queda de neve,تساقط الثلوج,83
8612,marcel.,مارسيل,54
10823,focado,ركز,29
11537,derivado,المشتق,20
4720,amtrak.,امتراك,79
12596,4,رابعا,23
3782,cantor,كانتور,84
8588,fahrenheit,فهرنهايت.,55
9086,defensores,defensemen.,51
13665,colo,حجر,11
5547,aph.,أهل,74
1236,especificações.,المواصفات,63
9728,trabalhador,عامل,21
2820,horizontes.,آفاق,53
11895,surto,التفشي,28
7173,bis,بني,41
7130,garnett.,غارنيت,64
14497,ler,يقرأ,5
3395,kimbo.,كيمبو,87
4361,criticar,ينتقد,46
4904,camino,كامينو,78
4564,costelas.,ضلوع,62
10618,tibetano,تبت,36
3050,cardo,ثيسل,82
560,hímen,غشاء البكارة,99
11333,osso,عظم,28
14309,pessoal,شخصي,5
8836,jamestown.,جيمستاون,53
13122,estrelas,النجوم,9
8690,hicks.,هيكس,49
9129,i a,i ل,51
13845,s,س,5
2493,albatroz,الباتروس,90
7665,cuidado,حذار,61
2850,congestionamento,ازدحام، اكتظاظ، احتقان,83
1563,oceanian,أوقيانوسيان,95
851,wicketkeeper,حارس بوابة صغيرة,98
3099,seqüestrado,اختطفت,50
1608,horizontalmente,أفقيا,56
6272,gafanhoto,الجراد,67
10737,dor,الم,30
7536,processador,معالج,54
7185,lava,حمم بركانية,64
10450,grosseiro,غير مهذب,38
8885,rebatedores,الضاربون,33
8936,inspetor,مفتش,45
8587,altruísmo,الإيثار,55
2671,eurásia,أوراسيا,90
12859,josh.,جوش,20
9934,ginástica,رياضة بدنية,42
13988,interesse,اهتمام,8
5538,celestial,سماوي,74
9555,receptor,مستقبلات,41
7868,botsuana.,بوتسوانا,60
3852,ramificado,متفرعة,25
9054,mongólia,منغوليا,51
3798,mahdi.,مهدي,84
10881,grosso,سميك,36
6979,urgente,عاجل,58
12382,apresentação,نبذة,23
13653,iraque,العراق,12
11586,rio.,ريو,32
14464,arquivado,قدم,6
4087,inquilinos.,المستأجرين,61
6145,wagga.,واجا,71
6700,slurs.,انطلق,56
1598,pensadores,المفكرين,86
5557,taurina,التورين,74
10758,buckeyes,بوكس,35
9699,ondulação,الشباك,41
12885,saúde,الصحة,20
