ID,ARABE,TURC,INTERVAL
10771,مبتل,ıslak,38
13869,هذه,çok,5
3830,نيدهام,iğneleme,85
4927,ميلبارس,milibar,74
14133,حياة,hayat,10
10927,بلاستيك,plastik,36
4717,أوبال,opal,79
13162,على التوالي,ardışık,17
6853,تيودور,tudor,66
8362,شرائط,şeritler,43
10903,لعبة البوكر,poker,38
1384,llammable.,yanıcı,92
9189,إملاء,fuller,51
14025,لي,benim,5
7592,من الواضح,açıkça,11
3131,تثبيث,esnemek,85
12806,الدنمارك,danimarka,21
13385,الروسية,rusça,14
11219,برا,br,36
1787,apostrophes.,apostroflar,68
2180,النزهة,piknik,91
1090,ظرفية,aksi halde,96
8695,ماهال,mahal,54
114,الكشميري,keşmiri,100
10750,إيلي,eli,38
8442,غير ناضج,olgunlaşmamış,54
13439,الجنود,askerler,13
11834,غير كاف,yetersiz,29
7322,النباتية,bitki örtüsü,63
1330,فريست,frist,96
1921,مخاط,mukus,93
1867,هيدروستاتيكي,hidrostatik,93
3470,غطاء محرك السيارة,kaput,76
5548,lysergic.,lizjik,75
10383,غير رسمي,resmi olmayan,39
6432,فلوري,floresan,65
9329,ساكن,dweller,48
5630,لافت للنظر,dikkat çekici,25
13143,حارب,kavga etti,17
10879,التعافي,iyileşmek,38
4668,نبل,asalet,79
14060,ستة,altı,10
12527,الإئتمان,kredi,17
563,الروليت,rulet,98
11993,غير صالحة,geçersiz,28
5476,ايك,ike,75
66,يحدد بدقة,tespit etmek,93
8648,موثوق به,güvenilir,25
9778,كازينو,kumarhane,43
7811,روف,yarı bükülmüş iplik,59
13280,سياق الكلام,bağlam,16
10491,المنصة,podyum,40
5465,درجة مئوية,santigrat,75
5115,إنسانويد,insansı,75
13932,ما زال,hala,7
13110,إريك,erik,18
12669,نشاط,aktivite,11
4177,لوسيل,lucille,83
5036,فرجينيا,virüslü,70
3208,حيوية,enerjik,83
5258,متحمس,hevesli,40
9761,كانتربيري,canterbury,46
3024,مهر,lehr,88
8038,الفوسفور,fosfor,59
4978,التنغستن,tungsten,78
1533,بونتيوس,pontius,95
14273,رأس,kafa,9
3689,لا يهم,boşver,85
6424,هوبر,hooper,69
2758,النظافة,hijyen,88
10517,الأدبي,edebi,40
13789,في صحتك,şerefe,11
4369,قلة أدب,inkârlılık,67
7406,تيك,tik,63
5219,توكي,tucky,76
6867,ازدراء,küçümsemek,64
3930,كوسليتي,enahli,84
214,ييكيس,yiki,100
12749,مساء,öğleden sonra,22
2966,السندهي,sindhi,88
12790,يهزم,yenmek,10
573,نيتريك,nitrik,99
515,رصف,kaldırım,92
613,يتم تدقيقه,scrutinlied,94
4903,الرنة,ren geyiği,78
13064,الجحيم,cehennem,18
4378,السكسونات,saksonlar,53
3607,حمالة صدر,sutyen,78
677,بونا,bona,98
89,wallaby.,kabarcık,77
12911,متحف,müze,19
9578,اليانصيب,piyango,48
7578,اميليا,amelia,62
5866,tubman,tütür,73
357,فجوات,taslaklar,95
10887,فريدريك,frederick,38
12301,مسح,taramak,18
8635,العلجوم,karakurbağası,54
9660,الكالسيوم,kalsiyum,47
6871,استنساخ,klon,38
462,على النقيض,zıt,33
3910,جانب الطريق,yol kenarı,84
12075,واقع,gerçeklik,27
12936,ميناء,liman,19
4854,الجليل,galile,79
12413,كوكب المريخ,mars,12
12002,بيير. بيير,pierre,28
5175,لاسي,lacey,77
6026,كريشنا,krishna,71
8804,بنية,bn,54
8731,منتخب,felis,54
820,السرطان,kanserojen,87
7283,كاروم,carom,62
5810,سرخس,fern,72
13083,ألفت,berabere,14
6027,أكياس,çantalar,36
6915,مؤشر,dow,66
13852,بعض,bazı,6
11338,تحركها,sürmüş,35
11011,سلحفاة,kaplumbağa,33
2202,ليندي,lindy,92
4930,نظارات واقية,gözlük,75
7249,بقي,burgess,62
11155,مغامرات,maceralar,27
1066,سوهو,soho,96
10098,شرجي,anal,44
13188,الأطفال,çocuklar,17
8929,النازية,nazilik,53
5318,فحص,incelenme,29
7005,الصوتية,akustik,60
125,كالي,kali,99
561,نبات الهليون,kuşkonmaz,99
1962,اكثر ثراء,richer,93
12777,استبدل,somun etmek,21
5869,ريحان,reyhan,72
8463,الأفيون,afyon,56
2830,الإغراءات,cazibe,64
13769,فهم,anlamak,9
6049,أوتريخت,utrecht,71
10743,اللغوي,dilbilimci,32
11211,فيرمونت,vermont,35
6538,متكبر او مغرور,kibirli,60
4631,سلادين,saladin,80
7989,باولو,paolo,59
7956,بوخارست,bükreş,60
22,أحمر الشفاه,ruj,100
2329,تدريس,tuhaflık,91
14399,أبيض,beyaz,10
6707,بنديت,pundit,58
3723,بارانوميا,paranomya,85
3455,ليزا,liza,87
4401,تشيز برجر,cheeseburger,81
3378,مفلس,iflas etti,85
1659,المدخن,sigara içen,80
6018,تجسد,enkarnasyon,49
14497,يقرأ,okumak,5
3505,روهان,rohan,86
12163,نيوتن,newton,27
6778,الفلوت,flüt,65
2048,العنوان الفرعي,alt başlık,70
13121,ريح,rüzgâr,12
1416,حبوب الدواء,hap,58
13042,نسخة,cc,19
6978,دارسي,darcy,66
13370,طاقة,enerji,15
13888,ماذا,ne,6
10057,هاكني,hackney,44
7381,مفيد,kullanışlı,63
7379,القطاعات,sektörler,32
13123,تنافس,rekabet etmek,12
6506,بواسطة,vasıtasıyla,69
7778,كمامة,ağızlık,60
1631,فرج,vulva,94
3318,حجب,sömürmek,87
4141,جهاز أولتراساوند,ultrason,83
11199,يتملص,atlatmak,34
3526,مرشملوو,hatmi,86
12415,فجر,şafak,25
3793,الأوعية الدموية,vasküler,85
10614,الكونفدرالية,konfederasyon,23
13590,تفتقر إلى,eksik,11
1824,دوار من اثر الخمرة,akşamdan kalma,92
3585,جبين,alın,85
12310,ترتفع,çocuk büyütmek,20
3508,زيوريخ,zürih,86
11747,العشرين,yirminci,31
13582,قصة,öykü,12
3750,ثوب نسائي,kombinezon,77
11606,الأكسجين,oksijen,31
9163,بريسلي,presley,51
1072,الكنوز,hazineler,48
8522,الحكم,yargılamak,20
2546,النيوكلوز,nükleolus,90
13346,وحده,tek başına,15
12000,زهري,pembe,28
10355,ضغط عصبى,stres,36
60,الحمولة,yükleme yükü,97
3384,غير متوافق,uyumsuz,81
4241,كرافت,kraft,82
8313,فالك,folk,57
4087,المستأجرين,kiracılar,62
5499,بومونت,beaumont,75
9227,ميسا,mesa,51
7065,الاصطناعية,sentetik,64
11871,ضار,kötü niyetli,24
7928,سديم,nebula,58
341,مارتل,martel,100
10257,كف، نخلة,avuç içi,39
14507,مركز,merkez,10
6849,هيليا,helak,66
3980,المجاور,bitişik,82
6071,مونتيري,monterey,71
4660,ديد,dade,79
10523,الشاسيه,şasi,41
3446,بورا,bora,81
7089,بروير,brewer,38
1308,السوامة,swami,93
11598,باكال,paskal,32
6764,زعما,fin,61
1923,اللاتيمر,latimer,93
7693,بركة ماء,gölet,60
6922,وي,çiş,65
7952,كرويدون,croydon,60
572,زاحف,sürüngen,99
11666,سرقة,çalınması,31
8533,بعناية,iyice,56
13763,بقوة,şiddetle,12
923,زين,zin,97
6534,أريكة,kanepe,65
13609,هكذا,böylece,12
8404,السياسة,hakimiyet,54
13774,متأخر,geç,11
5805,تحويل,yönlendirilmiş,60
2781,تصفيق,alkış,89
9833,ألامو,alamo,43
12529,هاواي,hawaii,24
1153,تافه,inan,94
11379,شو,shaw,34
5832,لارجو,largo,72
11952,سمك القرش,köpek balığı,22
12323,تشاك,ayna,26
1143,بونساي,bonsai,96
10810,تضحية,kurban etmek,38
6265,ازياء خاصة,kostümler,40
11345,التزود بالوقود,yakıt ikmali,32
8026,الكهرباء الكيميائية,hidroelektrik,55
10123,بوق,boynuz,35
4685,برودي,brodie,79
557,اللاهوائي,anaerobik,99
13873,أي,herhangi,5
11226,اصلاح,sabitleme,9
3387,النقوش,yazıtlar,68
2658,plebiscite.,halkoylaması,89
2254,بادئة,öncesi niteliğinde,92
4554,بروميثيوس,prometheus,80
8337,من الضواحى,banliyö,56
13581,هندي,hintli,12
178,بيثيسدا,bethesda,100
8617,مفتي,müftü,55
14347,جهد,çaba,7
2060,aspen,titrek kavak,92
13175,ناظر,nea,17
11052,شريحة,köle,31
9081,تنزانيا,tanzanya,52
11251,قزم,cüce,33
7535,قاتلة,lethal,61
5128,دوقي,duchy,74
2921,بابو,babu,89
13816,إنه,onun,5
13744,كآبة,depresyon,12
10029,سكينر,skinner,44
3061,دمية,dey,80
13921,يقول,söylemek,8
6211,رد فعل عنيف,ters tepki,71
6634,باهظة,kazançsız,68
8643,احتمال,olasılık,41
8718,القبعات,şapka,27
3999,أركاديا,arcadian,73
6226,بوكا,boca,71
7464,لينينغراد,leningrad,62
7270,مربعات,kareler,15
5975,شعرية,şiirsel,69
9370,هراه,hp,49
5066,ليلاند,leyland,77
13692,ادارة,koşma,7
10661,أقدم,en eski,39
9115,سوء فهم,yanlış anlama,44
4297,السنسكريت,sanskrit,82
7946,بالجملة,toptan,60
14303,حقيقة,hakikat,6
13780,y.,y,12
10167,كيك,kek,41
9742,علاج نفسي,terapi,46
1134,علم النفس,miyoloji,96
3243,غريوندي,grundy,88
11318,مارغريت,margaret,35
1129,أوكا,oka,95
5560,التسلل,ofsaytta,75
12517,مطرود,işten çıkarmak,10
5259,بلا هوادة,amansız,76
12152,استراتيجي,stratejik,27
12043,مترو الانفاق,metro,28
8790,السمسم,susam,54
7697,مستر,mister,62
14093,مستقبل,gelecek,8
1138,هاد,hav,96
7901,مريخي,marslı,58
11949,قناة,kanal,28
3523,صراخ,brash,86
9301,مسحوق,pudra,46
4270,العصر الحجري الحديث,neolitik,82
3588,الانحدار,gradyan,78
5065,نذل - وغد,cad,77
748,انقطاع النفس,apne,98
9622,بالاشتراك,bağlaç,44
661,المتصلين,arayanlar,65
13429,تسع,dokuz,14
8995,قصة طويلة,saga,52
7380,ميدان,sq,63
12291,أقصى الحدود,aşırı,17
9052,الإلحاد,ateizm,52
9623,في الاتهام,figura,48
10786,بتلر,uşak,38
10758,بوكس,buckeyes,36
8080,هيرست,aur,59
9097,iodide.,iyodür,52
1229,حاضنة,bakter,95
12433,اللغة التركية,türk,25
8749,باستور,pastör,52
1621,البوليسترين,polistiren,94
5208,متسرع,aceleci,75
4391,قناة مائية,su kemeri,81
13484,واهن,ab,13
10912,اللغة العبرية,i̇branice,37
1678,باتوتا,battuta,94
5350,هيمالايا,himalayalar,76
13485,تصويت,oy,11
5682,حلمة الثدي,meme başı,68
11636,قارن,karşılaştırmak,11
2137,بمحركات,motorlu,92
4118,البجع,kuğu,42
7365,بومبي.,pompeii,63
1691,الكلورو,kloro,94
10273,خليفة,varis,41
10264,المتاجر,mağazalar,23
11962,إيفانز,evans,29
2784,توقيت,zamanlayıcılar,66
1496,هف,hf,95
4334,منصة الإطلاق,başlatıcı,63
9448,برمائي,amfibi,49
3628,الحقيقة، الصدق,veritas,86
13716,أقل,az,12
5021,موعظ,iddia edilen,64
11910,شغب,isyan,16
8276,رمح,pike,51
5366,منفتح,dışa dönük,76
928,البسمات,bizmut,97
12892,غير,nl,20
11459,أموس,amos,33
5842,أخدود,oluk,65
8044,ماما,mama,58
11312,مختفي,gizlenmiş,35
9527,انفصال,ayrılma,13
1766,كتاب الطبخ,yemek kitabı,88
6821,عرضة,taranmış,19
8757,موزارت,mozart,54
3782,كانتور,kantor,85
7805,بدائية,ilkel,58
6012,الاستقرار,tibia,72
11111,شرح,altyazı,32
2388,إعادة تقديم,yeniden tanıtılan,79
8398,صدفة,tesadüf,39
6171,ارمادا,armada,70
7331,راوتر,yönlendirici,62
10671,دموي,kanlı,39
5883,الدائرة الانتخابية,seçmenlik,50
518,ابتلع,yutulmuş,62
11475,مكبر الصوت,hoparlör,28
340,الجد والجدة,büyükbaba,80
9047,طائرة شراعية,planör,46
2909,مخزنة,büfe,88
9032,الاحتكار,tekel,50
9693,الفهد,çita,45
13272,الدكتور,dr,16
8453,تسمم,zehirlenme,37
7790,لعبة,oyuncak bebek,42
14073,ممكن,olası,7
12855,طبي,tıbbi,20
5228,التهاب المفاصل,artrit,76
259,مازح,şaka olarak,100
1255,فنان قائد فرقة موسيقية,maestro,96
8455,عرق,etnik köken,24
10484,شيا,shea,41
309,بريس,mavnalar,77
10892,تحطيم,paramparça etmek,29
11835,تان,bronzlaşmak,29
4470,المهق,albinizm,78
9429,مايو,mayo,49
3917,كيوبيد,cupid,84
12928,دم,kan,19
10118,هاه,ha,44
13565,ملء,doldurmak,12
3738,الصيادين,balıkçılar,85
10919,قبلة,öpücük,34
865,فوسفوديستراس.,fosfodiesteraz,97
3125,هادئ,kusursuz,83
6455,المكورات العنقودية,stafilokok,69
8111,رسالة بولس الرسولية,epistle,57
8364,نواة,çekirdek,57
1519,العابث,fiddler,94
12714,أساس,esas,22
3156,كهنوت,rahiplik,88
8849,sparky.,parıldamak,53
13475,اللغة الفارسية,farsça,13
11989,كاترينا,katrina,29
12488,غير مرتبطه,ilgisiz,24
3211,مطري,yağmurluk,88
11902,مونتغمري,montgomery,29
1762,على فترات متقطعة,aralıklı,83
2086,رشيق,zippalı,92
9611,مستنسخة,yeniden üretilmiş,38
2141,جاتلينج,mitralyöz,92
4359,مغرور,düşkün,68
12853,ساموا,samoa,21
12913,صف,sıra,19
5747,باوتشر,boucher,73
8922,يهوه,yehova,53
3775,واقعية,vernacular,85
10192,غاما,gama,43
12061,في أى مكان,herhangi bir yere,28
3691,ساخن,scouter,85
10281,شير,shire,42
636,ليشور,lich,99
2674,غدة درقية,tiroid,89
5237,الطاقم الجوي,hava mürettebatı,52
12265,مارشال,marshall,22
6435,الأفارقة,afrikalılar,14
12474,معاهدة,antlaşma,19
2865,أنجليكا,angelica,89
6499,attila.,atlatma,69
7577,سكوتش,i̇skoç,62
3839,عديم اللون,renksiz,85
12446,أدى إلى,yürütüldü,17
8358,ميا,mia,56
2306,مكنسة,süpürge,89
8861,تيفاني,tiffany,53
11484,اجتاحت,süpürme,33
5992,فرس البحر,denizatı,72
10269,البشع,çirkin,39
13982,تطوير,gelişim,10
10367,تات,tatmak,41
6955,لص,hırsız,66
4122,يبيع بطريقة غير شرعية,bootleg,69
11786,السفلي,kalitesiz,30
13462,لينكولن,lincoln,14
4009,بانثيون,panteon,83
4139,شمالا,kuzeye doğru,33
359,محمل,yükleyici,95
137,مسامية,gözenekli,100
9945,حديقة حيوان,hayvanat bahçesi,44
1612,سرير نقال,karyola,88
5230,دوامة,vortex,76
11008,السفارة,elçilik,35
7881,مؤهلات,yeterlik,22
6382,أستاذ,prof,69
198,voyageurs.,yolculuklar,97
361,خطى,ayak izleri,99
14444,واصلت,devam etti,5
13562,شهر,ay,10
12963,جوني,i̇yilik,19
12897,جيمي,jimmy,20
3665,البلاط,ligase,76
12340,محمد,muhammed,26
7504,الرهن العقاري,ipotek,60
11538,منهجي,sistematik,28
9310,مقرها,merkez merkezli,17
564,متوسطة,pullu,99
9975,آلية,mekanizma,20
3000,بشكل ملحوظ,belirgin şekilde,88
3758,بئر,perseus,85
7699,سمكة ذهبية,akvaryum balığı,62
12213,ستيلرز,steeler,26
10053,هولك,hulk,44
1906,مزحة,şakalar,61
4572,السكان,popülasyon,80
6893,تشغيل,raylar,66
6148,جنوة.,genoa,71
9444,كبريت,kükürt,46
12848,متلازمة,sendrom,21
397,snowshoe.,kar ayakkabısı,98
5276,انتبه احذر خذ بالك,bak,76
14487,شهر نوفمبر,kasım,6
2447,عن طريق الخطأ,yanlışlıkla,21
12686,أنيق - مرتب,derli toplu,22
8575,الديكتاتورية,diktatörlük,52
7411,اللاتفية,letonyalı,62
8495,اباتشي,apache,53
10214,الفنلندية,fince,43
14486,ميزة,özellik,10
5344,wildcat.,yaban kedisi,33
9552,مقرفة,hq,48
10412,إحياء,canlanma,33
6618,سايجون,saigon,68
11687,سجل النتائج,pukâs,31
13410,هاري,harry,12
10796,البوذية,budizm,38
5376,shoplifting.,hırsızlık,72
4797,النيوكليوتيد,nükleotit,71
12701,مسرور,memnun,22
1711,بافتا,bafta,94
2746,إبعاد,sınır dışı etme,63
11028,زلزال,quake,36
7208,يؤثر,etkilemek,9
14175,يحفظ,kale,9
2151,أوج,apogee,92
1499,روجان,rogan,95
14080,سمات,özellikler,10
13012,عدل,yapılmamış,19
1525,تشحيم,yağı,95
5338,مكاني,mekânsal,75
2919,كوبورغ,coburg,89
4361,ينتقد,eleştirmek,46
3452,عصيان,itaatsizlik,83
10533,واجهه المستخدم,arayüz,38
11203,فخور,gurur duymak,36
3927,رولاندو,rolando,84
9072,كولونيا,köln,52
3324,بولر,boller,87
8047,الفصائل,fraksiyonlar,44
5513,حدسي,sezgisel,59
4908,غير مجاد غير مجد,plansız,78
12445,سلالة حاكمة,hanedan,24
8489,أرويو,arroyo,55
12629,اسميا,nominal olarak,10
9053,ضباب,pus,49
937,الشيخوف,chekhov,97
5390,شحم,gres,74
8079,كانت,kanton,54
0,النوايا,niyet,7
1909,بلهفة,hevesle,93
3286,الأعصاب,sinirler,52
13336,أوكلاهوما,oklahoma,15
13030,انضم,katılmış,11
1646,مونتيسوري,montessori,94
2437,محفر,topaklı,91
1943,هدوء مؤقت,sükunet,90
7000,المفاصل,knuckles,62
8308,النازيين,naziler,24
2498,بالوما,paloma,90
13104,في داخل,içeri,17
10839,أجر,dedin,38
1822,stiles.,taşlar,91
10599,rn.,riyak,40
14351,شروط,koşullar,9
10753,شان,chan,38
10561,بيانو,piyano,40
14069,قانون,kanun,8
14363,روبرت,robert,11
7668,نشأه,başlama,62
229,تشتت,dağılım,46
11828,في الخارج,dış,30
2642,علاج بالمواد الطبيعية,homeopati,90
13690,مال,para,12
13944,يورك,york,8
13607,متصفح,tarayıcı,12
3326,خلاصات,sendikasyon,55
5962,reenstate.,eski durumuna getir,42
6873,غان,gan,66
4430,سونج,cheung,81
4207,يكافئ,tazmin etmek,42
683,الأعلاف,yem,98
4949,الأناركية,anarşizm,75
13551,عنى,anlamına gelen,13
3538,تفكيك,inmek,79
7293,infrickible.,kırılabilir,63
13810,هو - هي,bt,5
12183,الانتحار,intihar,26
4683,مكافآت,bonuslar,79
4464,أوراسيان,avrasyacı,80
13111,س:,q,18
1847,منحرف,askew,93
13715,حداد,smith,12
8608,الشيعة,shia,55
3686,تلفيق,yapılışı,40
13021,شرير,fenalık,19
222,الأضواء الكاشفة,floodlights,97
2650,crypto.,kripto,90
1608,أفقيا,yatay olarak,56
10292,الصورة الرمزية,avatar,42
10309,مصحوبة,eşlik eden,19
6412,مذكرة,hatıra,68
1606,الفزع,dehşet,85
7120,trebuchet.,mancınık,65
9237,قطران,katran,50
10453,زاك,zack,41
11367,شوكولاتة,çikolata,34
2233,لاعبي الغولف,golfçüler,71
7167,كاريوكا,carioca,64
3144,مجرفة,çapa,86
