ID,ARABE,SPAIN,INTERVAL
4377,streamlined.,optimizado,71
2339,سايبورغ,cyborg,88
9325,صمغ,goma,48
9945,حديقة حيوان,zoo,44
4411,راني,rani,81
6800,ماي,mae,66
2431,هياة,tacos,91
10549,يتناول الطعام,comiendo,15
14181,ثالث,tercero,8
5332,المحاور,ejes,47
2080,ثوم,ajo,92
13220,المتقدمة,desarrollado,11
7464,لينينغراد,leningrado,62
11693,الرابع عشر,decimocuarto,31
14066,وأضاف,agregado,5
7511,المدعي العام,fiscal,51
4434,حثالة,escoria,80
3913,يوم القيامة,día del juicio final,84
9681,مدينة البندقية,venecia,47
8167,الداخلين,participantes,52
1383,غير عضوي,inorgánico,96
14365,رجال,hombres,9
14433,عمولة,comisión,19
3656,طقان,tucán,85
5027,نبوءة,profecía,69
1925,دون,donne,93
5602,اسم الملف,nombre del archivo,73
12342,غينيا,guinea,24
11394,غرفة,cámara,26
4155,الافعى,víbora,67
11748,مختصرا,conciso,30
11089,اخو الام,tío,37
8649,أبعاد,dimensiones,41
5705,راوي,narrador,54
135,كاسترد,lactoso,100
13444,بداية,comenzando,12
11558,قيفة,cascarón,26
1457,تابور,tabor,94
10380,هيلاري,hilary,38
13363,لبنان,líbano,15
1429,أيس,yer,95
11750,مصرية,egipcio,28
1027,losid.,plácido,97
13671,شمالي,del norte,12
13563,مبني,construido,13
11668,فيرنون,vernón,31
8915,بينج,silbido,52
2042,سود.,sud,90
9468,با,licenciado en letras,46
5021,موعظ,supuesto,64
4230,الرئوية,pulmonar,82
9241,لا رجال,no hombre,50
10852,البنية الاساسية,infraestructura,38
8884,نجاعة,eficiencia,35
4817,بورتمان,portman,79
2233,لاعبي الغولف,golfistas,71
12788,وافر,fa,21
1723,ثني,elogiar,56
11684,الساقين,piernas,18
10539,عقيدة,doctrina,38
3016,كورونادو,coronado,88
2259,الألياف الزجاجية,fibra de vidrio,91
4658,لا محالة,inevitablemente,51
9920,hoary,canoso,45
5023,في اتجاه عقارب الساعة,agujas del reloj,77
9105,دمية,osito de peluche,51
1059,enforcer.,ejecutar,28
4685,برودي,brodie,79
13518,الأسفل,fondo,13
9067,دالتون,dalton,52
1204,قصب السكر,caña de azúcar,96
6865,ممانع,reacio,61
2113,التعري,estriptís,92
2342,المعكرونة,fideos,64
12795,سيدة,dama,21
12465,شباب,juventud,23
928,البسمات,bismuto,97
14277,تسويق,marketing,13
9583,جنة,paraíso,48
9460,فيد,fidel,44
5124,وظيفة محترمة,ciruela,76
6262,لوكي,loki,70
11858,المرتفعات,alturas,22
12569,طائرات,chorros,19
3925,قواد,gu,84
1479,كاجايان,cagayan,95
12855,طبي,médico,20
1805,كارفور,carrefour,93
7946,بالجملة,venta al por mayor,60
4563,جزازة,cortacésped,75
5682,حلمة الثدي,pezón,68
14167,عائلة,familia,12
7072,إعادة تحميل,recargar,54
10131,يلوي,doblar,40
4391,قناة مائية,acueducto,81
13183,نشر,desplegado,13
13285,سابعا,séptimo,16
8747,البلد الام,patria,54
14249,أموال,fondos,22
5098,دبلوماسي,diplomático,34
568,الاختلاط,travestismo,99
12214,تصحيحات,correcciones,9
10956,جزر الهند,indies,24
12955,يهودي,judío,19
13814,سوف,voluntad,5
4661,بقع,parches,30
3929,المظلات,parasangs,82
8614,الساموراي,samurai,55
12502,الحضاري,urbano,23
6218,بظر,clítoris,71
9740,يصب,verter,39
14080,سمات,características,10
6937,الكتب المدرسية,libro de texto,52
11260,طين,arcilla,35
14487,شهر نوفمبر,noviembre,6
1678,باتوتا,battuta,94
4721,منتصف الموسم,temporada media,79
13405,كرة القدم الامريكية,rugby,15
9160,وا,wha,51
10202,عيد الشكر,acción de gracias,43
12073,الجاسوس,espiar,26
5797,أشباه الموصلات,semiconductor,69
7977,عقدة,nudo,28
2652,زرزور,estornino,90
12359,تشاد,chad,25
1177,nco.,suboficial,96
8863,ودي,leñoso,52
7781,إزهار,florecer,59
2681,كيتون,cetona,80
8293,حماس,entusiasmo,57
8558,لا معنى له,sin sentido,55
11892,الاتفاقيات,convenciones,13
6899,neptunian.,neptúnico,66
3071,سيولي سايد,en los estados unidos,88
6280,يشب,jaspe,69
7688,زو,zozo,62
9411,حصيرة,estera,38
4765,رم,ron,79
4529,بوروس,burroughes,80
9126,ديناميت,dinamita,51
12923,وعلاوة على ذلك,es más,20
93,المعالجات الدقيقة,microprocesadores,75
6051,قوان,guan,72
14088,هنا,aquí,5
10257,كف، نخلة,palma,39
2224,كايف,encanto,91
11076,الموسيقيين,músicos,22
12467,الحد الأدنى,mínimo,24
2406,المعاد الاجتماعي,antisocial,91
4726,تراكم,reserva,76
1226,كاباريت,cabaret,96
6497,أرخبيل,archipiélago,69
10242,قروي,rural,43
2882,محفوف بالمخاطر,arriesgado,88
1643,شولوم,sholom,94
7530,نافع,beneficioso,62
3208,حيوية,enérgico,83
544,ديوكسين,dioxina,99
11868,خزانة,gabinete,29
6810,warthog.,jabalí,66
14110,أتى,vino,11
8185,سندريلا,cenicienta,58
11006,محبوب الجماهير,ídolo,36
1206,الجرب,sarna,96
14468,يريد,quiere,5
3924,ثندربيرد.,thunderbird,84
1621,البوليسترين,poliestireno,94
2716,ابتزاز,chantaje,84
9440,ماو,mao,49
13971,معدل,tasa,7
6741,درج,escalera,63
8128,غير متوفره,indisponible,57
13057,وشركة,c ª,18
9850,هرقل,hércules,46
9803,الأهم من ذلك,en tono rimbombante,46
9752,سونغ,cantado,46
11318,مارغريت,margaret,35
3140,سيراميك,cerámico,79
8249,الضرائب,impuestos,24
8247,بندق,tuerca,44
10721,كرسي,silla,34
11377,اعترف,aceptado,24
2185,المغمورة,sumergido,88
8478,قلم,lápiz,54
1167,الفص,lóbulo,88
994,سلاف,eslavos,89
4564,ضلوع,costillas,62
5724,شعوذة,malabares,72
978,المدرسة الثانوية,escuela secundaria,97
8927,بحار,marinero,39
9927,اريد,querer,45
12803,سكة حديدية,ferrocarril,19
9662,إيفيل,eiffel,47
2311,إزعاج,molestar,21
7591,مزدحم,atestado,18
7926,الحيوانات المنوية,esperma,60
525,كهربة,electrificación,99
8173,محتشم,modesto,58
11730,أثيوبيا,etiopía,31
412,بيريتا,beretta,100
1701,بلانكا,blanca,94
223,كييلر,keeler,100
13958,شهور,meses,10
3024,مهر,lehr,88
2543,المسطح,aplanado,85
845,تخمة,exceso,96
11994,موسع,expandido,16
7944,مغبر,polvoriento,60
9347,منفى,exilio,42
6902,تحطمها,estrellarse,16
12324,كولومبوس,colón,26
7486,يبارك,bendecir,45
6673,علم الأعداد,numerología,66
10472,اليهودية,judaísmo,41
10216,مصداقية,credibilidad,25
2917,تشيبا,chiba,88
2273,ويسلر,whistler,91
12696,نمط,patrón,20
7594,جد,abuelo,61
12318,فالتر,walter,26
14146,اسم,nombre,6
1540,تربية الأحياء المائية,acuicultura,95
11058,هيو,hugh,37
5162,المشترك,abonado,54
11487,الدفاع,defender,14
4820,سلف,antecesores,46
187,الرافد,afluente,90
4170,جونتleلت,guantelete,82
13021,شرير,mal,19
3448,سكل,doguillo,82
1708,مبتغى,codiciado,91
48,ماتي,matti,100
642,مشلول,paralizado,93
4007,مخرف,devasionado,77
14366,سبعة,siete,10
14428,يدعم,soporte,8
13219,دوغلاس,douglas,17
7742,جوقة,coro,61
1584,مشتعل,ardiendo,94
3691,ساخن,scouter,85
8415,تعصب,perjudicar,53
8771,أفعال,andanzas,49
13662,خسارة,pérdida,10
2595,تنوير,iluminar,47
14164,يصنع,marcas,5
9368,أنفسنا,nosotros mismos,49
12787,كينت,kent,21
12792,لطف,lp,21
884,godspeed.,buena suerte,97
6598,تامي,tammy,68
4544,deface.,desfigurar,53
3873,مشاة,peatonal,77
3228,الإهمال,negligencia,67
12395,تراب,polvo,25
10908,بستان,arboleda,37
11126,متستر,furtivo,37
12975,متقاعد,retirado,14
1945,فيرمي,fermi,93
723,كورسو,corso,98
12725,طار,voló,22
4733,أروع,más fresco,79
5640,هيت,hetero,74
12943,ملك من,cuyo,20
6694,ميرلين,esmerejón,67
8037,خفة,ingenio,23
2913,بامباس,pampa,85
11352,عدد عشري,decimal,31
4334,منصة الإطلاق,lanzacohetes,63
13459,قوي,fuerte,14
13557,عير,al otro lado de,13
503,كريست,bautizado,90
9258,مسبار,investigacion,45
8500,مقرف,desagradable,55
13966,يحتاج,necesidad,6
9862,مأساة,tragedia,44
11276,ثعبان,serpiente,32
13874,هناك,allá,5
6852,تسريح,desmovilización,53
2674,غدة درقية,tiroides,88
5937,جورج,garganta,54
5457,اعتقد,cree,75
278,أرض المعارض,recinto ferial,98
14192,متفق,acordado,11
13191,جملة,oración,12
1254,وقح,desvergonzado,96
147,الفقراء,empobrecido,99
5644,الفالتز,vals,68
13350,سرعة,velocidad,14
12379,وزن,peso,24
9396,سور,valla,39
1777,الغيرة,celos,90
11205,مانغا,manga,36
11822,ساعود,beingo,30
13326,انتشر,hora,13
11436,قصب,junco,33
3767,المبحرة,crucero,36
4707,تراكمي,acumulativo,76
6806,ميك أب,maquillaje,66
14107,عام,general,8
11512,هاردي,resistente,31
6400,ثأر,vendetta,69
6397,سريع التبخر,fugitivo,57
6579,كيبور,kipur,68
11749,صحة,exactitud,31
12471,بعض الشيء,levemente,24
4512,نوبة,frenesí,77
2429,anc.,congreso nacional africano,91
12989,سمع,oyó,19
1752,إيدج,ide,77
8366,مناورة,maniobra,43
13706,متوقع,previsto,11
5482,حريق متعمد,incendio provocado,74
10570,بشكل منتظم,regularmente,40
1416,حبوب الدواء,píldoras,58
8934,راندال,randall,53
6767,شاهد عيان,testigo ocular,58
8452,yarder,endefermo,56
11603,افتراضية,virtual,25
12212,كولين,colin,27
14216,الاستخدامات,usos,5
10190,كليا,en total,43
761,السريانية,siríaco,98
3245,عاجزة,agonista,79
10054,معكرونة,espaguetis,44
10931,العتاد,material bélico,38
4924,ناتال,natal,78
1518,malleus,maleo,95
10866,انخفاض,disminución,14
13477,فيلادلفيا,filadelfia,14
10911,الكلاب,perros,8
9948,اليساري,lefty,45
12565,إثبات,probar,15
4015,شارلوتسفيل,charlottesville,83
12972,العدو,enemigo,18
10282,ديربيشاير,derbyshire,42
9801,توي,toi,46
3611,الانهيار,fusión de un reactor,84
11705,إسحاق,isaac,31
11641,تمرد,rebelión,31
12936,ميناء,puerto,19
10983,ألقيت,arrojado,38
4266,بريموس,hornillo de camping,82
1618,بازلت حجر بركاني,basalto,92
12429,اليتيم,huérfano,23
5246,بيكارد,picardía,76
11039,مستعمرة,colonia,21
8150,لاعبا اساسيا,accesorio,43
8127,المطربين,cantantes,19
2670,المنغنيز,manganeso,90
1871,بطلاقة,fluido,93
1753,zenith.,cenit,93
6189,في الوقت الحاضر,hoy en día,71
14001,عدد قليل,pocos,6
3196,إسلام,isla,34
6603,الأثير,éter,63
9631,شابمان,chapman,48
12397,استطلاع,reconocimiento,25
10085,بارتون,bartón,44
9738,الصمت,silencio,41
13879,الآن,ahora,7
413,الشرك,politeísmo,100
12685,جوا,aerotransportado,22
11238,يقبض على,arrestar,18
4353,ميجي,meiji,81
5101,متعدد الحدود,polinomio,71
12316,هنتر,cazador,24
3017,تجويف,cavidad,88
10791,أربعة عشرة,catorce,38
8980,ثمانون,ochenta,49
13995,كبير,grande,7
8316,المجمدة,congelado,57
4622,أكل لحوم البشر.,canibalismo,64
6271,غير حصين,vulnerable,63
1638,الموجه,timón,92
8701,ripper.,destripador,54
14323,جودة,calidad,9
7531,البالستيسي,balístico,52
6840,وزن ثقيل,de peso pesado,65
10966,جيتيسبيرغ,gettysburg,38
4639,وخز,picazón,80
5733,تشيا,chia,73
8416,أوريون,orión,56
3014,باتريس,patrice,88
10179,ماليك,malika,43
14325,مجال الاتصالات,comunicación,8
13491,يحتمل,potencialmente,12
9470,معزول,aislado,41
5703,صدم,protuberancia,54
8982,جزيئي,molecular,52
12118,دودجرز,dodgers,25
3432,جلطه,infarto,85
8572,بلك,blk,55
5567,قابل للكسر,frágil,73
6504,معدل الذكاء,iq,69
10098,شرجي,anal,44
13255,طاولة مكتب,escritorio,16
13036,يرمي,lanzar,19
6183,كارتل,cartel,66
12845,الوقود,gasolina,20
1846,الخزائن,erario,93
10026,وسب,weber,44
9050,لشبونة,lisboa,52
10073,أوقية,onz,44
7006,acyl.,acilo,65
5251,لبن,lr,76
6318,ردفان,nalgas,68
6163,إعادة تأهيل,rehabilitación,63
5193,الهلوسة,alucinógeno,69
950,ألدرين,aldrin,97
1867,هيدروستاتيكي,hidrostático,93
11653,ملكية,propiedad,32
11137,فيلا,villa,36
10589,صقيع,escarcha,38
11704,كره ارضيه,globo,31
9806,يختار، يقرر,optar,36
5681,ثنائي القطب,bipolar,73
11946,أعربت,expresado,15
7239,الكونفوشيوسية,confucionismo,63
14411,وظائف,trabajos,16
7447,دخر,durry,63
9016,أوركسترا,orquesta,51
3698,أسفل,hacia abajo,46
3438,زهرة الأوركيد,orquídea,86
6921,كلب,sabueso,61
8430,بولوك,pollock,56
8631,عدس,cordero,51
8341,اللوحة القماشية,lienzo,57
13297,ذهبي,dorado,16
1748,اليديشية,yídish,93
12464,ملصق,póster,22
8970,قافلة,convoy,47
13978,يوم,día,6
9029,سيبيريا,siberiano,51
14140,محتمل,probable,5
10185,جوشوا,josué,43
13790,التلفاز,televisión,11
13857,بعد,después,5
11065,بلوتو,plutón,37
11346,ألبانيا,albania,35
11081,ازم,obsesionado,34
13399,الحار,caliente,15
2271,فولسوم,folsom,91
11398,الترمس,lupino,34
13208,شعاع,rayo,16
14443,مخلوق,creado,5
11211,فيرمونت,vermont,35
730,الرسغ,de mano,98
12011,نيوكاسل,newcastle,28
13440,ما من أي وقت مضى,lo que,14
12169,ماجستير,mamá,25
13409,منصب,dic,15
4636,مالارد,pato real,79
8828,تاو,tau,54
12707,حصاة,roca,19
5891,الديناصورات,dinosaurios,51
727,الليتورجري,litúrgico,96
1441,الآرامية,arameo,95
4653,وجهة نظر,punto de vista,79
9582,مارثا,martha,48
8712,الهامستر,hámster,54
7537,بورن,bourne,62
746,الماوي,maoísta,93
8757,موزارت,mozar,54
7449,ريس,rees,58
11934,جامايكا,jamaica,29
2904,إينفيرنيس,inverness,88
11145,حورية البحر,sirena,36
8412,الجاذبية,gravitación,48
10191,متوتر,nervioso,43
6019,تسود,prevalecer,41
10799,الخصائص,propiedades,19
2084,دوني,dhoni,92
9303,لينين,lenin,48
5217,تريستان,tristan,76
142,ملاك الأراضي,terratenientes,93
12385,هتلر,hitler,25
5504,مصارعة الثيران,toreo,74
573,نيتريك,nítrico,99
11711,أوليفر,oliver,27
11083,الاعتبار,consideración,21
14339,يعتبر,consideró,5
12656,هنغاريا,hungría,23
10457,أمستردام,amsterdam,41
10769,راكب,pasajero,28
9922,السيدة,señora,11
11621,إختصار,tele,32
4160,ذو علاقة بالحمية,dietético,82
6032,دلالة,firmificado,45
1927,الميثانول,metanol,93
10741,جمعت,reunido,25
6420,هودج,hodge,69
3770,طائر,birdman,84
10340,إبهام,pulgar,41
2133,جيشا,geisha,91
12948,نفاية,chatarra,20
8708,التسلق,escalada,28
1496,هف,hf,95
3323,بينتو,caballo pinto,87
789,هاجيس,haggis,98
13697,ستيفن,stephen,12
7242,الميلامين,melamina,64
6328,عضو الكونغرس,congresista,70
569,كيندو,kendo,99
6843,جواز سفر,pasaporte,61
12516,المدنيين,civiles,17
13292,الأردن,jordán,16
14241,قائمة,lista,6
12484,الإحصاء,estadísticas,21
5000,مضلع,polígono,69
6537,بروديدج,cool,69
539,أنتيبولو,antipolo,99
6650,صالحة للاستعمال,usable,65
11791,تشيكوسلوفاكيا,checoslovaquia,30
4762,زمالة,compañerismo,78
1779,شيراتون,sheraton,93
7963,تقليم,podar,42
8633,الفظ,morsa,55
13395,اللون,color,12
1406,متأخرا,tardío,95
8121,مندوب,delegar,26
12605,تايلاند,tailandia,23
10778,ريفي,provincial,38
13000,كيرنز,mojador,19
277,سيارات السيدان,sedanes,49
7863,سجق,embutido,56
1475,ماسيدون,macedón,95
8370,الخلوية,celular,57
1147,diehard.,intransigente,96
9569,نهب,estola,48
1060,ملاعق,cucharas,52
10366,مثليه,lésbico,40
14118,منح,dado,10
3959,كستناء,castaña,82
5147,سرفانتس,cervantes,77
9262,مصارع,luchador,43
6101,الارتكاز,focal,71
13172,نوفمبر,nov,17
4119,افا,ava,82
1119,التحليل الكهربائي,electrólisis,96
3199,سيليست,celeste,88
83,سلي,manchar,99
8699,قسمة,prorrateo,54
10712,كارنيجي,carnegie,39
11393,قوس,arco,33
8811,الكبد,hígado,53
12954,فضة,plata,19
8383,ميليسا,toronjil,57
12248,مكان ما,algun lado,26
12541,عطلة نهاية الاسبوع,fin de semana,22
8810,بول,pol,54
13334,ه,ho,15
11736,بيري,sidra de pera,31
557,اللاهوائي,anaerobico,99
12852,غابة,bosque,19
3149,قندلفت,sacristán,88
2011,خيبة أمل,decepcionar,31
10008,خط الطول,meridiano,44
