ID,HINDI,SPAIN,INTERVAL
2397,स्वास्थ्य के लिए ठीक नहीं,antideportivo,90
9926,अल्पाइन,alpino,43
6182,पालक,espinacas,69
8505,रोमनी,romney,54
9729,उन्नीस,diecinueve,45
6128,विष,veneno,67
1080,विन्यास,configuraciones,46
12655,मैं हूँ,yo soy,22
12414,आज़ादी से,libremente,24
13333,यथोचित,razonablemente,6
11983,नागरिकों,los ciudadanos,23
10150,स्केटबोर्डिंग,patineta,29
1378,बेलुगा,beluga,95
6549,ओसीए,oca,67
5276,बाहर देखो,estar atento,74
7549,गरमी का मध्य,pleno verano,61
7262,स्टेला,stella,62
7525,तोड़ने वाला,interruptor automático,48
740,बीजगण्यवादी,algebraist,98
6609,वंशावली,ascendencia,65
4881,नाइट क्लब,club nocturno,70
10307,पो,poe,41
6572,पहले ही,antemano,67
13670,मामले,condiciones,8
6250,डूबता हुआ,ahogo,48
218,नाइट्रोफेनॉल,nitrophenol,100
14247,बल,fuerza,7
13764,असली,verdadero,11
9355,वोंग,wong,48
3578,विचारक,teórico,56
12809,पोरौटी,almiar,20
9390,प्रतिवाद करनेवाला,protestante,13
8457,फ़्रिट्ज़,fritz,54
10542,रॉडने,rodney,39
7349,आवंटन,asignación,26
13899,अधिकता,mucho,8
4622,नरमांस-भक्षण,canibalismo,62
10000,ओम,om,42
8956,सैक्रामेंटो,sacramento,51
2777,बुमेर,boomer,86
9899,घुमंतू,vagabundo,32
8345,साला,salsa,55
10322,मना करना,burra,38
11478,अल्फ्रेड,alfredo,32
4140,कंजर,beduino,76
12704,सीनेटरों,senadores,13
2857,न सुलझा हुआ,no resuelto,87
3589,मोटरसाइकिलें,motocicletas,25
6450,अभियोक्ता,cargador,29
1419,प्रत्यायन,acreditación,63
4105,सकाई,sakai,82
13049,लूना,luna,18
13069,व्याकरण का,gramático,17
7241,डुबोना,remojar,58
12920,क्यूबेक,quebec,19
4939,कैनन का,canónico,36
3695,प्रसुप्त,latente,84
5180,प्रेम,premontado,75
3482,बढ़े,engrandecido,50
10481,पीपी,páginas,39
4182,ब्रह्मस,brahs,77
3488,केलिप्सो,calipso,85
11563,महानगर,metropolitano,31
12774,दक्षिण-पूर्व,sureste,21
3558,मध्यस्थता,mediado,25
11140,भार,carga,21
10033,गोरिल्ला,gorila,42
9886,ग्रीको,greco,44
12889,दिल,corazón,15
13264,मेरी,maría,14
14215,प्रभाव,efecto,10
6159,दरार,grieta,67
6456,बंगाली,bengalí,67
7322,वनस्पति,flora,62
165,पर कार्यवाही,actón,100
4554,प्रोमेथियस,prometeo,79
4860,गिलोटिन,guillotina,78
3309,जीवविज्ञानी,biólogo,73
14004,जा रहा है,yendo,7
8544,वेलर,pozo,54
7016,रीव्स,reeva,54
4260,मीनोट,minot,81
8663,गाड़ी,vagón,46
3387,शिलालेख,inscripciones,66
13725,नियमित,regular,12
12481,कांच,vidrio,21
2649,बरगंडी,borgoña,89
8234,झुकाव,propensión,43
10249,एप्सिलॉन,epsilón,41
5973,मेटर,mater,70
5642,अमोनियम,amonio,72
11638,मर्फी,murphy,31
7152,वायु तरंगों,ondas,62
2603,उपेक्षा करना,menospreciar,70
5245,चूहादानी,ratonera,75
1747,धड़,torso,92
10574,नेपच्यून,neptuno,38
1034,रोनिन,ronin,97
10121,बेलन,rodillo,41
14277,विपणन,marketing,12
12813,एसी,c.a,20
484,माता-पिता,paternidad,99
12487,न्याय,justicia,22
13718,नदी,río,11
1868,टकराने,chocho,42
1950,बिंगो,bingo,92
9530,जिनेवा,ginebra,47
10632,रिक्टर,richter,38
6919,रैप्टर,raptor,45
9166,भेदभाव,discriminación,44
5864,निवेशकों,inversores,62
1698,समुद्री सिवार,algas marinas,94
6380,स्पेक्ट्रल,espectral,67
1680,जैनवाद,jainismo,94
223,कीलर,keeler,100
6278,होरी,horry,69
4281,गवाही देना,testificar,57
11143,लेज़र,láser,34
2923,तिहरा,triplicar,88
14187,जारी रखना,continuar,5
6558,अनुशासनात्मक,disciplinario,67
12011,न्यूकासल,newcastle,27
9415,काल्पनिक,imaginario,47
8624,हरपीज,herpes,53
2411,नेक,nek,90
11978,बिन्यामीन,benjamín,28
764,मैंक्स,de la isla de man,98
12438,बैरी,barry,24
12948,कचरा,chatarra,19
1393,पेनी,penney,95
2244,टैसास,tarso,91
6973,ताहिती,tahiti,64
8307,छाता,paraguas,54
5697,मीथेन,metano,72
1843,मराठा,maratha,93
9056,मोजाम्बिक,mozambique,50
14252,सर्वर,servidor,6
10640,पूर्व मौसम,pretemporada,38
13488,टिम,tim,13
6097,मौ,mau,70
3782,कैंटर,cantor,84
7122,sirloin,solomillo,63
13291,राष्ट्र,nación,7
7607,गैलीली,galilei,60
7355,सेरिब्रल,cerebral,62
3544,हॉकिंग,hocking,76
1644,असाधारण ढंग से,extraordinariamente,94
12212,कॉलिन,colin,26
7075,वैधता,legitimidad,63
1766,रसोई की किताब,libro de cocina,88
3871,बुरी,terriblemente,48
3507,फियोंगयांग,pyongyang,85
8482,अनाज,grano,48
13390,खाना,comida,14
12674,होटल,hotel,20
2089,असंबद्ध,no involucrado,92
2573,शोलर,shoaler,90
13013,फैशन,moda,16
1860,मुशर,muser,72
14163,अनुसंधान,investigación,10
13186,विदेश,extranjero,16
5901,अनैच्छिक,involuntario,62
1942,लाजास्र्स,lázaro,92
12727,एफसी,fc,21
9381,हास्य अभिनेता,cómico,45
5888,उल्का,meteorito,67
6957,चुपके,sigilo,64
10648,ऑप्टिकल,óptico,34
2812,तकरार,altercado,86
7216,पोस्तीन का,peludo,62
11990,बेकार,desperdicio,21
244,खाद्य,comestible,97
12917,अपरिवर्तित,no referenciado,19
420,कीलाकार,cuneiforme,100
3,बेढब,amorfo,100
8238,बेल,bel,56
7816,पुनः जांच करें,volver a comprobar,58
712,लिखा नहीं,no escrito,98
12317,पदक,medallas,14
9091,फिर से शामिल हो,reincorporado,40
12588,अल्बर्ट,albert,22
9074,छितरा हुआ,dispersado,44
11243,फिल्टर,filtrar,30
8881,पुलित्जर,pulitzer,51
13249,शाहराह,pista de carreras,16
12001,भुगतान किया है,pagado,27
12384,विषय,sub,23
1425,सिंथेसाइज़र,sintetizador,41
6932,वर्जिल,virgil,64
5202,शौर्य,galantería,75
9634,टेलीफोन,tel,46
12264,कार्बन,carbón,24
4609,क्लैड,revestido,76
4063,किलीन,killeen,82
3095,टॉर्कः,esfuerzo de torsión,87
12044,मिलवौकी,milwaukee,27
13989,कार्यक्रमों,programas,11
10067,पत्रकारों,periodistas,28
4793,समरूपता,simetría,76
8185,सिंडरेला,cenicienta,56
11128,वितरित,repartido,19
13490,विचार,idea,12
9366,वोल्टा,volta,48
5307,फिलिपो,filippo,75
9296,फ्लिप,dar la vuelta,40
10729,वर्णन,narrativa,37
12277,जगा,jaga,25
467,पूछताछ,preguntar,68
2081,कटु,amargamente,92
7455,स्टीरियो,estéreo,61
14323,गुणवत्ता,calidad,8
13807,हैं,son,5
8470,ब्रेक अवे,separarse,54
13240,मिसौरी,misuri,16
4445,अग्रभूमि,primer plano,80
86,हल,arado,87
4826,बेतहाशा,salvajemente,78
14263,टी,t,5
11815,मैकडॉनल्ड्स,mcdonald,29
13991,व्यापार,comercio,12
2014,मोहक,tentador,64
6628,डेसकार्टेस,descartes,66
8326,विषैला,tóxico,44
8850,इच्छुक,inclinado,40
11304,अंततः,por último,34
12926,धनी,rico,19
7797,उसके,del mismo,59
11816,जालसाजी,falsificación,26
3060,कोणीय,angular,87
2107,गोलीबारी,fuego cruzado,92
11899,मीटर की दूरी पर,metros,24
72,शेखी,jactancia,55
1632,सम्मोहन,hipnosis,94
4364,सीएससी,csc,80
5215,पोस्टकार्ड,tarjeta postal,70
4225,तांता,afluencia,81
12912,निगम,corporación,15
8094,pregame,prejuicio,57
2464,फ्रीलांस,lanza libre,83
2841,लाड़ प्यार करना,cocker,87
5630,ध्यान से देखने से,notablemente,24
14419,दिखाता है,espectáculos,7
6565,स्माइली,smiley,67
10633,मिनीपोलिस,minneapolis,38
2110,खड़ाऊँ,zueco,88
2269,वेल्क्रो,velcro,91
12297,जैव,bio,24
8806,स्पॉइलर,revelación,40
6962,अखरोट,nuez,63
9114,अप्रयुक्त,no usado,46
5602,फ़ाइल का नाम,nombre del archivo,72
11403,विशेषज्ञ,experto,24
12899,फुटबॉल,fútbol,19
11248,अनंतता,infinito,34
5101,बहुपद,polinomio,70
14079,बनना,convertirse,7
7968,माइक्रोवेव,microondas,58
876,कीटाणुओं,gérmenes,77
12815,रिपब्लिकन,republicano,18
8783,चादर,sábana,41
11456,बगदाद,bagdad,32
6533,वकालत,abogacía,67
2655,पठान,patán,89
13724,थॉमस,thomas,12
6485,पिछड़ा,hacia atrás,48
9587,पैंट,pantalones,46
4041,गॉस,gauss,82
13097,श्रेणियाँ,categorías,6
10200,भित्ति चित्र,pintada,41
7763,टीबी,tuberculosis,53
8676,आकस्मिक,contingente,38
7687,मकाओ,macao,60
9066,सार,sinopsis,50
9905,आक्रामक,agresivo,33
789,हैगिस,haggis,98
8747,मातृभूमि,patria,52
4668,कुलीनता,nobleza,78
3554,ओमनी,omni,85
10167,केक,pastel,39
3446,बोरा,bora,80
9221,कारमेन,carmen,49
2222,दालचीनी,canela,91
9479,प्रोटोटाइप,prototipo,38
5334,प्रोपेन,propano,74
6700,मानहानि,insultos,55
10203,परमाणु,átomo,25
11413,रोलिंग,laminación,17
9325,गम,goma,46
7485,और गहरा,más adentro,61
3942,शोषित,explotado,40
13948,उसे,a él,9
8164,शिंशुमार,marsopa,56
2217,असममितीय,asimétrico,86
8581,जहाज के मलबे,naufragio,44
12961,पीला,amarillo,19
1432,एनएवी,navegante,95
12061,कहीं भी,en cualquier sitio,27
12098,अपरिवर्तनवादी,conservador,21
12045,लोकोमोटिव,locomotora,18
1910,वीवी,vv,92
5366,निवर्तमान,extrovertido,74
2062,वूस्टर,wooster,92
9569,चुराई,estola,46
4629,एस्ट्राडा,estrada,79
1506,तत्वावधान,égida,95
2066,लौंडेबाज़ी,sodomía,92
9112,शंकु,cono,48
8410,मोम,cera,50
8229,आधिकारिक,autoritario,54
539,एंटिपोलो,antipolo,99
13212,स्पष्टतः,obviamente,16
12630,सुविधा,instalaciones,18
6865,अनिच्छुक,reacio,59
7267,लीमेरिक,quintilla cómica,62
6682,खड़ी,empinado,63
14374,दिसंबर,diciembre,6
4642,बदकिस्मत,desafortunado,79
5239,लन,ln,75
3647,जिंग,jing,85
10499,होल्डेन,holden,39
5552,सिस्टिन,estima,73
2024,द्वेष,malicia,89
5658,अंजीर,higo,69
9563,एलजी,lg,46
8784,अंतरिक्ष यान,astronave,52
10013,उदासीन,malhumorado,43
11087,सेंसर,censurado,25
348,देवल,deval,95
