ID,HINDI,DEUTSCH,INTERVAL
12306,फिलिस्तीन,palästina,24
13209,जूनियर,junior,15
196,विटवर्थ,whitworth.,100
5892,सराहनीय,verdienstvoll,71
4373,क्रियाविधि,methodik,71
11182,स्टीपलचेज़,hindernislauf,34
8611,ड्रिल,bohren,40
8886,आचार्य,acharya.,51
6435,अफ्रीकियों,afrikaner,13
5143,होमोफोबिया,homophobie,75
10209,शर्त,wette,35
10102,प्रेम प्रसंगयुक्त,romantisch,40
13350,स्पीड,geschwindigkeit,14
9928,आगामी,bevorstehende,43
1717,पाइरीडोन,pyridon,94
2709,भड़का,flared,54
5733,चिया,chia,72
10275,ओटो,otto,40
14049,हाल ही का,jüngste,5
3428,popsicle,eis am stiel,86
3394,परिवर्णी शब्द,akronyme,58
921,वसूली,beschaffung,77
2881,जुबा,juba,88
11767,चोट,schaden,12
10448,हेलसिंकी,helsinki,39
2867,जहाज़ के बाहर,über bord,88
6395,पाखंडी,güte,62
1569,वरुण,varuna,94
11465,प्रतिनिधित्व,darstellung,29
8662,बीजान्टिन,byzantinisch,52
14431,मॉडल,modelle,12
12586,मलेशिया,malaysia,22
7316,पशुओं का चारा,hover.,62
8327,अभिविन्यास,orientierung,30
10609,पूर्वोत्तर,nordosten,38
525,विद्युतीकरण,elektrifizierung,99
4482,टैट,in der lage sind?,79
10550,खोज एवं बचाव,sar,38
13393,को पूरा करती है,trifft,9
2893,शेटलैंड,shetland,88
13135,आधुनिक,modern,16
13352,समिति,ausschuss,14
12387,ईपी,ep,24
9667,झरना,brunnen,44
2601,ग्रैड,grad,85
10585,सघन,kompakt,35
2251,रेडियोकार्बन,radiocarbon,91
3779,कीट्स,keats.,82
5734,रैंचो,rancho.,72
5816,बचा जाता है,vermeidet,6
14042,की घोषणा की,angekündigt,12
6998,चूसने की मिठाई,lutscher,62
11362,लंकाशायर,lancashire.,33
108,अग्निशामक,feuerwehrmann,100
3337,वेस्टफेलिया,westfalen,86
7656,चिको,chico,60
3776,बाहर निकलने,enden,16
11433,अजेय,ungeschlagen,32
5709,हेत्वाभास,irrtum,61
1420,लम्बी,brumbum,82
11758,गर्मी देने,erwärmen,22
3984,एथेन्स् का दुर्ग,akropolis,82
1681,बच्चों की दवा करने की विद्या,pädiatrie,92
14469,दस्तावेज़,dokumentieren,12
7492,बेहोश,bewusstlos,56
4457,अंगुली की छाप,fingerabdruck,62
13503,की ओर,in richtung,12
13703,जल्दी से,schnell,12
3797,चिड़ियों,kolibri,82
7325,तलवार,schwerter,32
4578,पैगी,peggy,79
11166,प्रस्तुत,eingereicht,21
5932,बाज़ार का मैदान,piazza,70
932,झोला,schulranzen,97
13030,में शामिल हो गए,trat bei,10
9489,फूटी,foothy,46
8185,सिंडरेला,aschenputtel,56
648,याली,yali.,99
10580,आठवीं,viii,38
9186,सूप,suppe,48
10042,सामना,bewältigen,41
621,टेनिसन,tennyson,99
7833,गलत,mis,22
11700,मिकी,mickey.,30
5923,ए एम ए,ama,68
10456,घास,gras,39
1536,अकरा,accra.,94
9634,टेलीफोन,telen,45
1555,पेशीशोषी,amyotrophisch,94
10984,स्वर्ग,himmel,34
6431,निबंध,aufsätze,35
1490,हाओ,hao.,94
3615,टारेंटयुला,tarantel,84
5083,चीज़केक,käsekuchen,75
12286,नवीनतम,neueste,25
8538,चचेरा भाई,vetter,43
11529,वाल्ट,walt,31
10604,खरीदारी,einkaufen,23
12393,वित्तीय,finanziell,22
10673,ब्रैकेट,klammer,24
4250,स्याम देश की भाषा,siamese,81
4687,अंकुश लगाने,randstein,66
13136,लिंग,sex,16
5655,स्टीफ़न,stephane,72
14498,औद्योगिक,industriell,14
2058,दम,gänzlich,92
8541,हलकों,kreise,25
3786,आयताकार,rechteckig,83
11562,सबसे कम,niedrigsten,31
9585,करतब,feature,44
8342,मैग्ना,magna,55
12882,अल्फा,alpha,19
10064,सिकंदरिया,alexandria,42
6853,टुडोर,tudor,64
11873,विनिपेग,winnipeg,28
11663,घाना,ghana,30
4612,केले,bananen,37
3045,सांझ,einbruch der dunkelheit,88
11887,वाइरस,virus,28
14433,आयोग,kommission,18
6346,बिजोन,bison,61
11810,नाइजीरिया,nigeria,29
13590,कमी,mangelnd,10
5922,फट,fut,70
7112,उम्म,umm,62
12245,राजकुमारी,prinzessin,25
14147,हाल ही में,kürzlich,5
11190,समुद्री डकैती,piraterie,34
14160,कर्मी,arbeitskräfte,20
9515,पीएफ,pf.,46
6732,पेट,doppelpunkt,40
5953,भगाना,ferrit,70
12742,हथियारबंद,bewaffnet,12
7398,प्रेरित,apostel,48
2732,क्षोभ मंडलीय,troposphärikum,75
14367,छवि,bild,6
3323,चितकबरा,pinto,86
13082,व्यवस्थापक,administrator,17
3790,साइकिल-सवार,radfahrer,56
12335,ऐस,as,21
6524,एवरग्लेड्स,everglades,66
4430,चेउंग,cheung,79
13128,शुरू,einführung,10
314,एनीमोमीटर,windmesser,100
11194,प्रजातियां,spezies,34
4704,सिपा,septa,78
4520,तेरा,dich,79
2529,बज,budge,88
10980,उन्नयन,upgrade durchführen,20
11983,नागरिकों,bürger,23
10018,ब्यूनस,buenos.,39
10112,वाल्श,walsh,41
12065,विग,spencer,26
2668,विनियामक,regulatorisch,89
12247,कोस्टा,costa,25
10761,पालतू पशु,haustier,33
5175,लेसी,lacey,75
11612,ब्लेयर,blair,30
3664,विद्यार्थियों,pupillen,71
7051,प्रवृत्त,anfällig,62
9428,ताल,rhythmus,44
3645,शाइकोवस्की,tschaikovsky.,84
5830,पीछे का भाग,verschluss,55
5145,डोमिनिका,dominica,75
13360,बाघों,tiger,12
11339,संक्षिप्तता,kürze,33
13333,यथोचित,vernünftig,6
8687,विकट,grimmig,52
554,धूमिल,neblig,99
13651,रक्षक,bewachen,11
2309,मुबारकबाद,komplimente,55
14110,आया,kam,10
5964,केएस,ks,70
5155,तिरछा,slant,62
9495,खगोल विज्ञानी,astronom,29
8492,पीछे छोड़ दिया है,übertrafen,47
6219,मार्सेलो,marcello,68
8079,केंटन,kanton,52
1091,शबात,schabbat,96
13992,आधारित,basierend,8
8620,स्याही,tinte,48
8659,संयोग से,übrigens,50
11895,प्रकोप,ausbruch,27
3411,पॉलिएस्टर,polyester,83
7611,फैलाया,entfesselt,56
1353,बुनना,stricken,80
1005,सामान्य अवलोकन,synoptisch,97
1384,ज्वलनशील,brennbar,91
1968,दुग्ध,fadel,92
7464,लेनिनग्राद,leningrad,61
5914,आधिक्य,überschuss,71
327,कीमोनो,kimono,98
9293,सीवाई,zy,48
6860,बसता था,sich befinden,17
3597,रहनुमा,primas,75
11844,ब्लेक,blake,28
1002,झाड़ी,strauch,94
953,पंखुड़ियों,blütenblätter,89
3174,हाँ,jawohl,87
12013,वॉकी,walkie,27
8172,चित्रण,darstellen,22
3759,तुंग,tung,83
14231,मूलपाठ,text,6
4853,पौरुष ग्रंथि,prostata,75
8399,सूर्य का अस्त होना,sonnenuntergang,53
9602,साठ,sechzig,41
2435,अम्लमेह,acidurie,90
3278,कुआन,kuan,86
3928,स्थलडमरूमध्य,isthmus,83
13733,अवगत,bewusst,11
4676,ओरियल,pirol,30
10657,अंधा,blind,31
1680,जैनवाद,jainismus,94
13570,अधिक वज़नदार,schwer,12
9772,बुलपेन,bullpen,43
5421,फूट,schisma,73
6710,गर्भवती,schwanger,65
8892,सामंजस्य,eintracht,50
13540,विशेष रूप से,insbesondere,12
8862,लाओस,laos,47
6719,बर्ट,burt.,65
3915,सीरम,serum,83
11056,चाय,tee,35
4183,अग्न्याशय,pankreas,81
13673,जर्सी,jersey,12
4213,टेस्ला,tesla,81
142,जमीन मालिकों,landbesitzer,93
12527,श्रेय,kredit,16
2031,पारसी धर्म,zoroastrianismus.,87
4141,अल्ट्रासाउंड,ultraschall,81
13969,नियंत्रण,kontrolle,11
12772,नोट्रे,notre,20
1412,डैश,einstrichen,45
14492,फ्यूचर्स,futures,7
6506,जिसके तहत,wodurch,67
2391,ईमान,iman.,90
6081,लेक्रस,lex.,69
4119,एवा,ava,81
4452,छायांकनकार,kinematographierer.,62
7486,आशीर्वाद देना,segnen,43
5534,ओलिंप,olymp,73
9846,साइकिल,fahrrad,38
10929,बर्थ,liegeplatz,33
8000,शांतिमय समय,peaketime.,57
10570,नियमित तौर पर,regelmäßig,38
13581,भारतीय,indisch,11
4706,निहत्था,unbewaffnet,78
13216,नहीं दिया,wasn,16
523,गैबल्स,giebel,73
1244,गुस्सा,freaking.,27
7256,उलटी गिनती,countdown,61
77,मैक्लेसफ़ील्ड,macclesfield.,100
1762,रुक-रुक कर,wechselnd,82
10669,संपादकीय,redaktionell,33
12347,रेल,schiene,22
2116,शू,sho.,92
7410,अंतिम चेतावनी,ultimatum,61
12474,संधि,vertrag,18
7683,पटेल,patel.,59
5789,जूडिथ,judith,71
13107,नाटक,theater,17
12427,चुना,gewählt,23
11578,शराब,alkohol,27
3034,सजीव,zitierbar,88
540,सर्टोरिरी,certiorari.,99
5533,कृत्रिम उपग्रह,sputnik,73
8278,मारा,mara,54
6988,मियांउ,miau,63
1354,वह पी,heftig,95
320,दरियाफ्त,tracer,97
4554,प्रोमेथियस,prometheus,79
11527,टोल,maut,30
1543,बचना,verzichten,79
9615,संक्षेप,zusammenfassen,36
6982,नरम,weicher,63
4605,हार,halskette,76
12121,पहेली,rätsel,26
14260,कार्य,funktionen,20
2622,युद्धपोतों,schlachtschiffe,56
5774,गढ़ा,geprägt,15
2716,भयादोहन,bestechung,83
5714,सीवी,lebenslauf,72
7550,विचारोत्तेजक,anregend,60
1406,विलंबित,verspätet,94
7283,कैरम,karambolage,61
11625,अपोलो,apollo,30
9355,वोंग,wong,47
7819,लुसिया,lucia,58
3998,धुंधला,nebelhaft,82
7539,टैंट,taft,60
4077,बियरिंग,bereifer,79
9040,सरणी,array,48
2810,उम्मीदवारी,kandidatur,87
2688,बेकरी,bäckerei,82
184,गुल्ला,gullah.,100
2536,किलो,kilo,86
11746,बी बी,bb.,28
11683,पसंद करना,bevorzugen,9
1052,ग्लुकोनेट,gluconat,97
1289,ओथडोक्सी,orthodoxie,94
2068,शहीद,märtyrer,60
10202,धन्यवाद,das erntedankfest,41
1127,मलत्याग,ausscheidung,93
12147,नवल,marine-,26
4781,साइबेरिया,sibirien,77
4497,ग्वाटेमेले,guatemaltekisch,76
11537,यौगिक,derivat,19
10437,शांतिपूर्ण,friedlich,14
7580,हाबिल,abel,60
417,स्तर के,baccalaureate.,100
4182,ब्रह्मस,brahms,77
12928,रक्त,blut,18
13648,अनिवार्य रूप से,notwendig,12
12258,नर,männlich,23
14140,संभावित,wahrscheinlich,5
12670,पिक्सल,pixel,20
12066,एहसान,favorisieren,20
4860,गिलोटिन,guillotine,77
4730,वकालत की,plädiert,55
8557,कॉन,kappe,53
6646,व्यवहार्य,spielerisch,66
7854,रिवरफ्रंट,riverfront,58
5262,नियमित रूप से,routinemäßig,45
12093,यूक्रेन,ukraine,26
12081,बमबारी,bombardierung,26
9709,तेरहवें,xiii.,45
807,लेंसलॉट,lancelot,98
13210,चुनाव,wahlen,9
4000,महाशक्ति,supermacht,72
8563,नील्सन,nielsen,53
4422,असमर्थ,unfähig,78
9082,तला हुआ,gebraten,36
9842,आस - पास,nähe,43
1151,सुप्रभात,bonjour,96
6976,ढाल,neigung,51
10188,अधिसूचना,benachrichtigung,40
7247,गर्जन,brüllend,48
5382,निरूपित,bezeichnen,28
7709,हाइड्रोलिक,hydraulisch,52
13812,एक,ein,5
9636,व्हिटनी,whitney,45
2074,सूबेदार,zenturio,84
10560,प्रधान अध्यापक,rektor,31
3390,अमित्र,unfreundlich,85
3365,व्यवधान,unterbrechung,40
6507,जासूसी,spionage,67
12551,क्रिसमस,weihnachten,22
934,सूली पर चढ़ाये जाने,kreuzigung,97
372,सुविधाएं,vergünstigungen,96
8310,मेसोपोटामिया,mesopotamien,55
11828,आउटर,äußere,28
8592,विनीज़वीलियन,venezolanisch,52
11882,स्टैनफोर्ड,stanford,28
