ID,ENGLISH,OCCURENCES,ENGLISH_stem,JAPAN,PORTUGAIS,KOREAN,RUSSIAN,DANOIS,POLONAIS,FRENCH,SPAIN,DEUTSCH,CHINESE,TURC,ARABE,HINDI
168,tigon,26,tigon,ティゴン,tigon.,티곤,тигон,TIGON.,tigon.,tigon,tigon,Tigon,伊龙,tigon,تيجون,टाइगोन
169,schmitz,26,schmitz,シュミッツ,Schmitz.,슈미츠,шмиц,Schmitz.,Schmitz.,schmitz,Schmitz,Schmitz,施密茨,schmitz,Schmitz.,श्मित्ज़
170,diss,26,diss,diss diss,dissólio,미숙하다,дисс,diss.,rozbić,insulter,disfrazarse,absolut,diss,diss,دهس,भेद
171,beal,26,beal,b,Beal.,징조,бильма,beal.,beal.,beal,beal,Becher,b,dalga geçmek,بيل,बील
172,archdiocese,26,archdioces,arch arch,arquidiocese,대전,Archdiocese.,archdioCese.,archidiecezja,archidiocèse,archidiócesis,Erzdiözese,archdiocese.,archdiocese,أبرشية,Archdiocese
173,vantage,26,vantag,尊敬,vantage.,우세,выгодность,Vantage.,przewaga,avantage,ventaja,Vorteil,v,avantaj,فاضعة,वैंटेज
174,cinder,26,cinder,石炭殻,cinza,분석,капуста,cinder.,żużel,cendre,ceniza,Asche,煤渣,kılık,جمرة,राख
175,enamel,26,enamel,エナメル,esmalte,에나멜,эмаль,emalje,szkliwo,émail,esmalte,Emaille,搪瓷,emaye,المينا,तामचीनी
176,premenstrual,26,premenstru,prem prem,pré-menstrual,사전의,премеженструальный,PremenstruRal.,premenstrual.,prémenstruel,premenstrual,prämenstrubal.,经常,premenstrual,premenstrual.,महावारी पूर्व
177,clostridium,26,clostridium,クロストリジウム,Clostridium,클로스 트리 디움,Clostridium.,Clostridium.,Clostridium.,clostridium,clostridium,Clostridium,Clostridium.,clostridium,كلوستريديوم,क्लोस्ट्रीडियम
178,nostalgia,26,nostalgia,懐胎,nostalgia,노스탤지어,ностальгия,nostalgi,nostalgia,nostalgie,nostalgia,Nostalgie,怀旧,nostalji,حنين للماضي,उदासी
179,bethesda,26,bethesda,ベテスダ,Bethesda.,베데스다,Bethesda,Bethesda.,bethesda.,Bethesda,bethesda,Bethesda,贝塞斯达,Bethesda,بيثيسدا,बेथेस्डा
180,repatriation,26,repatri,rep,repatriamento,송환,репатриация,repatriering,repatriacja,rapatriement,repatriación,Repatriierung,遣返,geri dönüş,العودة إلى الوطن,देश-प्रत्यावर्तन
181,untold,26,untold,un,incalculhado,헤아릴 수 없는,добывать,Untolds.,niewypowiedziany,indomptable,incalculable,untalte,un,anlatılmamış,لا توصف,चुप
182,naloxone,26,naloxon,ナロキソン,naloxone.,닐 록존,налокон,naloxon,nalokson.,naloxone,naloxona,naloxon.,纳洛酮,nalokson,نالوكسون,नालोक्सोन
183,flap,26,flap,フラップ,flap,플랩,лоскут,klap,klapka,rabat,solapa,Klappe,翻盖,kapak,رفرف,फ्लैप
184,embankment,26,embank,盛土,aterro,둑,набережная,Embankment,wał przeciwpowodziowy,digue,terraplén,Damm,堤,set,سد,तटबंध
185,gullah,26,gullah,ガッラー,Gullah.,Gullah.,Гулла,Gullah.,Gullah.,goldah,glaciar,Gullah.,戈拉,gulah,gullah.,गुल्ला
186,lilium,26,lilium,リリウム,Lilium,릴리엄,лилиум,lilium.,lilium.,liliaire,lilium,lilium,百合,lilyum,lilium.,लिलियम
187,mogul,26,mogul,m m,mogul.,무굴 사람,могул,mogul.,potentat,magnat,magnate,Mogul,莫尔,Moğol,قاضي,मुग़ल
188,tributary,26,tributari,trib trib,afluente,지류,приток,Tributary.,dopływ,affluent,afluente,Nebenfluss,支流,tüzük,الرافد,सहायक नदी
189,rox,26,rox,ロックス,rox.,루스,рокс,ROX.,ROX.,rox,rox,Rox,ROX.,rox,روكس,रोक्स
190,awa,26,awa,阿る,awa.,아와,awa.,Awa.,awa.,awa,awa,Awa,aw,awa,عوض,awa
191,overseeing,26,overse,監督する,supervisionando,감독,Объединение,overvågning,nadzorowanie,surveillance,supervisar,Überwachung.,监督,denetlemek,إشراف,देखरेख
192,ostentation,26,ostent,派手な,ostentação,과시,остента,ostentation.,ostentacja,ostentation,ostentación,erbärmlich,炫耀,ostentasyon,المفاوضة,डींग
193,ako,26,ako,あこ,ako.,아코,Ако,ako.,Ako.,ako,ako,Ako.,Ako.,ako,ايكو,एको
194,ploy,26,ploy,ぴったり,ploy.,일,уловка,ploy,taktyka,stratagème,táctica,Trick,策略,ploy,حيلة,चाल
195,motorists,26,motorist,運転席,motoristas,운전자,автомобилисты,bilister,kierowcy,automobilistes,automovilistas,Autofahrer,驾驶者,sürücüler,سائقي السيارات,मोटर चालक
196,dingle,26,dingl,ディングル,dingle.,깊고 좁은 골짜기,потрясающий,Dingle.,dingle.,dingue,valle arbolado,Dingle,丁格尔,derecik,دقة,घाटी
197,whitworth,26,whitworth,ウィットワース,Whitworth,Whitworth.,Whitworth,Whitworth.,Whitworth.,whitworth,whitworth,whitworth.,惠特沃思,Whitworth,ويتورث,विटवर्थ
198,sepoys,26,sepoy,セポイズ,SEPOYS.,소년,Sepoys.,sepoys.,sepoy.,sepoys,Sepoys,Sepoys,Sepoys.,Sepoys,sepoys.,सिपाहियों
199,voyageurs,26,voyageur,航海,Voyageurs.,항아리,воисты,voyageurs.,Voyageurs.,voyageurs,voyagros,Voyageurs.,voyageurs.,yolculuklar,Voyageurs.,Voyageurs
200,gertrude,26,gertrud,g g,Gertrude,게르 트루드,Гертруда,gertrude.,gertrud.,gertrude,gertrude,Gertrude,格鲁鲁德,Gertrude,جيرترود,गर्ट्रूड
201,corse,26,cors,コルス,corse,코르세제,корпус,Corse.,corse.,corde,cordero,Scherz,corse.,corse,كورس,कोर्स
202,chaplain,26,chaplain,ch ch,capelão,예배당 목사,капеллан,præst,kapelan,aumônier,capellán,Kaplan,牧师,papaz,قسيس,चैपलैन
203,pewter,26,pewter,ピューター,estanho.,땜납,олова,tin,stop cyny z ołowiem,étain,estaño,Zinn,pe,kalaylı,بيوتر,पारितोषिक
204,footwork,26,footwork,フットワーク,footwork.,발놀림,плоды,fodarbejde,praca nóg,jeu de jambes,juego de piernas,Fußarbeit,步法,ayak işi,العمل القدم,फुटवर्क
205,gazelle,26,gazel,ガゼル,gazela,가젤 영양,газель,Gazelle.,gazela,gazelle,gacela,Gazelle,羚羊,gaselle,غزال,छोटा सुन्दर बारहसिंघ
206,skillet,26,skillet,skill skill,frigideira,냄비,сковорода,stegepande,rondel,poêlon,sartén,Bratpfanne,煎锅,tava,مقلاة,पैन
207,cunctator,26,cunctat,カンキュルチャー,Functator,Cunctator.,куюнктатор,cunctator.,cunkator.,cunctateur,cocodrilo,Cunctator,针刺,kupon,لوح,अभेद्य
208,roo,26,roo,ぞっとする,roo.,루이,row.,roo.,Maleństwo,roo,roo,Roo.,roo.,roo,رواية,रूओ
209,shrove,26,shrove,shr,levante,슈다,осторожность,Shrove.,Shrove.,fusionné,goma de goma,Shrove,Shrove,shrove,شن,श्रोव
210,lithosphere,26,lithospher,リソフェロ,Litosfera.,석성,литосфера,litosfære,litosferze.,lithosphère,litosfera,Lithosphäre,岩石圈,litosfer,lithosphere.,स्थलमंडल
211,maronite,26,maronit,マロナイト,Maronite,마구나라이트,маронит,Maronite.,maronite.,maronite,maronita,maronite.,马隆蒂,maronit,المارونية,ईसाई
212,walloon,26,walloon,willoon,valão,왈론 사람,валлонский,Vallonien,walon.,wallon,valón,wallonisch,瓦隆,valon,والون,वलून
213,mistral,26,mistral,ミストラル,mistral,미스트랄,мистур,MISTRAL.,mistral,mistral,mistral,Mistral,墨时,mistral,ميسترال,मिस्ट्राल
214,proletariat,26,proletariat,プロレタリアート,proletariado,하층 사회,пролетариат,proletariat.,proletariat,prolétariat,proletariado,Proletariat,无产阶级,proletarya,البروليتاريا,सर्वहारा
215,yikes,26,yike,うわぁ,caramba,yikes.,yikes,yikes.,yikes.,Yikes,yikes,Yikes,yikes.,yiki,ييكيس,उफ़
216,pall,26,pall,パール,mortalha,물리다,палл,pall.,całun,voile,féretro,Leichentuch,颇,pump,بات,कष्ट देना
217,homemade,26,homemad,自家製,caseiro,수제,домодельный,Hjemmelavet,domowej roboty,fatal,hecho en casa,hausgemacht,自制,ev yapımı,محلي الصنع,घर का बना
218,ballas,26,balla,バラール,balas.,발라스,баллас,ballas.,ballas.,ballas,balas,Ballas,鲍拉斯,balay,ballas.,बलास
219,nitrophenol,26,nitrophenol,ニトロフェノール,nitrofenol.,니트로 페놀,нитрофенол,nitrophenol.,nitrofenol.,nitrophénol,nitrophenol,Nitrophenol,硝基苯酚,nitrofenol,النتروفينول,नाइट्रोफेनॉल
220,boozer,26,boozer,ブーザー,Boozer,술꾼,бузер,Boozer.,pijak,poivrot,borracho,Säufer,Boozer.,boozer,بوزير,शराबी
221,overthrew,26,overthrew,over over,derrubar,전복하다,Свернуть,væltet,obalić,renversé,derrocar,gestürzt,过多的,devrilmek,أطاح,अतिस्थी
222,gaul,26,gaul,ガロウロ,Gália,그럼,галл,Gaul.,gaul.,Gaule,Galia,Gallien,g,gaul,غال,फ्रांसीसी
223,floodlights,26,floodlight,投光器,luzes de inundação,투광 조명,Прожекторы,Floodlights.,sztuczne oświetlenie,projondeurs,proyectores,Flutlichter,泛光灯,floodlights,الأضواء الكاشفة,दूधिया रोशनी
224,keeler,26,keeler,圭殿,keeler.,킬러,keeler,Keeler.,Keeler.,keeler,keeler,Keeler,克莱尔,kek,كييلر,कीलर
225,stepney,26,stepney,スパーズ,Stepney.,Stepney.,запаска,Steagney.,Stepney.,stepney,stepney,Stepney,干酪,step,ستيبني,स्टेपनी
226,backstretch,26,backstretch,バックストレッチ,backstretch,배낭,наступление,backstretch.,backstretch.,arrière,estiramiento de espalda,Backstretch,back,backstretch,تمتد الظهر,बैकस्टेच
227,interleague,26,interleagu,インターレイグ,interleague.,인터레서 게,межлега,interleague.,interleague.,interlancue,entrelazar,Interleague.,交织,interleague,الاسترداد,इंटरलीग्यू
228,cosmetology,26,cosmetolog,美容,cosmetologia,미용술,косметология,kosmetik,kosmetyka,cosmétologie,cosmetología,Kosmetologie,美容,kozmetoloji,التجميل,सौंदर्य प्रसाधन
229,dene,26,dene,デネ,dene.,모래톱,дерьма,dene.,wydma,dene,cura principal,Dene,菩萨,Deniz,واد,बालू के टीले
230,dispersion,27,dispers,分散,dispersão,분산,диспергирование,spredning,dyspersja,dispersion,dispersión,Dispersion,分散,dağılım,تشتت,फैलाव
231,subgroup,27,subgroup,サブグループ,subgrupo,하급 집단,подгруппа,Undergruppe,podgrupa,sous-groupe,subgrupo,Untergruppe,亚组,alt grup,مجموعة فرعية,उपसमूह
232,chaldean,27,chaldean,ちゃんちゃん,caldeu,점성가,халдеан,Chalde,Chaldejczyk,chaldéen,astrólogo,Chaldean,Chaldean.,Kavız,الكلدان,कलडीन
233,defied,27,defi,因,desafiada,도청했다,вызов,defied.,defuded.,défié,desafiado,abgewiesen,蔑视,meydan okumak,يتحدى,Defied
234,koto,27,koto,琴,Koto.,코토,кото,Koto.,Koto.,koto,koto,Koto,koto.,koto,كوتو,कोटो
235,grin,27,grin,笑う,sorriso,이를 드러내고 웃다,ухмылка,grin,szeroki uśmiech,sourire,sonrisa,Grinsen,笑,sırıtış,ابتسامة,मुसकान
236,unambiguous,27,unambigu,明確な,não ambíguo,모호하지 않은,неоднозначный,entydig,niedwuznaczny,non ambigu,inequívoco,eindeutig,明确的,açık,خالية من الغموض,स्पष्ट
237,hapless,27,hapless,ハンプス,infeliz,불안정한,несчастный,HAPLESS,nieszczęśliwy,malchanceux,desventurado,glücklos,倒霉,hapsız,Hapless.,अभागी
238,dodgy,27,dodgi,d.,desonesto.,교활한,потрясающий,Dodgy.,sprytny,épineux,astuto,dodgy.,躲闪,tehlikeli,ودو,कुशल
239,nap,27,nap,昼寝,sesta,선잠,ворсин,lur,drzemka,sieste,siesta,Nickerchen,小憩,kestirme,قيلولة,झपकी
240,unopposed,27,unoppos,ぴったりとしない,sem opposição,부정확하지 않다,неотложен,ubestridt,niepoponowany,sans opposition,sin oposición,ungeschaltet,未蓄布,göze çarpmayan,دون معارضة,निर्दोष
241,spitting,27,spit,吐き気,cuspindo,냄새 나는 것,плевать,spytter,plucie,qui crache,escupir,spucken.,吐痰,tükürme,بسب البصق,थूकना
242,upbeat,27,upbeat,up up,otimista,상승 기조,подниматься,upbeat.,optymistyczny,optimiste,optimista,optimistisch,乐观,iyimser,متفائل,उत्साहित
243,reactive,27,reactiv,反応する,Reactivo,반응성,реактивный,reaktivt,reaktywny,réactif,reactivo,reagieren,反应,reaktif,رد الفعل,रिएक्टिव
244,grosse,27,gross,gr gr,Grosse,그로스,грот,grosse.,Grosse.,grosse,grosse,GROSSE.,格罗斯,grows,غروس,ग्रोस
245,edible,27,edibl,食用,comestível,먹을 수 있는,съедобный,spiselige.,jadalny,comestible,comestible,essbar,食用,yenilebilir,صالح للأكل,खाद्य
246,administer,27,administ,投与する,administrador,관리,администрирование,forvalte,administrować,administrer,administrar,verwalten,管理,yönetmek,إدارة,प्रशासन
247,counseling,27,counsel,カウンセリング,aconselhamento,상담,консультирование,rådgivning,doradztwo.,conseils,asesoramiento,Beratung,咨询,danışma,تقديم المشورة,काउंसिलिंग
248,lysine,27,lysin,リジン,lisina,라이신,лизин,lysin.,lizyna,lysine,lisina,Lysin,赖氨酸,lizin,ليسين,लिसिन
249,calvary,27,calvari,カルバリー,calvário,고난,Голгори,Calvary.,kalwaria,calvaire,calvario,Kalvarienberg,气概,calvary,في الجليد,काल्वरी
250,newsweek,27,newsweek,ニューシーズ,Newsweek,뉴스웨어,Newsweek.,newsweek.,Newsweek.,Newsweek,newsweek,Newsweek.,新闻欢呼,newswek,نيوزويك,न्यूजवीक
251,programmers,27,programm,プログラマー,programadores.,프로그래머,программисты,programmører.,programiści,programmeurs,programadores,Programmierer,程序员,programcılar,مبرمجون,प्रोग्रामर
252,tumbling,27,tumbl,転がり,caindo,텀블링,падение,tumbling.,koziołkujący,culbutage,tambaleante,Taumeln,翻滚,yuvarlanan,تراجع,टूटना शुरू
253,parliaments,27,parliament,議員,Parlamentos,의회,парламенты,parlamenter,parlamenty,parlements,parlamento,Parlamente,议会,parlamentolar,البرلمانات,संसर्ग
254,abner,27,abner,ab ab,abner.,아프너,abner.,abner.,abner.,abner,abertura,Abnehmer,ab,abner,أبنر,अब्नेर
255,permutations,27,permut,順次,Permutações.,순열,перестановки,permutationer,permutacje,permutations,permutaciones,Permutationen,置换,permütasyonlar,التباديل,क्रमपरिवर्तन
256,palladium,27,palladium,パラジウム,paládio,보장,палладий,palladium.,paladium,palladium,paladio,Palladium,钯,paladyum,البلاديوم,दुर्ग
257,dewan,27,dewan,デュワンピー,Dewan.,이슬람인,доверие,DEWAN.,Dewan.,dewan,dewan,Dewan,龙,Dewan,الديوان,दीवान
258,cohesive,27,cohes,凝集して,coeso,결합력 있는,сплоченный,sammenhængende,spoisty,cohésif,cohesivo,kohäsiv,凝聚力,bağlı,متماسك,जोड़नेवाला
259,overtly,27,overtli,over然,abertamente,명백히,осторожно,åbenlyst,jawnie,ouvertement,abiertamente,offen,公然的,açıkça,علنا,खुलकर
260,jokingly,27,jokingli,冗談,brincando,농담,востребоваться,jokingly.,żartobliwie,en plaisantant,grupa,scherzhaft,开玩笑,şaka olarak,مازح,मजाक में
261,smiler,27,smiler,スズメバチ,Smiler.,스마일러,умилятор,smiler.,smiler.,smiler,smiler,Smiler,笑笑,siper,smiler.,स्माइलर
262,freemasons,27,freemason,フリーメソンズ,maçons.,프리메이션,Масоны,freemasons.,freemasons.,franc-maçons,masones,Freimaurer.,共济会,freemasons,الماسونيون,फ्रीमेसंस
263,scant,27,scant,sc,escandente.,부족한,оздоровлять,scant.,skąpy,pantèle,escaso,wenig,sc,kısıtlamak,ضئيلة,अल्प
264,amateurish,27,amateurish,驚くべき,amador,아마추어 같은,любительский,amatørlig,amatorski,amateur,aficionado,amateurhaft,业余,amatörce,الهواة,किसी विषय में अनिपुण
265,hom,27,hom,ホーム,hom.,홈,хом,HOM,hom.,personne,hom,hom,磡,hom,الرئيسية,घर
