ID,RUSSIAN,HINDI,INTERVAL
345,белтон,पेटी लगाना,100
11475,оратор,वक्ता,27
11242,класть,धूल में मिलना,30
1263,опросный лист,प्रश्नावली,91
9842,окрестности,आस - पास,44
5167,осевать,संत,76
7160,эшелон,टोली,61
8061,съел,खाया,57
12899,футбольный,फुटबॉल,20
8383,мелисса,मेलिसा,55
4201,тихоокеанское стандартное время,pst,81
5455,носитель,ले जानेवाला,62
6875,паровой котел,बायलर,61
11289,люверный,लूथर,34
6682,отвесный,खड़ी,64
3209,немой,मूक,77
4320,пильмонт,piedmont,81
11466,реорганизован,पुनर्गठित,26
6811,париться,चोपिन,65
2378,браслет,ब्रेसलेट,85
13049,луна,लूना,18
10748,беспроводной,तार रहित,38
14491,покупка,खरीदना,25
14328,вел,नेतृत्व किया,10
6680,подушка,ठगना,66
5716,внук,पोता,70
3041,квадрант,वृत्त का चतुर्थ भाग,77
9533,межконтинентальный,महाद्वीपीयों के बीच का,47
9674,хх,एक्सएक्स,46
3178,декоративный,सजावटी,37
2165,электрофорез,वैद्युतकणसंचलन,91
9133,балет,बैले,50
4539,умирает,मर जाता है,80
7275,кассета,कैसेट,60
6471,вооружение,अस्त्र - शस्त्र,63
7525,прерыватель,तोड़ने वाला,49
4360,присматривающий,तड़क,33
10662,постоянно,निरंतर,38
9230,кирпич,ईंट,45
10441,габриэль,गेब्रियल,40
6705,земля,भूमि,66
10788,бангкок,बैंकाक,38
7083,домино,मास्क,59
12804,глаз,आंख,15
9473,эйзенхауэр,आइजनहावर,48
11641,восстание,विद्रोह,30
13880,много,अनेक,6
3623,вытеснение,बुरे,85
8068,племена,जनजातीय,57
1642,простил,माफ़ कर दिया,94
12698,догадка,अनुमान,20
12451,база данных,डेटाबेस,23
1112,инструкторы,प्रशिक्षकों,64
5098,дипломат,राजनयिक,33
11852,отстой,चूसना,22
2041,мэйнфрейм,मेनफ्रेम,91
6176,сироп,सिरप,69
11077,проводник,एक्सप्लोरर,23
11818,помимо,के अतिरिक्त,26
3793,сосудистый,संवहनी,84
14489,числа,नंबर,7
10303,лист,पत्ता,22
2726,плодовитость,उपजाऊ,53
8357,шестнадцатый,सोलहवीं,55
7262,стелла,स्टेला,62
9214,лезвие,ब्लेड,42
6371,комендантский час,निषेधाज्ञा,64
13029,уникальный,अनोखा,18
4960,значительно,बेहद,77
12098,консервативный,अपरिवर्तनवादी,21
12462,угол,कोने,22
7649,буддийский,बौद्ध,58
4460,квакеры,क्वेकर,63
10517,литературный,साहित्यिक,39
1512,пенанг,पेनांग,95
5403,лесной пожар,जंगल की आग,62
12779,авто,ऑटो,21
9904,связался с,संपर्क,5
10811,леонард,लियोनार्ड,38
11945,одиннадцатый,ग्यारहवें,28
3311,провост,जेलर,87
5222,депо,डिपो,40
3418,лесное хозяйство,वानिकी,86
760,паноптика,पैनोपटिकल,98
4919,перицы,पेरिक्लेस,77
4930,очки защитные,चश्मे,74
10732,веллингтон,वेलिंग्टन,38
1466,богомочий,ईश - निंदा,93
1148,nudibranch.,नुडिब्रांच,96
7773,кабина,कॉकपिट,58
2096,восклицание,विस्मयादिबोधक,90
5142,jeremiah,यिर्मयाह,76
5582,когда-нибудь,किसी दिन,73
12834,в основном,ज्यादा टार,20
11753,трой,ट्रॉय,30
12261,ричмонд,रिचमंड,25
12435,округ колумбия,डीसी,24
9605,перевозка,सवारी डिब्बा,43
5772,извлекать,निचोड़,36
8430,репутация,एक प्रकार की समुद्री मछली,55
5281,минимальный,माइन्यूटन,75
11336,снятый,वापस लिया गया,34
4549,фруктоза,फ्रूटोज़,80
11833,созвездие,तारामंडल,29
12450,утка,बत्तख,19
10536,овца,भेड़,39
6519,склероз,काठिन्य,68
542,тройник,टीज़,66
2203,консорт,बातचीत करना,88
8848,sampi,सैंपि,52
12987,джинс,जीन,18
12260,панда,पांडा,25
11268,транзит,पारगमन,21
4775,oneida,वनडा,78
12013,кабин,वॉकी,28
11245,тост,टोस्ट,34
6527,академики,शैक्षणिक,18
6268,мэт,बिल्ली की बोली,66
10549,принимать пищу,भोजन,15
10129,осуществленный,एहसास हुआ,23
5704,электро,इलेक्ट्रो,72
3738,рыбаки,मछुआरों,84
1544,формальдегид,formaldehyde,95
12290,в отличие от,भिन्न,19
9356,миф,कल्पित कथा,42
7437,словацкий,स्लोवाक,59
12382,краткий,संक्षिप्त,23
3740,свалки,लैंडफिल,83
11255,химия,रसायन विज्ञान,34
6873,гонора,गण मन,65
234,ухмылка,मुसकान,90
129,капелла,कैपेला,100
7963,подрезать,ट्रिम,41
8668,урегулированный,दिमाग,10
13224,солнце,रवि,15
4127,октан,ओकटाइन,81
4677,канакс,कैनक,79
8965,разумный,समझदार,47
4863,джок,जॉक,76
3133,ренегат,निपुण,57
9003,браво,वाहवाही,51
13050,получает,जाता,7
13037,кислота,अम्ल,17
13339,уклон,कांग,15
11563,столичный,महानगर,32
10362,увеличивается,बढ़ती है,12
3700,кровопролитие,रक्तपात,84
11554,остаток средств,संतुलन,24
23,аминь,तथास्तु,80
3824,воплощение,पच्छमवासी,84
5356,шива,शिव,75
819,до сих пор,अब तक,98
3661,паркинсон,पार्किंसंस,84
