ID,RUSSIAN,FRENCH,INTERVAL
7966,воробей,moineau,57
9113,старство,starr,51
230,подгруппа,sous-groupe,91
8653,приспособление,adaptation,32
14030,версия,version,8
13791,а,le,5
2085,десант,parachutiste,50
10121,ролик,rouleau,42
5909,борз,berg,72
13383,воплощать в жизнь,mettre en œuvre,13
13380,четко,clairement,15
4730,умолять,plaidé,57
3410,пресноводный,eau fraiche,87
3077,типография,typographie,88
7101,передатчик,émetteur,59
12033,пиратский,pirate,18
12172,тысячелетие,millénaire,27
9631,капман,chapman,47
2071,меланома,mélanome,92
8417,игнорировать,mépris,48
3335,секретариат,secrétariat,87
5150,дм,dm,76
9901,беременность,grossesse,45
5463,одумывать,dune,65
6643,пропадать,disparaître,35
10310,тайна,mystère,34
5939,семикратно,septuple,72
14450,ударять,frapper,8
1827,пуленепробиваемый,blindé,94
3673,бергман,bergman,85
7170,борсина,bearcat,54
4933,гриль,gril,62
4313,хоукер,colporteur,81
3536,карабиниер,carabinieri,86
10569,мюнхен,munich,40
9265,судебный,judiciaire,48
10893,армения,arménie,38
14171,апрель,avril,5
11332,пакет,pack,27
3860,потомство,progéniture,84
7622,неправомерный,non conforme,61
12420,кто-нибудь,quelqu un,25
9082,жареный,frit,38
10784,отчетливо,apparemment,38
12474,договор,traité,19
9064,искатель,chercheur,49
4624,ворс,grincheux,80
8878,боно,bono,52
7778,морда,museau,60
5173,досуг,loisirs,74
2034,катод,cathode,90
3581,будние дни,jours de la semaine,64
11940,дискография,discographie,29
13199,неудобство,inconvénient,16
9566,грэмми,grammée,48
4153,артиллерист,artilleurs,64
1696,наблас,naplouse,94
6124,аммиак,ammoniac,70
3140,керамика,céramique,79
4853,предстательная железа,prostate,76
5030,трасса,tra,77
4825,мираж,mirage,78
8553,циркуляторный,circulatoire,55
8979,сократ,socrate,51
13252,дождь,pluie,14
5835,морская звезда,étoile de mer,72
9295,ликвидировать,éliminer,15
13026,неточности,inexactitude,18
12965,комета,comète,19
3944,позор,disgrâce,71
5757,прикручивать,baise,38
484,родительство,parentalité,99
13407,прошедший,passé,8
13594,настоящее время,cadeau,10
14463,пытаться,essayer,6
1443,застенчивый,cest,95
8250,выгнал,exclu,51
10551,импульс,élan,40
9413,манго,mangue,48
2446,ремесла,remus,90
9784,тщеславие,vanité,45
13400,карьера,carrière,14
6740,ананас,ananas,66
2106,гвардейцы,gardes-gardes,92
10607,рейн,rhin,39
12627,фрэнсис,francis,23
2513,гуголплекс,googolplex,90
13303,фигура,chiffre,12
6997,слабее,plus faible,65
10953,покрытие,couvrant,8
7363,outsfield.,survêtement,15
2489,гермафродит,hermaphrodite,90
3136,репер,roper,87
13201,заимствовал,emprunté,16
13821,этот,ce,5
11675,северо-западный,nord-ouest,31
14050,состояния,états,6
1401,маргарита,margarita,95
13542,наносить удар,la grève,12
5082,слуга,serviteur,57
8328,кубика,cubique,56
8508,прилив,marée,55
7379,сектора,secteurs,32
2708,архангел,archange,88
10513,слухи,rumeurs,35
451,крозик,crosse,100
14467,обсуждается,discuté,6
1854,водосвинка,capybara,91
4310,индикал,handicap,64
4501,вовс,wt,80
11611,наоборот,contraire,32
7377,метамфетамин,méthamphétamine,62
13778,уэльс,pays de galles,11
7362,потолок,plafond,61
11530,извлеченный,récupéré,28
3021,барракуда,barracuda,87
7990,шампанское,champagne,59
11731,кения,kenya,31
12684,коммунистический,communiste,20
7169,восстановленный,rebondir,26
9105,тедди,peluche,51
9729,девятнадцать,dix-neuf,46
10265,наблюдения,observations,12
847,алтея,althée,98
4809,дым,fumé,78
9592,боевик,militant,29
6383,удалять,purge,60
6851,йог,yogi,66
6811,париться,chopin,65
1384,воспламеняющийся,inflammable,91
4191,спиннеры,fileuse,54
4819,поршень,piston,35
14474,обучение,entraînement,10
522,хлопья,coton-bois,99
2402,психиатрия,psychiatrie,91
4085,вики,sifflement,83
6764,плавник,ailette,60
4519,переполнять,envahi,71
7108,неправильно понятый,mal compris,64
12758,гигант,géant,13
7661,линг,lingue,61
8310,мезопотамия,mésopotamie,56
13495,отдых,du repos,13
9383,латунь,laiton,49
4096,анемия,anémie,83
2165,электрофорез,électrophorèse,91
2204,конвергент,convergent,47
8274,нежить,mort-vivant,57
3157,маньчжурия,manchourie,88
11106,едва,à peine,36
11474,напиток,boisson,25
2742,atta.,attacher,89
2848,пикадилли,piccadilly,88
12149,галерея,galerie,26
11492,типичный,typique,24
6303,иона,jonas,69
9080,молитва,prière,45
1728,ретроспект,rétrospection,64
531,крапивник,roitelet,96
1119,электролиз,électrolyse,96
4412,тантал,tantale,81
1965,муравьед,fourmilier,91
11576,монако,monaco,32
11077,проводник,explorateur,23
7814,ул,ull,60
9662,эйфелева,eiffel,47
798,фарфор,porcelaine,98
3393,словенский,slovène,87
3279,в нем,la bride,87
10663,месть,vengeance,39
13200,королева,reine,15
1413,зачисление,inscription,66
7817,грабеж,pillage,49
5828,неотразимый,convaincant,53
1709,танин,tanin,94
11078,драматический,spectaculaire,30
11197,тактика,tactique,18
11646,радар,radar,31
3655,reruns,rediffusion,77
12519,хандал,hadal,24
10737,боль,douleur,30
1716,ругос,rougeau,94
2613,амбиция,ambition,73
10243,белфаст,belfast,42
13747,синий,bleu,11
10632,богатер,richier,39
57,изголодавшийся,affamé,84
10944,день рождения,date d anniversaire,35
9161,кип,kip,50
4806,фаршированный,farci,68
7577,скотч,scotch,61
3798,махди,mahdi,84
2468,отдаленный,fastidieux,38
11438,сухой,sécher,30
2487,телесный,physique,90
8121,делегирование,déléguer,25
1693,тошнота,la nausée,94
8333,коллекционер,collectionneur,50
3011,элиша,élisha,88
13511,торонто,toronto,13
11225,родитель,parent,25
4733,прохладный,cool,79
11369,преданный,dédié,31
10458,возражение,objection,12
12126,миллиард,milliard,27
9616,фристайл,freestyle,47
3609,самнер,sumner,85
6664,желудочно-кишечно,gastro-intestinal,67
5081,несмотря на то  что,malgré,77
4737,фарина,farine,78
10699,абсолютно,absolu,23
8179,баш,bach,56
13044,значимость,importance,10
8239,снеговик,bonhomme de neige,57
12849,присвоить,wr,20
12137,унифицированный,unifié,27
10746,подложки,substrats,35
10451,ист,ist,40
3974,фрегат,frégate,78
1023,сади,sade,97
13314,вторжение,invasion,15
7143,фюра,foo,64
13308,колорадо,colorado,16
3783,кантон,cantonais,84
4582,лото,loto,80
10669,редакция,éditorial,35
10802,пицца,pizza,38
1422,трансцендентно,transcendantal,69
8577,невидимый,invisible,52
280,тележка,bogie,91
13145,аризона,arizona,17
12458,педру,pédro,24
9345,домашнее задание,devoirs,49
5696,завод,solitaire,73
370,ценообразование,cingulaire,100
9057,скучный,ennuyeux,33
9491,белград,belgrade,48
12353,приятель,copain,24
12907,артур,arthur,20
6431,эссе,essais,37
10415,джульетта,julietre,41
804,керосин,kérosène,98
1342,нанометр,nanomètre,96
11221,основатель,fondateur,32
2462,риторический,rhétorique,59
7742,хор,refrain,60
6349,такома,tacoma,69
2459,сигареты,cigarettes,49
6635,зонал,zonal,67
6628,декарт,descartes,67
642,парализованный,paralysé,93
6164,водопад,cascade,67
3431,hawkeye,oeil de faucon,86
1776,бонкт,bonnelle,92
13705,андрей,andrew,12
4769,парикмахерская,laque pour les cheveux,79
7691,геометрический,géométrique,59
5816,избежать,évite,6
4939,канонический,canonique,38
4807,порождать,frayer,43
12888,фестиваль,festival,18
1778,шэн,bricolage,94
5069,междоусловие,internode,77
14365,мужчины,hommes,9
539,антиполо,antipolo,99
11024,прибрежный,côtier,37
6154,преодолевать,chic,70
14336,стандарты,normes,11
11113,алжир,algérie,36
9386,болгарский,bulgare,46
11941,уэйд,patauger,28
12705,никто,personne,22
7040,аудитория,auditeur,29
12921,сломанный,cassé,20
11574,процентов,pour cent,32
12912,корпорация,société,16
9462,гринвич,greenwich,48
139,ассамский,assamen,100
11751,объем,le volume,27
1997,назарене,nazaréen,93
14397,огонь,feu,10
11900,кристалл,cristal,28
4743,перефразировать,reformuler,60
1086,ях,yah,96
4031,печенье,biscuits,23
3973,соната,sonate,81
8053,пассивный,passif,56
9885,вокал,vocal,35
4350,фоны,arrière-plans,17
9531,покойный,décédé,48
949,геологи,géologues,76
8820,амино-,amino,53
5369,контрнаступление,contre-offensive,66
5954,abbets.,ébouriffer,72
14437,отдельный,séparé,13
7796,ирония,ironie,60
5810,папоротник,fougère,71
5074,поставщик,le fournisseur,62
13924,против,contre,7
3827,гимн,hymne,76
2698,лимонин,limonène,89
2200,бакалея,épicerie,88
6904,лиризм,apprendre,65
14416,получающий,obtenir,7
14391,сентябрь,septembre,6
3507,пхеньян,pyongyang,86
5836,финч,bouvreuil,68
12112,кувейт,koweit,27
6841,фишка,ficher,66
510,комедий,comique,99
9528,недвижимость,ness,48
11756,климат,climat,29
3472,backfield.,champ arrière,87
8275,ветряная мельница,moulin à vent,56
12397,разведка,reconnaissance,25
1933,мародер,maraudeur,81
3699,расслабиться,mou,83
168,шмиц,schmitz,100
4592,болит,fait mal,34
11667,петух,coq,30
3633,стрелец,sagittaire,85
5945,модена,modène,72
