ID,RUSSIAN,DEUTSCH,INTERVAL
12365,жемчужина,perle,25
12390,новая звезда,nova,25
877,неуловимый,schwer fassbar,96
10667,вектор,vektor,38
5647,вил,gemein,73
3276,обнял,umarmt,62
13478,джексон,jackson,14
7886,превышен,übertroffen,38
6841,фишка,fisk,65
5637,свидетельствует,bewiesen,72
11627,ожидающий,warten,14
6538,высокомерный,arrogant,60
3991,релата,relata,83
12771,животное,tier,12
8829,тора,thor,53
13210,выборы,wahlen,9
12641,освещать,erleichtern,22
7806,альфонсо,alfonso.,60
9681,венеция,venedig,47
9273,вырубка леса,entwaldung,49
9470,изолированный,isoliert,40
13787,смерть,tod,9
11204,обращаться,appellieren,26
10641,реванш,wieder aufnehmen,39
3841,бумеранг,boomerang,84
5018,среда обитания,lebensraum,76
1521,регресс,zurückgreifen,94
13932,все еще,trotzdem,7
7967,сознание,bewusstsein,56
2297,дауд,daud,91
14343,в настоящее время,momentan,7
5331,тупик,sackgasse,67
6349,такома,tacoma,69
14306,выпущенный,freigegeben,8
10281,шестерня,grafschaft,41
8035,далекий,entfernt,58
2813,нострадамус,nostradamus.,89
2312,стучать,hämmern,32
7195,афина,athene,63
5602,имя файла,dateiname,72
14391,сентябрь,september,6
8693,сгоревший,verbrannt,54
1764,блокировщик,blocker,84
5541,шифер,schiefer,54
12846,оборудование,ausrüstung,15
14203,обработка,wird bearbeitet,10
11691,назначенный,ernannt,25
3573,щек,wange,73
13532,ранее,vorher,13
9645,мешок,sack,24
344,гидроксил,hydroxyl,84
9350,сахара,sahara,49
1853,антиайрфф,antiaircraft,94
6233,бирманский,birmanisch,70
1258,предвещать,vorausdeutung,85
4332,ветеринар,tierarzt,75
2069,тригонометрический,trigonometrisch,92
2744,лишний,lst,89
12815,республиканец,republikaner,18
891,депонированный,hinterlegt,54
3985,гейн,geein,83
3105,ингредиент,zutat,69
7046,волшебная страна,wunderland,64
8957,опылище,pollinator,45
770,предосторожность,vorsorglich,98
8912,mk.,merk,50
7297,малая,malaya,62
14371,значительный,bedeutsam,10
13548,пенсильвания,pennsylvania,13
4019,дымчатый,rauchig,83
1512,пенанг,penang,95
6329,наветренно,nach wind,63
11418,зеркало,spiegel,30
9197,шмель,hummel,50
7331,маршрутизатор,router,61
13790,телевидение,fernsehen,11
468,плюрибус,pluribus.,99
14104,держал,gehaltenen,8
11355,эдгар,edgar,34
6632,марсель,marseille,60
3037,солнечность,sonnenfische,88
10120,калибр,kaliber,41
10750,эфир,eli,38
5213,более дешевый,billiger,76
7190,геймер,gamer,63
9415,воображаемый,imaginär,49
6529,сочтено,übernehmen,35
2975,опасность,tücke,75
2544,неровный,uneben,90
11209,лыж,ski,27
14258,полагать,glauben,5
8810,положитель,polig,53
7578,амелия,amelia.,62
8870,не знать,nicht bewusst,51
12438,барри,barry.,24
13749,отслеживать,spur,9
2770,субсидия,subvention,76
1608,горизонтально,horizontal,56
4086,безвыходное положение,patt,79
13938,акции,anteile,6
5126,пвт,pvt,76
14197,растение,anlage,15
3118,бурки,rigs,54
8254,скрипка,geige,56
14313,предыдущий,vorherige,11
12585,ограбить,rauben,22
12118,додгеры,dodger,24
12760,преступник,brad,21
8990,подсказка,hinweis,42
2998,супергерои,superhelden,60
4551,отсюда,von dort,80
12962,место нахождения,lage,9
7155,логистически,logistisch,36
1339,неслыханный,unerhört,96
1323,анналы,annalen,96
13619,доступный,erhältlich,12
11956,дыра,loch,23
6804,лорел,lorbeer,65
5064,сектант,sektierer,74
13821,этот,das,5
9532,перестроить,wieder aufgebaut,48
1489,ход,hoo.,95
13694,защита,verteidigung,10
12046,присутствие,gegenwart,28
9915,дувр,dover,45
11161,фольклор,volk,28
12744,катастрофа,katastrophe,17
11747,двадцатый,zwanzigeth.,30
8586,разорванный,zerrissen,55
5975,поэтический,poetisch,69
12157,зазор,lücke,25
6276,вузываться,ordnungsgemäß,70
9465,ультра,ultra,46
6880,возвращение на родину,heimkehr,65
3812,носитель,noetisch,84
7853,варьизм,varsity.,60
2506,херувисть,cherub,89
11198,похороны,beerdigung,34
1330,фри,frist,96
9482,влиятельный,einflussreich,48
3519,клавдий,claudius,86
3464,беседы,woes,83
14329,заряжать,aufladung,14
12911,музей,museum,19
6016,палочки,stöcke,22
12085,цунами,tsunami.,26
6486,аддисон,addison.,68
11075,айдахо,idaho,36
5320,топпер,topper,63
5508,явления,phänomene,74
10672,поддержание,aufrechterhaltung,14
10131,сгибать,kurve,39
4837,холодильник,kühlschrank,63
10944,день рождения,geburtstag,35
7302,слеш,schrägstrich,47
9798,ренгер,ranger,17
996,зак,zak,97
4950,этимология,etymologie,65
5170,провоцист,provozieren,50
3931,кибуц,kibbuz.,84
11377,допущенный,zugelassen,23
1207,ленинист,leninist,96
12487,справедливость,die gerechtigkeit,23
11663,гана,ghana,31
10034,слезы,tränen,34
13277,пересекать,kreuzen,12
14090,вашингтон,washington,9
411,цианурический,cyanurisch,99
2429,анк,anc.,91
1905,золотой,goldschmied,86
2467,паломничество,pilgerfahrt,89
9721,фудзи.,fuji,46
8729,девон,devon,53
12794,тед,ted,21
10104,кт,treffer,40
13864,над,über,7
2898,межведом,intercrolgate.,88
1059,энционер,vollsprecher,28
9796,малазийский,malaysisch,44
3400,мышцы,muskeln,36
233,кото,koto,99
5368,кавказский,kaukasisch,74
12115,культурность,kulturell,12
11152,волейбол,volleyball,36
10681,грязный,dreckig,38
6205,долей,dole.,68
11577,видный,prominent,27
7181,сульфат,sulfat,63
499,катакана,katakana.,99
8208,жук,käfer,55
11837,курица,hähnchen,29
11557,шекспир,shakespeare.,32
7096,альта,viola,64
7438,джузеппе,giuseppe,62
6025,односторонний,einseitig,54
868,омбудсмен,ombudsmann,97
1285,индуцировать,induzieren,51
11032,строго,streng,37
5610,меннонит,mennonite,73
11179,банян,banyan,35
13009,арена,arena,18
10292,аватар,benutzerbild,41
7356,вырожденный,degeneriert,54
939,труппа,truppe,94
14397,огонь,feuer,10
8566,сейсмический,seismic.,53
2982,ток,gid.,88
5025,каталон,katalanisch,77
4809,дым,smokey.,78
3159,предприниматели,geschäftsleute,88
10749,берег,ufer,36
4017,солнцестояние,sonnenwende,80
13306,сокс,sox.,16
5096,нечестный,unehrlich,76
2470,патология,pathologie,79
7374,рожь,roggen,62
4303,незаменим,unersetzlich,79
4930,очки защитные,brille,74
7400,арчи,archie,62
5187,кремль,kreml,76
12887,луизиана,louisiana,20
8143,циркулярный,kreisförmig,57
5700,гаспачо,gazpacho,73
5237,воздушный экипаж,flugzeugbesatzung,51
10915,ги.,gi.,37
9493,молекула,molekül,43
7214,космический,kosmisch,63
11756,климат,klima,29
1314,недоедание,unterernährung,96
5094,arten,aden,76
5268,продавец,verkäufer,58
1657,гала,gala,93
6048,француз,franzose,71
5884,клин,keil,68
10239,легкое,lunge,39
1987,реталайный,retaliatort,93
10528,нота,nt.,40
4320,пильмонт,piemont,81
4147,виадук,viadukt,78
10774,расширение,verlängerung,21
13237,владелец,meister,13
4559,кокер,koker,80
1363,ниг,neig,96
4079,огре,oger,82
13738,джим,jammer,12
12435,округ колумбия,dc,24
4940,налогов,steuerberater,77
6528,дозы,dosen,48
1662,рыцарство,ritterlichkeit,94
4905,конденсатор,kondensator,75
9362,кладбище,friedhof,49
14216,использование,verwendet,5
4561,соглашаться,stimmte,69
11996,тюлень,siegel,20
9380,солипсист,solitips,49
3576,кафельная плитка,fliese,62
8083,юнона,juno,58
10999,аспекты,aspekte,26
1152,голди,goldie,95
10993,баптист,baptist,36
12312,мировой,weltweit,25
313,харизматичный,charismatisch,100
8920,грипп,grippe,52
3115,эгейский,ägäisch,88
8970,совокупность,konvoi,46
7847,баба,baba,60
8573,хаббл,hubble,55
10547,казармы,kaserne,39
3894,отелло,othello.,84
9893,скульптура,skulptur,43
2001,обморок,ohnmächtig,67
3786,прямоугольный,rechteckig,84
4343,енох,enoch,81
6710,беременная,schwanger,66
7557,доброй ночи,gute nacht,62
785,моа,moa.,98
11940,дискография,diskographie,28
4139,на север,nordwärts,33
7744,антология,anthologie,57
6474,афтершоки,nachbeben,55
9937,джентльмены,herren,44
10892,разгромить,zerschlagen,29
3318,удержанный,einbehalten.,87
3283,пункты,klauseln,44
11848,одобрение,die genehmigung,18
6732,двоеточие,doppelpunkt,42
4548,запутанный,verheddert,71
2023,пропоганда,propoganda.,92
13726,израиль,israel,12
7640,противоречивый,widersprüchlich,61
309,баржи,kähne,76
3969,синагога,synagoge,74
7377,метамфетамин,methamphetamin.,62
13745,доска,planke,11
1151,бонжур,bonjour,96
11675,северо-западный,nordwesten.,31
3054,ключевой,keynote,88
7174,ботировать,moot,62
10018,буэнос,buenos.,41
4142,темнее,dunkler,82
5963,регулировать,anpassen,38
10401,игрушка,spielzeug,36
6507,шпионаж,spionage,68
3083,язва,geschwür,85
9258,зонд,sonde,44
9066,синопсис,zusammenfassung,51
8149,приступил к,eingebunden,47
12586,малайзия,malaysia,23
6625,койот,kojote,52
6793,националисты,nationalisten,38
5789,джудит,judith,72
9310,счетчик,hauptsitz,16
3058,височный,zeitlich,73
3359,грунтовый,border,86
8315,хинди,hindi,56
662,ёл,jule,98
4427,пересчитать,erzählen,62
5902,сороки,ged,72
4177,люциль,lucille,82
7680,мастурбация,masturbation,56
7587,бу,boo.,50
12153,удовлетворять,erfüllen,15
4941,прачечная,wäscherei,77
1168,подвигание,professionell,96
4577,напал,napa,80
8042,таннер,gerber,58
3979,факело,torchwood.,83
8705,добродетель,tugend,50
9068,гандбол,handball,49
920,акварель,aquarell,97
13112,столица,hauptstadt,12
9513,бартлетт,bartlett.,48
10935,дуб,eiche,33
5682,ниппель,nippel,67
2778,альпака,alpaka,89
8288,эпицентр,epizentrum,56
13703,быстро,schnell,12
6340,новинка,neuheit,66
12052,становится,wird,8
12556,рис,reis,23
1817,песочница,sandkasten,93
11532,лакросс,lacrosse,32
982,восстановить,wieder hergestellt,83
756,пандемия,pandemie,97
2788,рембрандт,rembrandt,89
13134,клоун,clown,17
4791,нерешено,nicht ertragen,79
10850,комплект,kit,36
10084,гипотеза,hypothese,43
6035,горло,kehle,62
244,съедобный,essbar,97
10329,просматривать,durchsuche,37
12479,сенна,senne,24
9479,прототип,prototyp,38
1146,айкидо,aikido.,96
2435,кислотность,acidurie,91
5573,топология,topologie,63
1839,укреплен,versteift,88
4802,гитаристы,gitarristen,29
12138,христос,christus,27
12538,потраченный,verbraucht,23
11585,температура,temperatur,24
