ID,RUSSIAN,ARABE,INTERVAL
7899,облегчить,اعفاء,27
2572,гамелан,gamelan,90
12302,ки.,شى,25
2905,византий,بيزنطيوم,88
5805,отвлеченный,تحويل,59
6875,паровой котел,سخان مياه,61
2087,клиос,كليو,92
12215,анон,حالا,26
3213,наполнитель,حشو,82
13041,вполне,طال,17
4949,анархизм,الأناركية,74
12366,примеры,أمثلة,10
9740,залить,يصب,38
12927,прием,يستلم,6
8359,особняк,بيت كبير,54
9299,абд,عبد,49
893,воинственно,عسكريا,97
6972,герни,جورني,65
6042,мотокросс,موتوكروس,71
1847,oske.,منحرف,93
14125,половина,نصف,10
13814,воля,سوف,5
11571,а1.,a1.,32
13628,столб,عمود,12
6753,берил,البريل,66
1050,тории,torii.,97
11254,парашют,مظلة,33
9317,ceres.,سيريس,49
8245,прорвать,اختراق,54
1061,othnnot.,whatnot,96
3269,свалил,مكدسة,49
1360,пелена,بيليه,95
5990,эспрессо,إسبرسو,71
4605,ожерелье,قلادة,77
2798,сланца,الصخري,89
13847,компания,شركة,9
9852,монарх,العاهل,37
10400,спрингфилд,سبرينغفيلد,41
9156,абердин,أبردين,50
542,тройник,تيز,67
7185,лава,حمم بركانية,63
10114,наземный,landwehr.,43
1598,мыслители,المفكرين,86
4414,новелла,نوفيلا,78
366,тетрагидроканнабинол,tetrahydrocannabinol.,100
14101,страна,دولة,8
4660,дейд,ديد,79
5942,тирон,tyrone.,71
6993,гс,gs.,65
81,карьер,مقلع,95
12762,орел,نسر,14
11187,парагвай,باراجواي,35
4636,кряква,مالارد,78
4039,безупречный,طاهر، نظيف جدا، منظم جدا,82
10639,транзакции,المعاملات,37
577,неотложный,غير مسباف,97
187,приток,الرافد,89
8442,незрелый,غير ناضج,53
10508,разбираться,تعامل,40
14142,период,فترة,8
12342,гвинея,غينيا,24
1800,blackfoot.,بلاكفوت,93
4379,ускорить,تسريع,35
7879,крокер,كروكر,59
6174,киви,كيوي,65
13202,вьетнам,فيتنام,16
10226,эксклюзивный,باستثناء,22
149,острая необходимость,الاستعجال,100
3547,кальдера,فوه بركانيه,86
5186,коэффициент,معامل في الرياضيات او درجة,71
13308,колорадо,كولورادو,15
12305,мария,ماريا,25
6526,рой,سرب,62
4466,нерушитель,نهرو,80
2878,беган,بوغان,88
6313,паулина,بولين,67
477,посчет,بعد الوفاة,69
13807,являются,نكون,5
10591,гатор,جور,39
1403,манипуляциями,التلاعب,38
122,салаам,سلام.,100
5991,этна,إتنا,71
4601,cisco.,سيسكو,79
2259,стекловоломок,الألياف الزجاجية,91
7916,эдди,كادي,58
376,псевдонабие,pseudoscience.,100
1515,химизм,قميص,89
10961,драконы,التنين,17
11702,неточность,غير دقيق,30
353,бильярд,البلياردو,92
11555,максим,حكمة - قول مأثور,30
11975,ворота,غيتس,21
7938,включать в себя,إدراج,21
3497,главная линия,الخط الرئيسي,83
11752,бристоль,بريستول,30
8466,избирательное право,الوفيق,55
8090,midland.,ميدلاند,43
2301,сомневался,شك,18
12800,актер,الممثل,17
5363,гидроксид,هيدروكسيد,75
4582,лото,لوتو,80
12000,розовый,زهري,28
1535,мимик,مقلد الصوت والحركة,91
8343,пустяк,أسد امريكي,33
11269,мальта,مالطا,35
10004,культ,طائفة دينية,42
12333,сопротивление,مقاومة,21
13578,мимо,ماضي,12
13399,горячий,الحار,14
4219,посторонний,خارجي,81
1270,архетип,النموذج الأصلي,88
227,косметология,التجميل,100
2023,пропоганда,propoganda,92
10324,boeing.,بوينج,40
12085,цунами,تسونامي,26
13042,cc,نسخة,18
14069,закон,قانون,8
3481,яркий,أشرف,86
10980,модернизация,الترقية,21
11051,крупный рогатый скот,ماشية,37
5007,усенет,usenet.,77
8869,пресловутый,سيئة السمعة,49
2618,суматоха,فوس,86
6516,гидроэнергетика,الطاقة الكهرومائية,68
4273,бикини,بيكيني,80
6663,эргономика,بيئة العمل,67
12575,гало,هالة,23
5036,вирджин,فرجينيا,70
53,охватывает,هجر,100
9795,сержант,شاويش,44
12287,брюины,bruins.,25
11700,микки,سخرية,31
12808,harrison,هاريسون,21
4333,развязанный,غير متماثل,81
7944,пыльный,مغبر,59
14445,тесты,الاختبارات,5
4797,нуклеотид,النيوكليوتيد,71
406,меконг,ميكونج,100
6079,запрещено,غير مسموح به,64
5423,товар,سلعة,62
7598,счетный,cg.,61
9163,прелей,بريسلي,50
11537,производная,المشتق,20
2889,мора,مورا,88
10868,ньюпорт,نيوبورت,38
11936,мозг,مخ,27
14224,форма,استمارة,8
14470,ниже,أقل,8
7281,напряжение,الجهد االكهربى,62
9409,деррик,ديريك,49
5794,тривиум,trivium.,72
14376,менеджеры,المديرون,9
1396,тр,لاء,95
3277,эл,هيد,87
5191,тайга,تايغا,76
2580,афельон,aphelion.,89
3507,пхеньян,بيونج يانج,86
11734,цепь,سلسلة,28
2810,кандидатура,الترشيح,88
3800,бунзен,بونسن,84
3251,пико,بيكو,87
11173,hans.,هانز,21
5537,спальная комната,غرفة نوم,71
8326,токсично,سامة,45
6455,стафилококк,المكورات العنقودية,68
13160,глобальный,عالمي,16
10150,скейтбординг,التزلج,30
677,бона,بونا,98
9300,стерлинг,الجنيه الاسترليني,49
11431,луисвилл,لويسفيل,33
12430,место действия,مشهد,21
797,филармония,philharmonic.,98
9810,океания,أوقيانوسيا,45
1398,фенил,فينيل,95
1862,резаль,ملكي,91
11984,сахар,السكر,28
6811,париться,شوبين,65
4860,гильотина,مقصلة,78
395,круглолицый,بدين,100
13502,сцена,المسرح,12
6706,парфенон,البارثينون,67
3474,безболезненно,غير مؤلم,86
74,затмение,eclipsing.,39
5188,вечнозеленый,دائم الخضرة,76
13654,сэм,سام,12
8903,толедо,توليدو,52
11478,альфред,ألفريد,33
6737,мордекай,mordecai.,66
4930,очки защитные,نظارات واقية,74
470,аббат,abbot.,97
2555,алтарь,مذبح,89
2904,инвернесс,إينفيرنيس,88
9798,ренгер,الحارس,17
2625,коронация,تتويج,61
175,премеженструальный,premenstrual.,100
12534,считается,تعتبر,6
7688,zo.,زو,61
8111,послание,رسالة بولس الرسولية,56
8200,лишать,قليل الدسم,56
11366,чартер,ميثاق,31
11551,подать мяч,انطلاق,31
6505,циклический,دوري,66
14356,источники,مصادر,6
1232,бромид,البروميد,95
8828,тау,تاو,53
4028,избыток,وفرة,65
12127,страх,يخاف,22
8042,таннер,تانر,58
5551,песо,بيزو,58
9801,той,توي,45
4105,сакай,ساكاي,83
5466,грелка,دفئا,72
13918,делиться,يشارك,6
4534,нечеткий,أجعد,79
14513,примечания,ملحوظات,6
8017,ярость,غضب شديد,58
5134,кетчуп,كاتشب,77
11679,уругвай,أوروجواي,31
9098,купе,كوبيه,18
10381,картридж,خرطوشة,37
8091,пасо,باسو,58
12578,ливанец,لبناني,23
9057,скучный,ممل,33
7271,маг,ماج,62
11018,кельтская,سلتيك,37
6107,земляный червь,ديدان الأرض,70
315,одиночка,حيد,100
11909,бубба,بوبا,29
3909,crosstown,كروسستاون,84
5454,подросток,مراهقة,33
3736,закуска,وجبة خفيفة,74
6212,микроорганизм,الكائنات الحية الدقيقة,68
12583,яма,حفرة,17
4793,симметрия,تناظر,77
12934,фред,فريد,19
11518,новостная рассылка,النشرة الإخبارية,32
5333,гладстон,جلادستون,75
3076,ясный,لوكيد,86
13379,пистолет,بندقية,12
12750,дик,ديك.,21
4769,парикмахерская,hairspray.,79
13004,ответственный,مسؤول,11
12672,двенадцать,اثني عشر,22
5959,гламур,جلام,71
6956,дрема,ساندمان,65
2953,нарезанный,مقطع إلى شرائح,55
5944,труп,جثة,60
6786,лорды,اللوردات,15
10329,просматривать,تصفح,37
1756,одноклассники,زملاء الصف,84
8508,прилив,المد,55
12638,интенсивность,الشدة,17
1874,вирусы,الفيروسات,93
7208,влияние,يؤثر,9
2738,школьник,تلميذ,86
3135,хирургический,جراحي,85
8968,спать,نائم,16
11907,шарлотта,شارلوت,29
7397,тара,تارا,62
3937,сходить,تنحدر,38
8409,аболиционный,obolitionist.,53
11680,салем,سالم,31
11607,лама,اللاما,31
6752,лидерство,استهل,66
8462,платон,أفلاطون,55
14009,производительность,أداء,10
2959,увлечения,هوايات,57
7737,ирэн,إيرين,60
4348,базовый,باسون,81
4792,окислитель,أوكسيد,39
9146,крайний срок,موعد التسليم,50
11022,отсутствие,غياب,37
491,обновление,تجديد,33
3182,размытие,طمس,75
10299,синтаксис,بناء الجملة,42
3913,конец света,يوم القيامة,84
9161,кип,كيب,50
11582,тайлер,تايلر,32
9390,протестант,البروتستانت,13
883,тонко,برفض,97
5834,горан,غمانون,72
8553,циркуляторный,الدموية,55
12079,сад,حديقة,22
12459,ходок,ووكر,24
