ID,DANOIS,ARABE,INTERVAL
6974,nikotin.,النيكوتين,63
13995,stor,كبير,7
656,sporadisk,بشكل متقطع,65
10265,observationer.,الملاحظات,12
2185,nedsænket,المغمورة,88
5454,teenager,مراهقة,32
684,refereed.,مجردة,22
7100,farmest.,أقل عدد ممكن,64
6533,advocacy.,المناصرة,68
5605,populært.,شعبيا,74
4764,klipning,حلاقة شعر,76
436,gunther.,غونثر,100
10086,kænguru,كنغر,41
12240,opdelt,منقسم,21
12668,terry.,تيري,22
8061,spiste,أكل,57
6759,pulp,لب,66
6246,bor,البورون,70
10292,avatar.,الصورة الرمزية,41
7950,kung.,الكونغ,59
8732,yoga.,اليوغا,54
13733,klar over,واع,12
10472,judaisme.,اليهودية,40
3729,indium.,الإنديوم,85
1015,andan.,الأنديز,97
3504,pagoda.,باغودي,85
4146,papal.,بابلي,82
10550,sar.,سار.,39
3576,flise,بلاط,62
1994,lamer.,لامر,93
11797,underjordisk,تحت الأرض,30
2034,cathode.,كاثود,90
4726,efterslæb,تراكم,75
1940,mayonnaise.,مايونيز,93
3209,stum,كتم الصوت,78
11931,ages.,الأعمار,12
2216,trætte,المرهق,90
4406,marginalia.,هامسيسيا,81
13112,kapital,رأس المال,12
14143,åben,يفتح,8
5407,jat.,جات,75
7614,interessant.,ومن المثير للاهتمام,62
4637,dystrofi,ضمور,80
2758,hygiejne,النظافة,88
2051,befæstning,التحصين,65
13309,lykkedes,تمكنت,9
2667,oligarky,حكم الاقلية,89
12869,fl.,فلور,20
3833,peking.,بكين,78
8945,troll.,المتصيدون,27
1481,antivirus.,مضاد للفيروسات,95
2735,myron.,ميرون,89
5937,kløft,جورج,53
5521,skyld,ذنب,74
2048,underposition,العنوان الفرعي,70
13852,nogle,بعض,6
7727,naples.,نابولي,61
8303,tate.,تيت.,56
13807,er,نكون,5
9060,kradse,خدش,38
2927,pyrenæerne,بيرينيه,89
9704,capitol.,الكابيتول,46
11679,uruguay.,أوروجواي,31
1147,dø hårdt,diehard.,96
10071,ellen,إلين,43
8490,lf.,لات,55
8481,testamente,عهد,54
10312,ign.,شن,41
12551,jul,عيد الميلاد,23
2221,smegma.,سمي,91
14140,sandsynligvis,محتمل,5
422,stringer.,سترينجر,97
9200,fornøjelse,بكل سرور,49
13488,tim.,تيم,13
3277,hed.,هيد,87
11741,amazon.,أمازون,30
1764,blocker.,مانع,84
13793,til,ل,5
12035,umulig,غير ممكن,27
10144,wagner.,فاغنر,43
14252,server,الخادم,6
9655,bowie.,باوي,47
2940,udsætte,تأجيل,61
1933,marauder.,المارودر,81
2911,inductes.,مثاد,85
14034,omkostninger,التكاليف,19
8641,fagfolk,المهنيين,16
14197,plante,نبات,15
14205,inkluderet,وشملت,6
7844,piper.,بايبر,57
584,landstorm,العاصفة الأرضية,99
11702,forkert,غير دقيق,30
5089,tyne.,تاين,57
9740,hælde,يصب,38
12014,conform.,تتوافق,14
9330,maker.,صانع,40
4956,hestekræfter.,قوة حصان,77
11880,berger.,برغر,29
5931,sai.,ساي,72
6101,brændvidde,الارتكاز,71
4166,jousting.,جوزة,82
9395,anders.,أندرس,49
6349,tacoma.,تاكوما,69
14333,salg,يبيع,21
6,snuble,تعثر,57
11280,freshman.,طالبة,34
6411,ditto,ديتو,69
9534,tire.,إطار العجلة,34
4210,mirakler.,المعجزات,45
1239,udelukke,preclude.,79
11672,hydrogen.,هيدروجين,30
6967,terrestrial.,ساكن الأرض,64
5203,hvor.,حيث,76
2837,apostolic.,الرسولية,89
13769,forståelse.,فهم,9
9436,københavn,كوبنهاغن,48
5425,stort horn,قرن كبير,75
5745,genåbnet,أعيد فتحه,62
13110,eric.,إريك,17
12060,tegneserie,رسوم متحركة,14
1206,scabies.,الجرب,96
5474,salienten,بارز، ملحوظ,74
915,pease.,اندفاع,97
12660,charlie.,تشارلي,22
5802,saskatoon.,ساسكاتون,73
6241,umådelig,هائل,61
2864,østrogen,الاستروجين,87
11997,undertow,تعهد,28
131,ensartet,بشكل موحد,100
12154,er.,إيه,26
4167,geiger.,جيجر,82
5743,sycamore.,شجر جميز,72
13674,masse,كثيرا,11
3578,theorist.,النظرة,57
2569,jurymedlemmer,المحلفين,74
3429,farce.,هزل,86
9499,poop.,يتبرز,45
3409,stroud.,سترود,87
13073,enkel,بسيط,18
759,deodorant.,مزيل عرق,95
10797,fbi.,مكتب التحقيقات الفدرالي,38
101,hindustan.,هندوستان,100
13156,præsidential,الرئاسة,17
6029,opus,أوبوس,71
2091,swank.,سوانك,92
9952,tak skal du have,شكرا,44
10563,tilstopning,انسداد,38
12747,ven.,صديق,13
4723,sfærisk,كروية,78
13159,krise,مصيبة,17
1306,comte.,كومت,96
1652,grafit.,الجرافيت,94
6431,essays.,مقالات,36
9954,booth.,كشك,43
6039,flinders.,فليندرز,71
620,warflanes.,حرب الطائرات,99
9186,suppe,حساء,50
11888,yahoo,ياهو.,29
9462,greenwich.,غرينتش,48
12283,peru.,بيرو,25
10748,wireless.,لاسلكي,38
861,redacted.,اقتحم,93
14115,tæt,يغلق,10
13455,føderale,الفيدرالية,12
8904,elizabethan.,إليزابيثان,52
5186,koefficient,معامل في الرياضيات او درجة,71
9898,last,البضائع,44
12562,finland.,فنلندا,23
3108,impala.,إتصال,88
2110,patten.,باتن,89
7410,ultimatum.,انذار,62
5333,gladstone.,جلادستون,75
10270,ton,طن,30
12924,jay,جاي,16
3580,opnåelse.,في تحقيق,40
4091,radon.,رادون,83
1840,ophævet,انعقاد,87
301,shikari.,شيكاري,100
12753,windows.,شبابيك,11
2748,bunyan.,بونيان,89
3037,sunfish.,سمك البحر,88
4069,totem.,الطوطم,82
926,britten.,بريتين,97
11123,soundtrack.,تسجيل صوتي,34
4277,omgivende,محيط ب,81
1073,bayou.,بايو,96
9229,imperative.,إلزامي,49
8417,se bort fra det,تجاهل,48
11030,indledende,أولية,36
178,bethesda.,بيثيسدا,100
14425,nogensinde,أبدًا,11
7737,irene.,إيرين,61
13848,ind i,داخل,7
2187,chai.,تشاي,91
3931,kibbutz.,كيبوتس,84
9304,laks,سمك السالمون,49
14296,sluttede,انتهى,7
11743,renæssance.,عصر النهضة,30
13091,rd.,بحث وتطوير,18
8286,låst ude,قفل,57
11155,eventyr.,مغامرات,26
4879,mercenary.,المرتزقة,60
8478,blyant,قلم,53
12377,campbell.,كامبل,25
12964,udeladelser.,الإغفال,18
3708,fuselage.,جسم الطائرة,84
8869,berygtet,سيئة السمعة,49
14271,virkelig,حقًا,9
2489,hermaphrodite.,خنثى,90
11366,charter,ميثاق,31
7562,ponce.,بونس,62
14301,bekymring,هَم,9
876,germs.,جراثيم,78
5977,nicht.,نايشت,69
8004,anchorage.,مرسى,59
1294,spædbørn.,الرضع,53
6365,myrtle.,ميرتل,69
6455,staphylococcus.,المكورات العنقودية,69
4607,bridgewater.,بريدج,80
6348,cobalt.,الكوبالت,69
14323,kvalitet,جودة,8
3640,outage.,انقطاع,66
1107,brugere.,حفظة,42
10403,snavs,رجس,41
3752,rambler.,متسكع,82
2942,mælkebøtte,الهندباء,87
551,drifter.,الاضطرار,98
8578,hacienda.,هاسيندا,55
5884,wedge.,وتد,68
10275,otto.,أوتو,42
6364,opløse,تذوب,39
6248,clique.,زمرة,66
8875,sphinx.,أبو الهول,52
5600,lest.,خشية أن,60
5167,sant.,سانت,76
6982,blødere.,ليونة,65
11382,ride,يتخلص,33
1896,sexisme.,الجنسية,93
7888,bam.,بام.,59
13432,koilerplate.,غنيمة,14
7578,amelia.,اميليا,62
7849,feudalisme.,الإقطاعية,52
8170,indsprøjtning,حقنة,28
3228,uagtsomhed,الإهمال,67
14382,komplet,مكتمل,8
10540,okinawa.,أوكيناوا,40
11990,spild,يضيع,22
10208,rolige,هادئ,41
7185,lava,حمم بركانية,63
3304,analytical.,تحليلي,67
10365,adelig,النبيل,38
1440,peng,بنغ,95
6830,polymer.,البوليمر,63
2011,skuffe,خيبة أمل,30
1495,antidisestabrishotorisme,مكافحة مانعة,95
205,stegepande,مقلاة,100
8785,migration.,الترحيل,44
1810,langvarig,منذ فترة طويلة,93
14036,hjem,بيت,7
11454,bonus,علاوة,33
3824,occidental.,أوكسيدنتال,84
3446,bora.,بورا,81
2055,baguio.,باجيو,92
9932,heath.,هيث,44
763,zucchini.,كوسة,98
817,melasse.,دبس السكر,98
13011,fattige,مسكين,18
9071,kroatiske,الكرواتية,51
3121,jujube.,عناب,88
5172,bedstemor,جدة,75
10690,rædsel,رعب,38
2372,postkasse,صندوق بريد,89
4420,spitzer.,سبيتزر,81
7803,brandmænd,رجال الاطفاء,45
5577,keto.,كيتو,74
9203,jamboree.,جامبوري,50
6027,tasker.,أكياس,36
12048,ulv,ذئب,27
1333,aldrig mere,بعد اليوم أبدا,96
13597,skud,اطلاق النار,12
3303,recept,وصفة طبية,81
1412,dashes.,شرطات,46
9377,ceder,ارز,46
1788,sora.,سورا,93
8070,endeløs,بلا نهاية,58
11683,foretrække,تفضل,9
10473,wang.,وانغ,40
10433,natrium,صوديوم,40
1128,tana.,تانا,96
8567,ghetto.,الغيت حي اليهود,52
12162,montana.,مونتانا,27
3127,slør,حجاب,71
12632,overflade,سطح - المظهر الخارجي,21
10898,licens,رخصة,32
3928,isthmus.,برزخ,84
1612,cot.,سرير نقال,88
1233,diol.,ديول.,93
11126,sneaky.,متستر,36
107,figaro.,فيجارو,100
1537,beredskab,الاستعداد,95
7785,salamander.,السمندر.,60
1299,annoteret.,مشروح,83
146,ouija.,ويجا,100
2330,lithograph.,الطباعة الحجرية,83
4667,jordanian.,الأردني,72
253,abner.,أبنر,100
2931,længst,farthest.,88
1359,dahlia.,الضحلة,96
11253,si.,سيئ,34
11472,jerusalem,بيت المقدس,33
14123,resultat,نتيجة,7
6884,stunt.,حيلة,58
10903,poker.,لعبة البوكر,38
11303,konkurrenter,المنافسين,29
11913,gård,مزرعة,24
4226,hog.,خنزير,62
493,migræne.,صداع نصفي,96
10143,aristoteles.,أرسطو,43
1421,shaggy.,أشعث,95
69,clerics.,رجال الدين,68
8498,inspiration,وحي - الهام,28
7973,suffolk.,سوفولك,59
8998,upåliteligt,غير موثوق به,51
14106,niveau,مستوى,11
13678,etableret,أنشئت,10
9616,freestyle.,حرة,47
14081,nyheder,أخبار,11
243,grosse.,غروس,33
2409,akupunktur,العلاج بالإبر,91
14437,adskille,متفرق,13
11698,annulleret,ألغيت,23
12254,indre,داخلي,9
13245,jason.,جيسون,16
10594,arlington.,أرلينغتون,39
6066,buffaloes.,الجاموس,17
13096,hytte,كوخ,17
5420,sønnet.,سونيت,67
11953,alberta.,ألبرتا,28
8248,markup.,وضع علامة على,57
10604,handle ind,التسوق,24
10622,burton.,ببرتون,39
8166,torsk,سمك القد,58
5427,skater.,متزلج,35
1164,stimulus,التحفيز,96
11369,dedikeret.,مخصصة,30
13133,debat,النقاش,14
7787,millard.,ميلارد,60
11601,båd,قارب,26
500,feist.,فايسم,99
6868,vanille,فانيلا,66
14131,gange,مرات,5
828,nedtur,الانكماش,98
2696,cortina.,كورتينا,90
10026,weber.,وسب,44
14477,firmaer,الشركات,35
8517,iris.,قزحية,55
12588,albert.,ألبرت,23
5369,modoffensive.,مكافحة مضادة,66
6595,pænt,مرتب,66
13594,til stede,حاضر,10
6898,ghosts.,أشباح,30
8842,reak,سكير,53
10348,petty.,تافه,41
12063,forfatter,كاتب,19
6488,warped.,مشوه,58
13806,som,مثل,5
3397,vogue.,مجلة فوج,87
4707,akkumulerede,تراكمي,75
3975,teknikere.,الفنيين,56
5887,trauma,صدمة,72
11345,tankning,التزود بالوقود,31
13648,nødvendigvis.,بالضرورة,12
13504,co.,كول,13
2196,rochelle.,روشيل,91
1410,cicero.,شيشرون,95
12233,eftermiddag,بعد الظهر,26
12263,tempel,معبد,25
8291,kniv,سكين,56
2713,berwick.,بيرويك,89
3310,summary.,محاكمة,87
1874,vira,الفيروسات,93
14069,lov,قانون,8
6195,poodle.,بودل,69
11205,manga.,مانغا,35
5104,redesignet,إعادة تصميمها,21
13361,model,نموذج,12
4645,rum,حجرة,73
7983,schilling.,شيلينغ,59
8618,augusta.,أوغستا,54
12819,antage,افترض,14
4599,erindring,ذكرى,79
38,heste,فرسي,98
9873,arguabelt.,يمكن القول,43
11415,makedonien,مقدونيا,33
13489,prime,براي,13
10880,w h,هل,38
6303,jonah.,يونس,70
12672,tolv,اثني عشر,22
8113,melee.,المشاجرة,57
2373,gengældelse,القصاص,89
11707,parallel,موازى,27
1407,ændringende,تعديل,18
6551,epidemi,وباء,64
12844,maryland.,ماريلاند,20
12961,gul,الأصفر,19
148,forny,revamp.,71
11841,koncert,حفلة موسيقية,26
11678,bermuda.,برمودا,31
6836,pengesedler.,الأوراق النقدية,35
3869,brochure,كراسة,81
477,posthumous.,بعد الوفاة,69
13794,og,و,5
5725,heed.,حذرهم,66
7926,sperm.,الحيوانات المنوية,59
12875,duft,رائحة,20
10115,para.,بارا,42
2440,pharmacological.,صيدلية,78
5781,adlyde,الانصياع,62
3825,flotilla.,الأسطول,83
6413,lopes.,لوبيس,64
8072,methodist.,منهجية,58
9929,ærligt talt,بكل صراحه,44
6504,iq.,معدل الذكاء,68
5821,forbered,تجهيز,70
8898,knapper.,أزرار,7
2484,siam.,سيام,90
11779,tu.,تو,30
2264,caveman.,رجل الكهف,91
10686,lotus.,لوتس,38
692,infidels.,الصابئون,79
6389,gel.,جل,66
1774,parallax.,منظرا,92
4935,elendig,بائس,66
14191,projekt,مشروع,7
10887,frederick.,فريدريك,38
12684,kommunist,الشيوعي,20
13139,morgen,صباح,17
12544,brev,رسالة,17
13377,banned.,محظور,10
7052,pisa.,بيزا,64
3002,værktøjskasse,toolbox.,88
10841,vin,خمر,37
8792,zeus.,زيوس,53
3534,youngstown.,شنكستاون,86
3328,alumnus.,خريج الجامعه,87
10759,katedral,كاتدرائية,38
11751,bind,الصوت,27
4000,superpower.,قوة خارقة,73
11296,femten,خمسة عشر,34
12359,tchad.,تشاد,25
8182,fredsbevarende,حفظ السلام,48
10858,pornografi,الإباحية,38
9051,aktiv dødshjælp,القتل الرحيم,51
11236,uretfærdigt,غير عادلة,35
4792,oxidant.,أوكسيد,39
3865,melodisk.,حلي,83
13392,svar,الرد,12
12220,slog sig ned,تسوية,21
3005,methicillin.,الميثيسيلين,88
8459,treasury.,خزينة,55
3749,ural.,أورال,85
6728,corinthians.,كورنثوس,62
13176,midten af,منتصف,16
12987,jean.,جين,18
9891,helligdage,العطلات,26
11676,jakarta.,جاكرتا,31
4635,crick.,كريك,80
6432,fluorescerende,فلوري,64
11038,marsk,اهوار,36
11225,forælder,الأبوين,25
3648,nylder.,القراص,80
10317,java.,جاوة,41
4348,bason.,باسون,81
917,lemma.,ليمما,97
10072,legendarisk.,أسطوري,43
2242,satse,الرهان,84
5023,med uret,في اتجاه عقارب الساعة,77
11786,underlegen,السفلي,29
8068,tribal.,قبلية,58
10303,blad,ورقة الشجر,22
12710,donald.,دونالد,21
9469,jade.,يشم,47
5325,torpedo.,نسف,70
5534,olympus.,أوليمبوس,74
8564,uundgåelig,لا مفر منه,54
6328,kongresmedlem,عضو الكونغرس,70
12788,fa.,وافر,20
654,robble,روبل,85
13051,melbourne.,ملبورن,18
14284,selvom,بالرغم من,5
7030,sabbath.,سبت,65
10789,værktøjer,أدوات,19
13970,gjorde,فعل,5
8773,viva.,تحيا,53
12616,betalingsmiddel,عملة,22
10454,lynn.,لين,40
10804,overgivelse,يستسلم,27
12863,udfordring,تحد,12
7773,cockpit,مقصورة الطيار,59
11281,perspektiv,إنطباع,32
6184,angolan.,أنجولان,67
7400,archie.,ارشي,62
61,antisubmarine.,مضاد للأفراد,100
12222,ældre,اكبر سنا,26
6798,lungebetændelse,التهاب رئوي,66
9019,jenna.,جينا,52
1485,bantam.,بانتام,89
9297,velgørenhed,الاعمال الخيرية,46
10932,trekant,مثلث,35
12189,parker.,باركر,26
7684,mendel.,منديل,61
11664,cyrus.,سايروس,31
1692,dehydrering.,تجفيف,89
2496,katana.,كاتانا,90
11085,castro.,كاسترو,36
8010,embedded.,المضمن,56
13298,gary.,غاري,15
1402,tamara.,تمارا,95
4157,volga.,فولغا,82
2976,ursa.,أورسا,64
1152,goldie.,جولدي,95
14334,amerika,أمريكا,5
10673,beslag.,قوس,25
8645,ly,مأوى,44
2897,cholesterol.,الكوليسترول,89
11266,intervention,تدخل قضائي,33
4674,concerto.,كونشرتو,77
2407,spiring.,إنبات,89
4819,stempel,مكبس,35
1586,fab.,فاب,94
8254,violin,كمان,56
6132,maggie.,ماجي,70
6489,pinlig,إحراج,46
5453,millenium.,من الأيلمين,75
9612,kompliceret,معقد,39
8107,pistoler.,مسدسات,40
2954,laced.,ذو أربطة,60
10605,angiveligt.,يزعم,39
8223,suffix,لاحقة,53
14092,operationer,عمليات,6
3291,anstødeligt,اعترض,87
11615,cr.,سجل تجاري,31
14217,en gang til,مرة أخرى,5
2520,atm.,ماكينة الصراف الآلي,90
1886,pedal,دواسة,84
2339,cyborg.,سايبورغ,88
451,crozier.,كوروزير,100
8080,hurst.,هيرست,58
4738,hatchet.,الأحقاد,78
1313,shaman.,شامان,82
13277,kryds,تعبر,12
13422,joseph.,جوزيف,14
6475,iværksætter,ريادي,62
9526,uran.,اليورانيوم,48
4433,hyldet,أشاد,15
211,vallonien,والون,100
8883,statslige.,حكومي,52
10361,windsor.,وندسور,41
8123,økse,فأس,51
12415,daggry,فجر,24
12680,con.,خبير,18
13119,tusindvis,الآلاف,14
3874,genvej,الاختصار,76
7968,mikrobølgeovn.,الميكروويف,59
12900,økonomi,اقتصاد,19
8259,fossiliseret,مغلف,57
6637,fluor,الفلور,66
5681,bipolar,ثنائي القطب,73
13395,farve,اللون,12
7219,lanes.,الممرات,26
5410,brewster.,بروستر.,75
10582,napoleon.,نابليون,36
13533,juan.,خوان,13
13100,guatemala.,غواتيمالا,17
3666,romulus.,رومولوس,85
13668,indtastet,دخل,10
11377,indrømmet,اعترف,23
7017,norse.,نورس,65
5921,doris.,دوريس,70
8324,ledning,قناة أو أنبوب أو ترعة,56
13605,vand,ماء,12
2033,vant,معتاد,90
4716,libra.,الميزان,75
247,lysin.,ليسين,100
7546,konstantinopel.,القسطنطينية,62
12236,halvleg,نصف الوقت,26
3700,blodsudgydelse,إراقة الدماء,85
5042,bip,زمارة,75
3913,doomsday,يوم القيامة,84
6653,stiv,جامد,63
